Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,120.432534,[208  35] ; [23 73],[165.5840708  77.4159292] ; [65.4159292 30.5840708],1
p11,1,0.0,43.709439,[194  50] ; [41 55],[168.64705882  75.35294118] ; [66.35294118 29.64705882],1
p2,1,0.0,32.338606,[182  60] ; [41 55],[159.66272189  82.33727811] ; [63.33727811 32.66272189],1
r3,1,0.0,31.406365,[227  15] ; [67 27],[211.75  30.25] ; [82.25 11.75],1
r4,1,1e-06,24.680366,[206  38] ; [57 39],[188.74117647  55.25882353] ; [74.25882353 21.74117647],1
v4,1,2e-06,22.545673,[223  18] ; [68 25],[209.97305389  31.02694611] ; [81.02694611 11.97305389],1
s6,1,2.6e-05,17.675537,[142 100] ; [32 64],[124.57988166 117.42011834] ; [49.42011834 46.57988166],1
n6,1,3.1e-05,17.329865,[191  50] ; [54 41],[175.72916667  65.27083333] ; [69.27083333 25.72916667],1
b1,1,8e-05,15.551482,[ 76 168] ; [52 44],[ 91.85882353 152.14117647] ; [36.14117647 59.85882353],1
p8,1,0.001035,10.764704,[ 81 161] ; [15 81],[ 68.73372781 173.26627219] ; [27.26627219 68.73372781],0
a7,1,0.001214,10.469258,[175  69] ; [50 44],[162.4260355  81.5739645] ; [62.5739645 31.4260355],0
v2,1,0.001479,10.10429,[119 109] ; [30 62],[106.1625 121.8375] ; [42.8375 49.1625],0
s8,1,0.001525,10.047847,[ 83 161] ; [16 80],[ 71.04705882 172.95294118] ; [27.95294118 68.04705882],0
s3,1,0.00167,9.881106,[127 114] ; [32 63],[114.04464286 126.95535714] ; [44.95535714 50.04464286],0
n2,1,0.003248,8.662881,[56 15] ; [22 20],[49.00884956 21.99115044] ; [28.99115044 13.00884956],0
n3,1,0.003694,8.42824,[54 17] ; [19 20],[47.11818182 23.88181818] ; [25.88181818 13.11818182],0
s2,1,0.006438,7.423522,[100 143] ; [24 71],[ 89.14792899 153.85207101] ; [34.85207101 60.14792899],0
s1,1,0.018537,5.544694,[  5 236] ; [ 7 88],[  8.60714286 232.39285714] ; [ 3.39285714 91.60714286],0
d2,1,0.018635,5.535443,[ 92 150] ; [49 45],[101.55357143 140.44642857] ; [39.44642857 54.55357143],0
r2,1,0.019839,5.426049,[222  18] ; [79 15],[216.28742515  23.71257485] ; [84.71257485  9.28742515],0
d3,1,0.023766,5.11163,[154  89] ; [48 48],[144.79646018  98.20353982] ; [57.20353982 38.79646018],0
p7,1,0.030922,4.65731,[101 136] ; [28 66],[ 92.36555891 144.63444109] ; [36.63444109 57.36555891],0
a5,1,0.068311,3.32315,[163  81] ; [54 42],[155.72941176  88.27058824] ; [61.27058824 34.72941176],0
v1,1,0.071563,3.246806,[101 134] ; [31 65],[ 93.71601208 141.28398792] ; [38.28398792 57.71601208],0
p12,1,0.074709,3.176414,[ 13 230] ; [ 1 94],[ 10.06508876 232.93491124] ; [ 3.93491124 91.06508876],0
a1,1,0.076905,3.129134,[  9 235] ; [ 8 88],[ 12.2 231.8] ; [ 4.8 91.2],0
u3,1,0.083563,2.994202,[35 50] ; [21 15],[39.33884298 45.66115702] ; [16.66115702 19.33884298],0
a8,1,0.084763,2.971119,[ 35 194] ; [ 7 81],[ 30.34069401 198.65930599] ; [11.65930599 76.34069401],0
s5,1,0.09603,2.770267,[ 59 176] ; [16 80],[ 53.24773414 181.75226586] ; [21.75226586 74.24773414],0
u2,1,0.098765,2.72537,[36 47] ; [21 14],[40.09322034 42.90677966] ; [16.90677966 18.09322034],0
s7,1,0.108899,2.570126,[ 82 157] ; [22 66],[ 76.01223242 162.98776758] ; [27.98776758 60.01223242],0
a6,1,0.132805,2.259404,[158  85] ; [54 42],[151.96460177  91.03539823] ; [60.03539823 35.96460177],0
n5,1,0.135868,2.22414,[158  83] ; [54 41],[152.05952381  88.94047619] ; [59.94047619 35.05952381],0
b5,1,0.138683,2.192513,[151  93] ; [51 45],[144.96470588  99.03529412] ; [57.03529412 38.96470588],0
d5,1,0.179897,1.798471,[182  61] ; [65 31],[177.05309735  65.94690265] ; [69.94690265 26.05309735],0
p5,1,0.188551,1.7289,[  9 232] ; [ 1 95],[  7.15133531 233.84866469] ; [ 2.84866469 93.15133531],0
v3,1,0.319083,0.992703,[ 78 157] ; [25 66],[ 74.24846626 160.75153374] ; [28.75153374 62.24846626],0
d4,1,0.332875,0.93768,[188  55] ; [68 26],[184.59347181  58.40652819] ; [71.40652819 22.59347181],0
n1,1,0.415255,0.663704,[23 47] ; [17 25],[25. 45.] ; [15. 27.],0
b4,1,0.418787,0.653718,[146  98] ; [62 34],[149.27058824  94.72941176] ; [58.72941176 37.27058824],0
p3,1,0.461069,0.543299,[ 49 194] ; [16 80],[ 46.59292035 196.40707965] ; [18.40707965 77.59292035],0
s4,1,0.480641,0.497408,[ 43 199] ; [14 82],[ 40.81065089 201.18934911] ; [16.18934911 79.81065089],0
d1,1,0.484664,0.488351,[117 127] ; [42 54],[114.10588235 129.89411765] ; [44.89411765 51.10588235],0
u1,1,0.508427,0.437303,[ 29 215] ; [ 9 87],[ 27.27058824 216.72941176] ; [10.72941176 85.27058824],0
r1,1,0.560343,0.33911,[179  64] ; [67 28],[176.85798817  66.14201183] ; [69.14201183 25.85798817],0
a3,1,0.659507,0.194123,[159  83] ; [60 35],[157.26409496  84.73590504] ; [61.73590504 33.26409496],0
b2,1,0.697902,0.150664,[45 88] ; [17 38],[43.86170213 89.13829787] ; [18.13829787 36.86170213],0
b3,1,0.697902,0.150664,[45 88] ; [17 38],[43.86170213 89.13829787] ; [18.13829787 36.86170213],0
n4,1,0.735549,0.114077,[159  84] ; [64 31],[160.32248521  82.67751479] ; [62.67751479 32.32248521],0
p1,1,0.77443,0.082131,[ 11 232] ; [ 5 90],[ 11.50295858 231.49704142] ; [ 4.49704142 90.50295858],0
a4,1,0.794136,0.068092,[ 96 147] ; [39 56],[ 97.05621302 145.94378698] ; [37.94378698 57.05621302],0
a2,1,0.874582,0.024914,[ 45 199] ; [17 79],[ 44.49411765 199.50588235] ; [17.50588235 78.49411765],0
