Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.079839,3.068182,[1 2] ; [10  2],[2.2 0.8] ; [8.8 3.2],0
p10,1,0.079839,3.068182,[1 2] ; [10  2],[2.2 0.8] ; [8.8 3.2],0
d4,1,0.170904,1.875,[1 2] ; [9 3],[2. 1.] ; [8. 4.],0
p11,1,0.254565,1.298077,[2 1] ; [11  1],[2.6 0.4] ; [10.4  1.6],0
u2,1,0.283977,1.147959,[1 1] ; [6 1],[1.55555556 0.44444444] ; [5.44444444 1.55555556],0
s6,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
n4,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
b4,1,0.437558,0.602679,[2 1] ; [5 7],[1.4 1.6] ; [5.6 6.4],0
r3,1,0.518605,0.416667,[2 1] ; [10  2],[2.4 0.6] ; [9.6 2.4],0
d3,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
r4,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
s2,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
r1,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
a8,1,0.770335,0.085227,[1 2] ; [3 9],[0.8 2.2] ; [3.2 8.8],0
n5,1,0.770335,0.085227,[2 1] ; [9 3],[2.2 0.8] ; [8.8 3.2],0
p8,1,0.770335,0.085227,[2 1] ; [9 3],[2.2 0.8] ; [8.8 3.2],0
a3,1,0.792147,0.069444,[1 2] ; [5 7],[1.2 1.8] ; [4.8 7.2],0
s3,1,0.792147,0.069444,[1 2] ; [5 7],[1.2 1.8] ; [4.8 7.2],0
a7,1,0.792147,0.069444,[2 1] ; [7 5],[1.8 1.2] ; [7.2 4.8],0
v2,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
v4,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
a6,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
