Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,88.771632,[ 54 214] ; [229 174],[113.03129657 154.96870343] ; [169.96870343 233.03129657],1
v1,1,0.0,35.717294,[116 156] ; [268 139],[153.82621502 118.17378498] ; [230.17378498 176.82621502],1
p9,1,0.000622,11.709304,[213  62] ; [354  51],[229.30147059  45.69852941] ; [337.69852941  67.30147059],1
s1,1,0.000876,11.073791,[ 18 254] ; [  7 401],[ 10. 262.] ; [ 15. 393.],1
p10,1,0.000902,11.019242,[205  69] ; [346  61],[221.69456681  52.30543319] ; [329.30543319  77.69456681],1
a5,1,0.000995,10.837002,[195  81] ; [337  77],[212.8  63.2] ; [319.2  94.8],1
b1,1,0.005964,7.561018,[121 155] ; [139 276],[103.84949349 172.15050651] ; [156.15050651 258.84949349],0
a3,1,0.013626,6.08596,[187  88] ; [316  97],[201.05377907  73.94622093] ; [301.94622093 111.05377907],0
a7,1,0.014986,5.918165,[191  85] ; [320  93],[204.69666183  71.30333817] ; [306.30333817 106.69666183],0
p3,1,0.020143,5.399452,[124 151] ; [222 188],[138.90510949 136.09489051] ; [207.09489051 202.90510949],0
s4,1,0.047208,3.937969,[ 53 217] ; [ 57 353],[ 43.67647059 226.32352941] ; [ 66.32352941 343.67647059],0
p12,1,0.051483,3.792474,[ 16 258] ; [ 41 367],[ 22.90029326 251.09970674] ; [ 34.09970674 373.90029326],0
a6,1,0.064466,3.418591,[180  95] ; [297 115],[190.93886463  84.06113537] ; [286.06113537 125.93886463],0
p7,1,0.069063,3.305155,[167 104] ; [275 127],[177.98216939  93.01783061] ; [264.01783061 137.98216939],0
d1,1,0.079768,3.069613,[160 116] ; [268 147],[170.95224313 105.04775687] ; [257.04775687 157.95224313],0
u3,1,0.091126,2.85436,[62 26] ; [58 41],[56.47058824 31.52941176] ; [63.52941176 35.47058824],0
n3,1,0.106051,2.61211,[43 22] ; [55 15],[47.18518519 17.81481481] ; [50.81481481 19.18518519],0
u1,1,0.119642,2.422006,[ 49 227] ; [ 94 321],[ 57.11722142 218.88277858] ; [ 85.88277858 329.11722142],0
d4,1,0.123019,2.378451,[225  49] ; [357  56],[232.12227074  41.87772926] ; [349.87772926  63.12227074],0
a1,1,0.129036,2.304067,[  8 268] ; [ 22 393],[ 11.98263386 264.01736614] ; [ 18.01736614 396.98263386],0
s8,1,0.139134,2.187516,[119 156] ; [201 209],[128.46715328 146.53284672] ; [191.53284672 218.46715328],0
p11,1,0.147224,2.100777,[213  63] ; [339  76],[220.4804631  55.5195369] ; [331.5195369  83.4804631],0
s7,1,0.151503,2.05705,[127 137] ; [212 182],[136.01215805 127.98784195] ; [202.98784195 191.01215805],0
p8,1,0.157681,1.996326,[139 136] ; [227 178],[148.01470588 126.98529412] ; [217.98529412 187.01470588],0
n6,1,0.16481,1.929528,[226  49] ; [353  57],[232.44525547  42.55474453] ; [346.55474453  63.44525547],0
d5,1,0.173652,1.851131,[220  54] ; [349  65],[226.60755814  47.39244186] ; [342.39244186  71.60755814],0
d2,1,0.207349,1.589837,[133 142] ; [220 193],[141.09738372 133.90261628] ; [211.90261628 201.09738372],0
n2,1,0.23707,1.39793,[45 23] ; [52 17],[48.1459854 19.8540146] ; [48.8540146 20.1459854],0
b4,1,0.286985,1.133712,[153 123] ; [247 168],[159.76845152 116.23154848] ; [240.23154848 174.76845152],0
u4,1,0.288529,1.12647,[  4 272] ; [ 11 404],[  5.99131693 270.00868307] ; [  9.00868307 405.99131693],0
d3,1,0.313937,1.014039,[190  85] ; [300 113],[195.85755814  79.14244186] ; [294.14244186 118.85755814],0
