Feature,DoF,P Value,Chi Square,Is Significant
b2,1,3e-05,17.390007,1
b3,1,3e-05,17.390007,1
v3,1,0.00213,9.433685,0
p12,1,0.002287,9.303255,0
s8,1,0.002634,9.045436,0
a2,1,0.002848,8.902198,0
p5,1,0.008185,6.992489,0
d1,1,0.011219,6.430365,0
s3,1,0.019165,5.486354,0
d2,1,0.024357,5.069059,0
v1,1,0.026677,4.911584,0
s7,1,0.030675,4.671057,0
s2,1,0.033489,4.520612,0
a1,1,0.042715,4.106649,0
u1,1,0.048647,3.887509,0
a4,1,0.049818,3.847588,0
s6,1,0.052345,3.764698,0
v2,1,0.087212,2.925095,0
d3,1,0.121324,2.400146,0
a8,1,0.126,2.341108,0
p4,1,0.137624,2.204327,0
p3,1,0.175505,1.835284,0
a5,1,0.197979,1.657221,0
p8,1,0.338862,0.91473,0
a6,1,0.343816,0.896151,0
p6,1,0.36659,0.81519,0
s1,1,0.40788,0.68497,0
s4,1,0.420965,0.647619,0
b5,1,0.55297,0.352023,0
d5,1,0.635956,0.22407,0
r1,1,0.640288,0.218366,0
n4,1,0.665875,0.186465,0
b4,1,0.811638,0.056793,0
p1,1,0.87892,0.023207,0
a7,1,0.883878,0.021332,0
p7,1,0.917904,0.010624,0
p2,1,0.921667,0.00967,0
s5,1,0.985065,0.00035,0
