Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-05,18.14668,[ 6 33] ; [29 19],[15.68965517 23.31034483] ; [19.31034483 28.68965517],1
n5,1,0.002168,9.401709,[22 17] ; [42  7],[28.36363636 10.63636364] ; [35.63636364 13.36363636],0
d2,1,0.004492,8.073481,[12 27] ; [30 19],[18.61363636 20.38636364] ; [23.38636364 25.61363636],0
u2,1,0.007996,7.03441,[ 6 11] ; [15  4],[9.91666667 7.08333333] ; [11.08333333  7.91666667],0
s8,1,0.013516,6.100268,[ 9 30] ; [23 24],[14.51162791 24.48837209] ; [17.48837209 29.51162791],0
r1,1,0.018141,5.58249,[25 14] ; [42  7],[29.69318182  9.30681818] ; [37.30681818 11.69318182],0
p6,1,0.018421,5.555664,[ 4 35] ; [15 33],[ 8.51724138 30.48275862] ; [10.48275862 37.51724138],0
n4,1,0.019216,5.481725,[23 16] ; [40  9],[27.92045455 11.07954545] ; [35.07954545 13.92045455],0
d4,1,0.032349,4.579921,[27 12] ; [43  6],[31.02272727  7.97727273] ; [38.97727273 10.02272727],0
s2,1,0.032528,4.570468,[13 26] ; [26 20],[17.89411765 21.10588235] ; [21.10588235 24.89411765],0
d1,1,0.041632,4.15009,[17 22] ; [32 17],[21.71590909 17.28409091] ; [27.28409091 21.71590909],0
u3,1,0.046854,3.950618,[ 6 11] ; [13  6],[8.97222222 8.02777778] ; [10.02777778  8.97222222],0
a5,1,0.062993,3.456769,[25 14] ; [40  9],[28.80681818 10.19318182] ; [36.19318182 12.80681818],0
s6,1,0.084622,2.973823,[18 20] ; [31 16],[21.90588235 16.09411765] ; [27.09411765 19.90588235],0
v1,1,0.086815,2.93246,[15 22] ; [29 20],[18.93023256 18.06976744] ; [25.06976744 23.93023256],0
v2,1,0.091327,2.850823,[16 22] ; [29 19],[19.88372093 18.11627907] ; [25.11627907 22.88372093],0
s3,1,0.092125,2.836841,[14 23] ; [27 21],[17.84705882 19.15294118] ; [23.15294118 24.84705882],0
a6,1,0.155787,2.014652,[28 11] ; [28 21],[24.81818182 14.18181818] ; [31.18181818 17.81818182],0
r4,1,0.167947,1.901174,[32  7] ; [45  4],[34.125  4.875] ; [42.875  6.125],0
n6,1,0.179474,1.801974,[30  9] ; [43  6],[32.35227273  6.64772727] ; [40.64772727  8.35227273],0
n2,1,0.200933,1.635577,[7 1] ; [8 5],[5.71428571 2.28571429] ; [9.28571429 3.71428571],0
d5,1,0.243955,1.357594,[25 14] ; [37 12],[27.47727273 11.52272727] ; [34.52272727 14.47727273],0
