Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.254565,1.298077,[ 2 11] ; [1 1],[ 2.6 10.4] ; [0.4 1.6],0
s1,1,0.254565,1.298077,[ 2 11] ; [1 1],[ 2.6 10.4] ; [0.4 1.6],0
v2,1,0.254565,1.298077,[ 2 11] ; [1 1],[ 2.6 10.4] ; [0.4 1.6],0
r4,1,0.254565,1.298077,[ 2 11] ; [1 1],[ 2.6 10.4] ; [0.4 1.6],0
n5,1,0.422813,0.642483,[10  3] ; [1 1],[9.53333333 3.46666667] ; [1.46666667 0.53333333],0
s5,1,0.468717,0.525,[3 9] ; [1 1],[3.42857143 8.57142857] ; [0.57142857 1.42857143],0
n6,1,0.591208,0.288462,[9 4] ; [1 1],[8.66666667 4.33333333] ; [1.33333333 0.66666667],0
v4,1,0.591208,0.288462,[9 4] ; [1 1],[8.66666667 4.33333333] ; [1.33333333 0.66666667],0
p2,1,0.591208,0.288462,[9 4] ; [1 1],[8.66666667 4.33333333] ; [1.33333333 0.66666667],0
p8,1,0.591208,0.288462,[4 9] ; [1 1],[4.33333333 8.66666667] ; [0.66666667 1.33333333],0
p7,1,0.648807,0.207407,[4 8] ; [1 1],[4.28571429 7.71428571] ; [0.71428571 1.28571429],0
s3,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
p4,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
p6,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
p9,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
p10,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
s2,1,0.919154,0.010302,[6 7] ; [1 1],[6.06666667 6.93333333] ; [0.93333333 1.06666667],0
s6,1,0.919154,0.010302,[6 7] ; [1 1],[6.06666667 6.93333333] ; [0.93333333 1.06666667],0
