Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.009195,6.784615,[2 4] ; [11  1],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
d5,1,0.136641,2.215385,[3 3] ; [10  2],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
b1,1,0.17146,1.87013,[5 1] ; [6 6],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
d2,1,0.179712,1.8,[2 4] ; [8 4],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
p1,1,0.179712,1.8,[2 4] ; [ 1 11],[1. 5.] ; [ 2. 10.],0
v2,1,0.179712,1.8,[2 4] ; [8 4],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
p4,1,0.288844,1.125,[3 3] ; [3 9],[2. 4.] ; [4. 8.],0
s8,1,0.288844,1.125,[1 5] ; [5 7],[2. 4.] ; [4. 8.],0
s4,1,0.288844,1.125,[3 3] ; [3 9],[2. 4.] ; [4. 8.],0
p10,1,0.288844,1.125,[3 3] ; [9 3],[4. 2.] ; [8. 4.],0
n6,1,0.301409,1.067949,[3 2] ; [10  2],[3.82352941 1.17647059] ; [9.17647059 2.82352941],0
d3,1,0.317311,1.0,[2 4] ; [7 5],[3. 3.] ; [6. 6.],0
d1,1,0.317311,1.0,[2 4] ; [7 5],[3. 3.] ; [6. 6.],0
s5,1,0.394344,0.725505,[1 4] ; [5 7],[1.76470588 3.23529412] ; [4.23529412 7.76470588],0
v3,1,0.394344,0.725505,[1 4] ; [5 7],[1.76470588 3.23529412] ; [4.23529412 7.76470588],0
v1,1,0.402388,0.701178,[4 2] ; [5 6],[3.17647059 2.82352941] ; [5.82352941 5.17647059],0
r3,1,0.422678,0.642857,[4 2] ; [10  2],[4.66666667 1.33333333] ; [9.33333333 2.66666667],0
p3,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
s2,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
r4,1,0.494125,0.467532,[3 3] ; [4 8],[2.33333333 3.66666667] ; [4.66666667 7.33333333],0
n5,1,0.502335,0.45,[4 2] ; [6 6],[3.33333333 2.66666667] ; [6.66666667 5.33333333],0
a7,1,0.502335,0.45,[2 4] ; [6 6],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
a6,1,0.502335,0.45,[2 4] ; [6 6],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
p8,1,0.622252,0.242716,[1 5] ; [3 8],[1.41176471 4.58823529] ; [2.58823529 8.41176471],0
a8,1,0.6885,0.160714,[1 5] ; [3 9],[1.33333333 4.66666667] ; [2.66666667 9.33333333],0
p6,1,0.709815,0.138462,[2 4] ; [3 9],[1.66666667 4.33333333] ; [3.33333333 8.66666667],0
a5,1,0.709815,0.138462,[4 2] ; [9 3],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
n4,1,0.73244,0.116883,[4 2] ; [7 5],[3.66666667 2.33333333] ; [7.33333333 4.66666667],0
b2,1,0.857596,0.032197,[3 3] ; [5 6],[2.82352941 3.17647059] ; [5.17647059 5.82352941],0
b3,1,0.857596,0.032197,[3 3] ; [5 6],[2.82352941 3.17647059] ; [5.17647059 5.82352941],0
p9,1,0.900569,0.015611,[4 2] ; [7 4],[3.88235294 2.11764706] ; [7.11764706 3.88235294],0
r2,1,0.900569,0.015611,[4 2] ; [7 4],[3.88235294 2.11764706] ; [7.11764706 3.88235294],0
s6,1,0.949272,0.004048,[3 2] ; [7 5],[2.94117647 2.05882353] ; [7.05882353 4.94117647],0
a2,1,1.0,0.0,[1 5] ; [ 2 10],[1. 5.] ; [ 2. 10.],0
b5,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
p2,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
a4,1,1.0,0.0,[2 4] ; [4 8],[2. 4.] ; [4. 8.],0
s3,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
r1,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
p7,1,1.0,0.0,[3 3] ; [6 6],[3. 3.] ; [6. 6.],0
n2,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
n1,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
