Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.00413,8.225951,[6 1] ; [17 39],[2.55555556 4.44444444] ; [20.44444444 35.55555556],0
b3,1,0.00413,8.225951,[6 1] ; [17 39],[2.55555556 4.44444444] ; [20.44444444 35.55555556],0
a8,1,0.009243,6.775313,[2 2] ; [10 99],[0.42477876 3.57522124] ; [11.57522124 97.42477876],0
a1,1,0.011624,6.367357,[2 5] ; [  6 116],[0.43410853 6.56589147] ; [  7.56589147 114.43410853],0
v3,1,0.021056,5.322126,[5 1] ; [44 77],[2.31496063 3.68503937] ; [46.68503937 74.31496063],0
p5,1,0.02772,4.845428,[2 4] ; [  9 112],[0.51968504 5.48031496] ; [ 10.48031496 110.51968504],0
a2,1,0.041652,4.149309,[4 3] ; [28 94],[1.73643411 5.26356589] ; [30.26356589 91.73643411],0
u1,1,0.089972,2.874879,[3 4] ; [ 21 101],[1.30232558 5.69767442] ; [22.69767442 99.30232558],0
d2,1,0.093415,2.814525,[6 1] ; [65 57],[3.85271318 3.14728682] ; [67.14728682 54.85271318],0
v2,1,0.120109,2.415899,[5 1] ; [60 58],[3.14516129 2.85483871] ; [61.85483871 56.14516129],0
d1,1,0.138351,2.196206,[6 1] ; [70 52],[4.12403101 2.87596899] ; [71.87596899 50.12403101],0
a4,1,0.174118,1.847126,[5 2] ; [55 67],[3.25581395 3.74418605] ; [56.74418605 65.25581395],0
s8,1,0.18833,1.730637,[5 2] ; [56 66],[3.31007752 3.68992248] ; [57.68992248 64.31007752],0
p12,1,0.21325,1.549223,[1 6] ; [  5 117],[0.3255814 6.6744186] ; [  5.6744186 116.3255814],0
p4,1,0.243521,1.360094,[5 2] ; [59 62],[3.5 3.5] ; [60.5 60.5],0
p8,1,0.282862,1.153289,[4 3] ; [45 77],[2.65891473 4.34108527] ; [46.34108527 75.65891473],0
n4,1,0.288745,1.125463,[6 1] ; [81 41],[4.72093023 2.27906977] ; [82.27906977 39.72093023],0
s7,1,0.322701,0.977966,[5 2] ; [59 54],[3.73333333 3.26666667] ; [60.26666667 52.73333333],0
p3,1,0.336284,0.924547,[4 3] ; [47 74],[2.7890625 4.2109375] ; [48.2109375 72.7890625],0
s3,1,0.370058,0.803469,[5 2] ; [66 56],[3.85271318 3.14728682] ; [67.14728682 54.85271318],0
p7,1,0.407807,0.685185,[5 2] ; [66 53],[3.94444444 3.05555556] ; [67.05555556 51.94444444],0
b4,1,0.439108,0.598611,[5 2] ; [69 53],[4.01550388 2.98449612] ; [69.98449612 52.01550388],0
s5,1,0.480293,0.498198,[2 5] ; [48 66],[2.89256198 4.10743802] ; [47.10743802 66.89256198],0
p2,1,0.528081,0.398083,[6 1] ; [91 30],[5.3046875 1.6953125] ; [91.6953125 29.3046875],0
a6,1,0.569407,0.323676,[5 2] ; [74 48],[4.28682171 2.71317829] ; [74.71317829 47.28682171],0
r1,1,0.624369,0.239774,[6 1] ; [95 27],[5.48062016 1.51937984] ; [95.51937984 26.48062016],0
b5,1,0.626839,0.236371,[5 2] ; [76 46],[4.39534884 2.60465116] ; [76.60465116 45.39534884],0
d5,1,0.718804,0.129642,[6 1] ; [97 24],[5.6328125 1.3671875] ; [97.3671875 23.6328125],0
p6,1,0.78475,0.074602,[3 4] ; [46 76],[2.65891473 4.34108527] ; [46.34108527 75.65891473],0
a7,1,0.940253,0.005618,[5 2] ; [88 33],[5.0859375 1.9140625] ; [87.9140625 33.0859375],0
s2,1,0.990279,0.000148,[4 3] ; [70 52],[4.01550388 2.98449612] ; [69.98449612 52.01550388],0
