Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.002846,8.903807,0
a2,1,0.011294,6.418516,0
a4,1,0.075143,3.166933,0
d2,1,0.082943,3.006264,0
s7,1,0.084219,2.98155,0
p5,1,0.087855,2.913243,0
s1,1,0.119354,2.425781,0
u1,1,0.122505,2.385,0
v3,1,0.158028,1.992995,0
p3,1,0.200274,1.640374,0
s6,1,0.273908,1.197072,0
v1,1,0.284282,1.146507,0
p4,1,0.321258,0.983818,0
p7,1,0.326005,0.964703,0
a6,1,0.328624,0.954311,0
p2,1,0.337828,0.918655,0
p6,1,0.435544,0.607993,0
b4,1,0.469979,0.522026,0
a1,1,0.490673,0.475049,0
p1,1,0.61024,0.259826,0
p8,1,0.636844,0.222893,0
d3,1,0.701205,0.147221,0
r1,1,0.717007,0.131378,0
d5,1,0.720994,0.127542,0
a5,1,0.724964,0.123786,0
s5,1,0.754913,0.097449,0
b5,1,0.809099,0.058365,0
v2,1,0.828417,0.046973,0
a7,1,0.84339,0.039029,0
n4,1,0.903924,0.01457,0
s4,1,0.942712,0.005164,0
a8,1,1.0,0.0,0
