Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.086069,2.946405,[1 2] ; [16  4],[2.2173913 0.7826087] ; [14.7826087  5.2173913],0
r1,1,0.111824,2.528259,[1 2] ; [17  5],[2.16 0.84] ; [15.84  6.16],0
a7,1,0.170016,1.882799,[1 2] ; [16  6],[2.04 0.96] ; [14.96  7.04],0
a8,1,0.221099,1.497222,[1 1] ; [ 3 17],[0.36363636 1.63636364] ; [ 3.63636364 16.36363636],0
v4,1,0.225466,1.469238,[2 1] ; [20  2],[2.64 0.36] ; [19.36  2.64],0
d3,1,0.238149,1.391519,[1 2] ; [15  7],[1.92 1.08] ; [14.08  7.92],0
d5,1,0.238149,1.391519,[1 2] ; [15  7],[1.92 1.08] ; [14.08  7.92],0
b5,1,0.314879,1.010101,[1 2] ; [14  8],[1.8 1.2] ; [13.2  8.8],0
p4,1,0.347755,0.881633,[1 2] ; [13  8],[1.75 1.25] ; [12.25  8.75],0
n5,1,0.382677,0.762085,[2 1] ; [19  3],[2.52 0.48] ; [18.48  3.52],0
n4,1,0.382677,0.762085,[2 1] ; [19  3],[2.52 0.48] ; [18.48  3.52],0
n3,1,0.427355,0.63,[1 1] ; [4 1],[1.42857143 0.57142857] ; [3.57142857 1.42857143],0
s5,1,0.438807,0.599401,[1 2] ; [12  9],[1.625 1.375] ; [11.375  9.625],0
s7,1,0.438807,0.599401,[1 2] ; [12  9],[1.625 1.375] ; [11.375  9.625],0
d2,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
a6,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
d1,1,0.490279,0.475913,[1 2] ; [12 10],[1.56 1.44] ; [11.44 10.56],0
v3,1,0.537094,0.380952,[1 2] ; [11 10],[1.5 1.5] ; [10.5 10.5],0
d4,1,0.538253,0.378788,[2 1] ; [18  4],[2.4 0.6] ; [17.6  4.4],0
s2,1,0.587793,0.293803,[1 2] ; [11 11],[1.44 1.56] ; [10.56 11.44],0
s8,1,0.587793,0.293803,[1 2] ; [11 11],[1.44 1.56] ; [10.56 11.44],0
b1,1,0.587793,0.293803,[2 1] ; [11 11],[1.56 1.44] ; [11.44 10.56],0
b2,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
b3,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
v2,1,0.754293,0.097959,[1 2] ; [ 9 12],[1.25 1.75] ; [ 8.75 12.25],0
a3,1,0.801614,0.063131,[2 1] ; [13  9],[1.8 1.2] ; [13.2  8.8],0
p7,1,0.825381,0.048677,[2 1] ; [12  8],[1.82608696 1.17391304] ; [12.17391304  7.82608696],0
a5,1,0.826403,0.0481,[2 1] ; [16  6],[2.16 0.84] ; [15.84  6.16],0
p2,1,0.865215,0.028812,[2 1] ; [15  6],[2.125 0.875] ; [14.875  6.125],0
b4,1,0.918299,0.010522,[2 1] ; [14  8],[1.92 1.08] ; [14.08  7.92],0
p8,1,0.918299,0.010522,[2 1] ; [14  8],[1.92 1.08] ; [14.08  7.92],0
