Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000189,13.94012,[28 74] ; [64 59],[41.70666667 60.29333333] ; [50.29333333 72.70666667],1
s7,1,0.009545,6.717857,[26 69] ; [51 63],[35. 60.] ; [42. 72.],0
s2,1,0.030668,4.671434,[33 72] ; [58 70],[41.00858369 63.99141631] ; [49.99141631 78.00858369],0
s5,1,0.032452,4.574468,[20 81] ; [40 83],[27.05357143 73.94642857] ; [32.94642857 90.05357143],0
a3,1,0.080739,3.049967,[58 48] ; [85 44],[64.50212766 41.49787234] ; [78.49787234 50.50212766],0
s8,1,0.093938,2.805568,[23 80] ; [41 86],[28.66086957 74.33913043] ; [35.33913043 91.66086957],0
s6,1,0.102835,2.661016,[49 54] ; [73 52],[55.11403509 47.88596491] ; [66.88596491 58.11403509],0
d2,1,0.143555,2.139431,[44 60] ; [66 61],[49.52380952 54.47619048] ; [60.47619048 66.52380952],0
s3,1,0.187544,1.736808,[41 64] ; [61 67],[45.96566524 59.03433476] ; [56.03433476 71.96566524],0
a7,1,0.212057,1.55733,[56 50] ; [78 50],[60.7008547 45.2991453] ; [73.2991453 54.7008547],0
n5,1,0.220097,1.503739,[57 49] ; [79 49],[61.60683761 44.39316239] ; [74.39316239 53.60683761],0
d5,1,0.284582,1.145076,[71 34] ; [94 33],[74.67672414 30.32327586] ; [90.32327586 36.67672414],0
p1,1,0.344087,0.895144,[ 7 98] ; [ 13 115],[ 9.01287554 95.98712446] ; [ 10.98712446 117.01287554],0
b5,1,0.345653,0.889351,[72 34] ; [80 49],[68.56170213 37.43829787] ; [83.43829787 45.56170213],0
p2,1,0.351333,0.868638,[57 49] ; [76 51],[60.50643777 45.49356223] ; [72.49356223 54.50643777],0
r1,1,0.382553,0.762483,[64 42] ; [85 44],[67.20851064 38.79148936] ; [81.79148936 47.20851064],0
v1,1,0.39539,0.722301,[37 69] ; [52 77],[40.14468085 65.85531915] ; [48.85531915 80.14468085],0
s4,1,0.439405,0.597836,[17 87] ; [ 26 102],[19.27586207 84.72413793] ; [ 23.72413793 104.27586207],0
n6,1,0.469734,0.522601,[61 45] ; [79 48],[63.69098712 42.30901288] ; [76.30901288 50.69098712],0
u1,1,0.470279,0.52132,[10 96] ; [ 16 113],[11.72765957 94.27234043] ; [ 14.27234043 114.72765957],0
p4,1,0.474803,0.510776,[41 65] ; [55 72],[43.67381974 62.32618026] ; [52.32618026 74.67381974],0
r2,1,0.477678,0.50416,[84 21] ; [107  21],[86.07296137 18.92703863] ; [104.92703863  23.07296137],0
d1,1,0.498249,0.458664,[43 63] ; [58 71],[45.55744681 60.44255319] ; [55.44255319 73.55744681],0
p8,1,0.508167,0.43784,[27 77] ; [28 98],[24.86956522 79.13043478] ; [30.13043478 95.86956522],0
p12,1,0.544505,0.367254,[  2 104] ; [  4 123],[  2.72961373 103.27038627] ; [  3.27038627 123.72961373],0
d3,1,0.546427,0.363757,[55 50] ; [71 55],[57.27272727 47.72727273] ; [68.72727273 57.27272727],0
a5,1,0.549662,0.357923,[60 46] ; [78 51],[62.24680851 43.75319149] ; [75.75319149 53.24680851],0
a8,1,0.604348,0.268488,[13 87] ; [ 13 108],[11.76470588 88.23529412] ; [ 14.23529412 106.76470588],0
