Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.123172,[69 21] ; [ 9 23],[57.54098361 32.45901639] ; [20.45901639 11.54098361],1
v1,1,0.554839,0.34872,[51 40] ; [16 16],[49.56910569 41.43089431] ; [17.43089431 14.56910569],0
p7,1,0.597655,0.278547,[66 27] ; [25  8],[67.16666667 25.83333333] ; [23.83333333  9.16666667],0
a6,1,0.614244,0.254041,[38 56] ; [15 18],[39.22834646 54.77165354] ; [13.77165354 19.22834646],0
s4,1,0.619179,0.247024,[24 70] ; [ 7 26],[22.94488189 71.05511811] ; [ 8.05511811 24.94488189],0
b2,1,0.648434,0.20788,[32 36] ; [10 14],[31.04347826 36.95652174] ; [10.95652174 13.04347826],0
b3,1,0.648434,0.20788,[32 36] ; [10 14],[31.04347826 36.95652174] ; [10.95652174 13.04347826],0
n4,1,0.684259,0.165371,[76 17] ; [28  5],[76.76190476 16.23809524] ; [27.23809524  5.76190476],0
d2,1,0.754868,0.097485,[50 44] ; [16 16],[49.23809524 44.76190476] ; [16.76190476 15.23809524],0
b4,1,0.785983,0.073729,[51 43] ; [17 16],[50.33070866 43.66929134] ; [17.66929134 15.33070866],0
u1,1,0.789481,0.071281,[ 7 87] ; [ 2 31],[ 6.66141732 87.33858268] ; [ 2.33858268 30.66141732],0
a1,1,0.789481,0.071281,[ 7 87] ; [ 2 31],[ 6.66141732 87.33858268] ; [ 2.33858268 30.66141732],0
s1,1,0.872431,0.025783,[ 5 89] ; [ 2 31],[ 5.18110236 88.81889764] ; [ 1.81889764 31.18110236],0
p11,1,0.893,0.018093,[73 21] ; [26  7],[73.27559055 20.72440945] ; [25.72440945  7.27559055],0
p1,1,0.907719,0.013436,[12 81] ; [ 4 29],[11.80952381 81.19047619] ; [ 4.19047619 28.80952381],0
p2,1,0.990036,0.000156,[76 17] ; [27  6],[76.02380952 16.97619048] ; [26.97619048  6.02380952],0
