Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.018326,5.56476,[1 2] ; [12  1],[2.4375 0.5625] ; [10.5625  2.4375],0
b3,1,0.018326,5.56476,[1 2] ; [12  1],[2.4375 0.5625] ; [10.5625  2.4375],0
s3,1,0.018326,5.56476,[1 2] ; [12  1],[2.4375 0.5625] ; [10.5625  2.4375],0
b2,1,0.018326,5.56476,[1 2] ; [12  1],[2.4375 0.5625] ; [10.5625  2.4375],0
v3,1,0.054292,3.703704,[1 2] ; [8 1],[2.25 0.75] ; [6.75 2.25],0
s7,1,0.064458,3.418803,[1 2] ; [11  2],[2.25 0.75] ; [9.75 3.25],0
s2,1,0.064458,3.418803,[1 2] ; [11  2],[2.25 0.75] ; [9.75 3.25],0
s6,1,0.226104,1.465201,[2 1] ; [12  1],[2.625 0.375] ; [11.375  1.625],0
a5,1,0.226104,1.465201,[2 1] ; [12  1],[2.625 0.375] ; [11.375  1.625],0
v1,1,0.325892,0.965152,[2 1] ; [9 1],[2.53846154 0.46153846] ; [8.46153846 1.53846154],0
a2,1,0.37472,0.787953,[1 2] ; [8 5],[1.6875 1.3125] ; [7.3125 5.6875],0
u1,1,0.37472,0.787953,[2 1] ; [5 8],[1.3125 1.6875] ; [5.6875 7.3125],0
d3,1,0.472789,0.51545,[2 1] ; [11  2],[2.4375 0.5625] ; [10.5625  2.4375],0
v2,1,0.630701,0.231111,[2 1] ; [8 2],[2.30769231 0.69230769] ; [7.69230769 2.30769231],0
b4,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
b1,1,0.686591,0.1628,[2 1] ; [7 6],[1.6875 1.3125] ; [7.3125 5.6875],0
a6,1,0.711531,0.136752,[2 1] ; [10  3],[2.25 0.75] ; [9.75 3.25],0
a4,1,0.711531,0.136752,[2 1] ; [10  3],[2.25 0.75] ; [9.75 3.25],0
a7,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
