Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.01883,5.517273,[20 12] ; [2 8],[16.76190476 15.23809524] ; [5.23809524 4.76190476],0
a3,1,0.071488,3.248513,[20 12] ; [3 7],[17.52380952 14.47619048] ; [5.47619048 4.52380952],0
d5,1,0.071488,3.248513,[20 12] ; [3 7],[17.52380952 14.47619048] ; [5.47619048 4.52380952],0
s2,1,0.072938,3.215625,[13 19] ; [1 9],[10.66666667 21.33333333] ; [3.33333333 6.66666667],0
b1,1,0.094264,2.8,[16 16] ; [8 2],[18.28571429 13.71428571] ; [5.71428571 4.28571429],0
n1,1,0.0994,2.715152,[2 9] ; [2 1],[3.14285714 7.85714286] ; [0.85714286 2.14285714],0
v3,1,0.100599,2.696021,[12 20] ; [1 9],[ 9.9047619 22.0952381] ; [3.0952381 6.9047619],0
b4,1,0.104483,2.635739,[19 13] ; [3 7],[16.76190476 15.23809524] ; [5.23809524 4.76190476],0
a5,1,0.130709,2.284059,[17 15] ; [8 2],[19.04761905 12.95238095] ; [5.95238095 4.04761905],0
n4,1,0.14958,2.076529,[21 11] ; [4 6],[19.04761905 12.95238095] ; [5.95238095 4.04761905],0
p2,1,0.168464,1.896562,[26  6] ; [6 4],[24.38095238  7.61904762] ; [7.61904762 2.38095238],0
p5,1,0.312951,1.018182,[ 8 24] ; [1 9],[ 6.85714286 25.14285714] ; [2.14285714 7.85714286],0
s7,1,0.329501,0.950857,[12 18] ; [2 7],[10.76923077 19.23076923] ; [3.23076923 5.76923077],0
u2,1,0.36308,0.827211,[8 4] ; [6 1],[8.84210526 3.15789474] ; [5.15789474 1.84210526],0
b5,1,0.36913,0.806591,[18 14] ; [4 6],[16.76190476 15.23809524] ; [5.23809524 4.76190476],0
d2,1,0.390729,0.736671,[11 21] ; [2 8],[ 9.9047619 22.0952381] ; [3.0952381 6.9047619],0
r4,1,0.439387,0.597882,[14 18] ; [3 7],[12.95238095 19.04761905] ; [4.04761905 5.95238095],0
p8,1,0.468717,0.525,[15 17] ; [6 4],[16. 16.] ; [5. 5.],0
v2,1,0.469555,0.523022,[15 17] ; [3 6],[14.04878049 17.95121951] ; [3.95121951 5.04878049],0
v1,1,0.482096,0.494118,[12 20] ; [5 5],[12.95238095 19.04761905] ; [4.04761905 5.95238095],0
p4,1,0.482096,0.494118,[20 12] ; [5 5],[19.04761905 12.95238095] ; [5.95238095 4.04761905],0
n5,1,0.491839,0.4725,[22 10] ; [8 2],[22.85714286  9.14285714] ; [7.14285714 2.85714286],0
n6,1,0.516923,0.420028,[22  9] ; [6 4],[21.17073171  9.82926829] ; [6.82926829 3.17073171],0
s8,1,0.601035,0.273438,[13 19] ; [5 5],[13.71428571 18.28571429] ; [4.28571429 5.71428571],0
v4,1,0.608408,0.2625,[22 10] ; [6 4],[21.33333333 10.66666667] ; [6.66666667 3.33333333],0
s3,1,0.609989,0.260191,[ 9 23] ; [2 8],[ 8.38095238 23.61904762] ; [2.61904762 7.38095238],0
p6,1,0.609989,0.260191,[ 9 23] ; [2 8],[ 8.38095238 23.61904762] ; [2.61904762 7.38095238],0
s1,1,0.687744,0.161538,[ 2 30] ; [1 9],[ 2.28571429 29.71428571] ; [0.71428571 9.28571429],0
u1,1,0.687744,0.161538,[ 2 30] ; [1 9],[ 2.28571429 29.71428571] ; [0.71428571 9.28571429],0
a7,1,0.703004,0.145366,[17 15] ; [6 4],[17.52380952 14.47619048] ; [5.47619048 4.52380952],0
r1,1,0.703004,0.145366,[15 17] ; [4 6],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
a6,1,0.703004,0.145366,[15 17] ; [4 6],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
s6,1,0.728886,0.120137,[18 14] ; [5 5],[17.52380952 14.47619048] ; [5.47619048 4.52380952],0
p3,1,0.74591,0.105,[11 21] ; [4 6],[11.42857143 20.57142857] ; [3.57142857 6.42857143],0
a8,1,0.807262,0.059516,[ 4 27] ; [1 9],[ 3.7804878 27.2195122] ; [1.2195122 8.7804878],0
a4,1,0.90879,0.013125,[ 9 23] ; [3 7],[ 9.14285714 22.85714286] ; [2.85714286 7.14285714],0
s4,1,0.929982,0.007721,[ 6 26] ; [2 8],[ 6.0952381 25.9047619] ; [1.9047619 8.0952381],0
p9,1,0.953135,0.003454,[29  3] ; [9 1],[28.95238095  3.04761905] ; [9.04761905 0.95238095],0
u3,1,0.959566,0.00257,[5 7] ; [3 4],[5.05263158 6.94736842] ; [2.94736842 4.05263158],0
p7,1,0.971963,0.001235,[19 13] ; [6 4],[19.04761905 12.95238095] ; [5.95238095 4.04761905],0
