Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.211156,[62  7] ; [15 33],[45.41025641 23.58974359] ; [31.58974359 16.41025641],1
a4,1,6e-06,20.592206,[41 29] ; [ 8 40],[29.06779661 40.93220339] ; [19.93220339 28.06779661],1
d5,1,2.9e-05,17.457394,[57 12] ; [22 26],[46.58974359 22.41025641] ; [32.41025641 15.58974359],1
d2,1,6.5e-05,15.953683,[40 29] ; [10 38],[29.48717949 39.51282051] ; [20.51282051 27.48717949],1
d1,1,0.000938,10.946043,[39 31] ; [12 36],[30.25423729 39.74576271] ; [20.74576271 27.25423729],1
a7,1,0.004352,8.130937,[49 21] ; [21 27],[41.52542373 28.47457627] ; [28.47457627 19.52542373],0
p3,1,0.022334,5.219612,[23 46] ; [ 7 41],[17.69230769 51.30769231] ; [12.30769231 35.69230769],0
n4,1,0.027298,4.871847,[45 25] ; [21 27],[39.15254237 30.84745763] ; [26.84745763 21.15254237],0
a6,1,0.03238,4.578261,[48 21] ; [24 24],[42.46153846 26.53846154] ; [29.53846154 18.46153846],0
s7,1,0.033896,4.499946,[23 40] ; [ 8 37],[18.08333333 44.91666667] ; [12.91666667 32.08333333],0
d4,1,0.039643,4.233093,[57 12] ; [31 16],[52.34482759 16.65517241] ; [35.65517241 11.34482759],0
r4,1,0.048032,3.908871,[49 21] ; [25 23],[43.89830508 26.10169492] ; [30.10169492 17.89830508],0
d3,1,0.048772,3.883192,[45 24] ; [22 25],[39.85344828 29.14655172] ; [27.14655172 19.85344828],0
p4,1,0.053027,3.743053,[25 45] ; [ 9 38],[20.34188034 49.65811966] ; [13.65811966 33.34188034],0
r3,1,0.067308,3.347481,[57 13] ; [32 16],[52.79661017 17.20338983] ; [36.20338983 11.79661017],0
v2,1,0.076555,3.136562,[29 37] ; [12 32],[24.6 41.4] ; [16.4 27.6],0
v3,1,0.07812,3.103592,[17 46] ; [ 6 40],[13.29357798 49.70642202] ; [ 9.70642202 36.29357798],0
p11,1,0.100436,2.698602,[37 33] ; [18 30],[32.62711864 37.37288136] ; [22.37288136 25.62711864],0
r2,1,0.109948,2.554967,[60  8] ; [37 11],[56.86206897 11.13793103] ; [40.13793103  7.86206897],0
r1,1,0.125485,2.347491,[47 22] ; [26 22],[43.05128205 25.94871795] ; [29.94871795 18.05128205],0
a8,1,0.152574,2.046323,[10 55] ; [ 3 43],[ 7.61261261 57.38738739] ; [ 5.38738739 40.61261261],0
s2,1,0.173964,1.848449,[29 41] ; [14 34],[25.50847458 44.49152542] ; [17.49152542 30.50847458],0
s8,1,0.183256,1.771018,[19 51] ; [ 8 40],[16.01694915 53.98305085] ; [10.98305085 37.01694915],0
n5,1,0.264996,1.242469,[28 41] ; [24 23],[30.93103448 38.06896552] ; [21.06896552 25.93103448],0
s6,1,0.267876,1.227591,[31 39] ; [16 31],[28.11965812 41.88034188] ; [18.88034188 28.11965812],0
s3,1,0.271741,1.207936,[38 31] ; [21 26],[35.09482759 33.90517241] ; [23.90517241 23.09482759],0
u3,1,0.292091,1.10996,[6 2] ; [18 15],[4.68292683 3.31707317] ; [19.31707317 13.68292683],0
b4,1,0.462446,0.539967,[39 31] ; [30 18],[40.93220339 29.06779661] ; [28.06779661 19.93220339],0
a1,1,0.472446,0.51625,[ 7 63] ; [ 3 45],[ 5.93220339 64.06779661] ; [ 4.06779661 43.93220339],0
u1,1,0.472446,0.51625,[ 7 63] ; [ 3 45],[ 5.93220339 64.06779661] ; [ 4.06779661 43.93220339],0
s1,1,0.506595,0.441093,[ 5 64] ; [ 2 45],[ 4.1637931 64.8362069] ; [ 2.8362069 44.1637931],0
p5,1,0.507305,0.439622,[ 3 66] ; [ 1 47],[ 2.35897436 66.64102564] ; [ 1.64102564 46.35897436],0
s4,1,0.516895,0.420084,[10 60] ; [ 9 39],[11.27118644 58.72881356] ; [ 7.72881356 40.27118644],0
b3,1,0.534534,0.385764,[14 27] ; [ 7 19],[12.85074627 28.14925373] ; [ 8.14925373 17.85074627],0
b2,1,0.534534,0.385764,[14 27] ; [ 7 19],[12.85074627 28.14925373] ; [ 8.14925373 17.85074627],0
p1,1,0.625327,0.238451,[ 6 63] ; [ 3 45],[ 5.30769231 63.69230769] ; [ 3.69230769 44.30769231],0
v4,1,0.635106,0.2252,[54 15] ; [35 12],[52.93965517 16.06034483] ; [36.06034483 10.93965517],0
v1,1,0.690141,0.158933,[28 40] ; [18 30],[26.96551724 41.03448276] ; [19.03448276 28.96551724],0
s5,1,0.691796,0.157148,[12 53] ; [ 7 38],[11.22727273 53.77272727] ; [ 7.77272727 37.22727273],0
b1,1,0.697346,0.151248,[39 31] ; [25 23],[37.96610169 32.03389831] ; [26.03389831 21.96610169],0
p10,1,0.698318,0.150228,[33 37] ; [20 26],[31.98275862 38.01724138] ; [21.01724138 24.98275862],0
n2,1,0.71763,0.130774,[21 11] ; [14  9],[20.36363636 11.63636364] ; [14.63636364  8.36363636],0
p6,1,0.800573,0.06381,[ 9 59] ; [ 7 40],[ 9.46086957 58.53913043] ; [ 6.53913043 40.46086957],0
u2,1,0.868355,0.027473,[5 3] ; [21 11],[5.2 2.8] ; [20.8 11.2],0
p9,1,0.868449,0.027433,[40 30] ; [27 19],[40.43103448 29.56896552] ; [26.56896552 19.43103448],0
n1,1,0.887273,0.020095,[11 19] ; [ 8 15],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
n3,1,0.887273,0.020095,[19 11] ; [15  8],[19.24528302 10.75471698] ; [14.75471698  8.24528302],0
p7,1,0.916148,0.011085,[24 46] ; [15 30],[23.73913043 46.26086957] ; [15.26086957 29.73913043],0
b5,1,0.954083,0.003315,[39 31] ; [27 21],[39.15254237 30.84745763] ; [26.84745763 21.15254237],0
p2,1,0.97674,0.00085,[39 30] ; [27 21],[38.92307692 30.07692308] ; [27.07692308 20.92307692],0
