Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.511325,[ 6 41] ; [20 11],[15.66666667 31.33333333] ; [10.33333333 20.66666667],1
p3,1,0.000183,13.999574,[ 5 44] ; [15 17],[12.09876543 36.90123457] ; [ 7.90123457 24.09876543],1
p11,1,0.000329,12.897086,[20 29] ; [26  6],[27.82716049 21.17283951] ; [18.17283951 13.82716049],1
p10,1,0.00085,11.128293,[20 26] ; [26  6],[27.12820513 18.87179487] ; [18.87179487 13.12820513],1
p2,1,0.000981,10.862554,[25 24] ; [27  4],[31.85 17.15] ; [20.15 10.85],1
r3,1,0.001565,10.0,[30 18] ; [30  2],[36. 12.] ; [24.  8.],0
p7,1,0.002347,9.255928,[19 26] ; [24  7],[25.46052632 19.53947368] ; [17.53947368 13.46052632],0
p6,1,0.002413,9.20544,[ 6 41] ; [13 17],[11.5974026 35.4025974] ; [ 7.4025974 22.5974026],0
s8,1,0.002875,8.884933,[ 8 41] ; [15 17],[13.91358025 35.08641975] ; [ 9.08641975 22.91358025],0
p9,1,0.003548,8.501812,[26 20] ; [28  4],[31.84615385 14.15384615] ; [22.15384615  9.84615385],0
r4,1,0.005883,7.585849,[25 24] ; [26  6],[30.85185185 18.14814815] ; [20.14814815 11.85185185],0
n1,1,0.030902,4.658385,[ 9 14] ; [6 1],[11.5 11.5] ; [3.5 3.5],0
v2,1,0.037226,4.340029,[16 29] ; [18 12],[20.4 24.6] ; [13.6 16.4],0
s2,1,0.038088,4.301075,[14 35] ; [16 15],[18.375 30.625] ; [11.625 19.375],0
p5,1,0.053783,3.719411,[ 1 47] ; [ 4 27],[ 3.03797468 44.96202532] ; [ 1.96202532 29.03797468],0
s6,1,0.056364,3.641271,[20 29] ; [20 12],[24.19753086 24.80246914] ; [15.80246914 16.19753086],0
v4,1,0.060153,3.533159,[35 13] ; [28  3],[38.27848101  9.72151899] ; [24.72151899  6.27848101],0
d5,1,0.066652,3.363615,[28 20] ; [25  7],[31.8 16.2] ; [21.2 10.8],0
v1,1,0.06887,3.30974,[16 31] ; [17 14],[19.88461538 27.11538462] ; [13.11538462 17.88461538],0
