Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000843,11.144481,[94  9] ; [95 33],[84.27272727 18.72727273] ; [104.72727273  23.27272727],1
r4,1,0.01143,6.397161,[84 20] ; [85 44],[75.43347639 28.56652361] ; [93.56652361 35.43347639],0
p8,1,0.028952,4.770445,[36 66] ; [28 98],[28.63157895 73.36842105] ; [35.36842105 90.63157895],0
p2,1,0.034896,4.450278,[76 28] ; [76 51],[68.43290043 35.56709957] ; [83.56709957 43.43290043],0
p3,1,0.051121,3.804293,[29 75] ; [51 76],[36.01731602 67.98268398] ; [43.98268398 83.01731602],0
s7,1,0.056409,3.639928,[32 68] ; [51 63],[38.78504673 61.21495327] ; [44.21495327 69.78504673],0
s2,1,0.06543,3.394097,[34 68] ; [58 70],[40.8 61.2] ; [51.2 76.8],0
v4,1,0.083674,2.992046,[93 11] ; [104  24],[88.31034483 15.68965517] ; [108.68965517  19.31034483],0
n6,1,0.088898,2.89422,[75 28] ; [79 48],[68.96521739 34.03478261] ; [85.03478261 41.96521739],0
n2,1,0.097215,2.750647,[26  8] ; [32 22],[22.40909091 11.59090909] ; [35.59090909 18.40909091],0
p9,1,0.100691,2.694562,[41 59] ; [64 59],[47.08520179 52.91479821] ; [57.91479821 65.08520179],0
s6,1,0.102835,2.661016,[49 54] ; [73 52],[55.11403509 47.88596491] ; [66.88596491 58.11403509],0
s4,1,0.12088,2.405885,[13 90] ; [ 26 102],[17.38961039 85.61038961] ; [ 21.61038961 106.38961039],0
a1,1,0.134206,2.243162,[ 5 99] ; [ 13 116],[ 8.03433476 95.96566524] ; [  9.96566524 119.03433476],0
n1,1,0.138774,2.191501,[10 24] ; [24 29],[13.28735632 20.71264368] ; [20.71264368 32.28735632],0
p1,1,0.140499,2.172489,[ 5 97] ; [ 13 115],[ 7.9826087 94.0173913] ; [ 10.0173913 117.9826087],0
v2,1,0.146601,2.107267,[47 54] ; [47 80],[41.64035088 59.35964912] ; [52.35964912 74.64035088],0
s5,1,0.161857,1.956794,[24 76] ; [40 83],[28.69955157 71.30044843] ; [35.30044843 87.69955157],0
a6,1,0.178814,1.80745,[62 42] ; [65 63],[56.93103448 47.06896552] ; [70.06896552 57.93103448],0
b4,1,0.224806,1.473423,[67 37] ; [73 56],[62.48927039 41.51072961] ; [77.51072961 51.48927039],0
