Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.006936,7.289423,[5 3] ; [ 1 12],[2.28571429 5.71428571] ; [3.71428571 9.28571429],0
v2,1,0.011295,6.418234,[7 2] ; [ 3 10],[4.09090909 4.90909091] ; [5.90909091 7.09090909],0
s8,1,0.013197,6.14245,[5 4] ; [ 1 12],[2.45454545 6.54545455] ; [3.54545455 9.45454545],0
s7,1,0.035266,4.432234,[5 3] ; [ 2 10],[2.8 5.2] ; [4.2 7.8],0
b1,1,0.040491,4.197192,[8 1] ; [6 7],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
p2,1,0.040491,4.197192,[8 1] ; [6 7],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
s3,1,0.040491,4.197192,[8 1] ; [6 7],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
p9,1,0.082735,3.010338,[8 1] ; [7 6],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
b2,1,0.105645,2.618182,[4 4] ; [1 7],[2.5 5.5] ; [2.5 5.5],0
b3,1,0.105645,2.618182,[4 4] ; [1 7],[2.5 5.5] ; [2.5 5.5],0
r4,1,0.119467,2.424298,[5 4] ; [ 3 10],[3.27272727 5.72727273] ; [4.72727273 8.27272727],0
d3,1,0.119467,2.424298,[4 5] ; [10  3],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
s2,1,0.193297,1.692308,[6 3] ; [5 8],[4.5 4.5] ; [6.5 6.5],0
d2,1,0.193297,1.692308,[6 3] ; [5 8],[4.5 4.5] ; [6.5 6.5],0
a6,1,0.251268,1.316239,[7 2] ; [7 6],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
p10,1,0.251268,1.316239,[7 2] ; [7 6],[5.72727273 3.27272727] ; [8.27272727 4.72727273],0
a4,1,0.29008,1.119251,[4 5] ; [ 3 10],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
b5,1,0.342095,0.902564,[6 3] ; [6 7],[4.90909091 4.09090909] ; [7.09090909 5.90909091],0
a8,1,0.368066,0.810185,[2 7] ; [ 1 11],[1.28571429 7.71428571] ; [ 1.71428571 10.28571429],0
p7,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
n5,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
n4,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
r2,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
a3,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
d5,1,0.421374,0.646479,[7 2] ; [8 5],[6.13636364 2.86363636] ; [8.86363636 4.13636364],0
u3,1,0.427355,0.63,[1 1] ; [1 4],[0.57142857 1.42857143] ; [1.42857143 3.57142857],0
d1,1,0.428539,0.626781,[5 4] ; [5 8],[4.09090909 4.90909091] ; [5.90909091 7.09090909],0
v1,1,0.428539,0.626781,[5 4] ; [5 8],[4.09090909 4.90909091] ; [5.90909091 7.09090909],0
v3,1,0.477395,0.504808,[3 5] ; [ 3 10],[2.28571429 5.71428571] ; [3.71428571 9.28571429],0
a7,1,0.512091,0.429792,[4 5] ; [4 9],[3.27272727 5.72727273] ; [4.72727273 8.27272727],0
d4,1,0.59536,0.282051,[6 3] ; [10  3],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
s4,1,0.658076,0.195869,[2 7] ; [4 9],[2.45454545 6.54545455] ; [3.54545455 9.45454545],0
p4,1,0.658076,0.195869,[7 2] ; [9 4],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
p11,1,0.664558,0.188034,[5 4] ; [6 7],[4.5 4.5] ; [6.5 6.5],0
n1,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
p1,1,0.773976,0.082471,[1 8] ; [ 2 11],[1.22727273 7.77272727] ; [ 1.77272727 11.22727273],0
p5,1,0.773976,0.082471,[1 8] ; [ 2 11],[1.22727273 7.77272727] ; [ 1.77272727 11.22727273],0
r1,1,0.778999,0.078749,[4 5] ; [5 8],[3.68181818 5.31818182] ; [5.31818182 7.68181818],0
b4,1,0.778999,0.078749,[5 4] ; [8 5],[5.31818182 3.68181818] ; [7.68181818 5.31818182],0
u2,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
p8,1,0.936898,0.006268,[4 5] ; [6 7],[4.09090909 4.90909091] ; [5.90909091 7.09090909],0
n6,1,1.0,0.0,[6 3] ; [8 4],[6. 3.] ; [8. 4.],0
