Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.283977,1.147959,[1 1] ; [6 1],[1.55555556 0.44444444] ; [5.44444444 1.55555556],0
u1,1,0.283977,1.147959,[1 1] ; [1 6],[0.44444444 1.55555556] ; [1.55555556 5.44444444],0
s2,1,0.283977,1.147959,[1 1] ; [1 6],[0.44444444 1.55555556] ; [1.55555556 5.44444444],0
p12,1,0.283977,1.147959,[1 1] ; [1 6],[0.44444444 1.55555556] ; [1.55555556 5.44444444],0
p8,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
a3,1,0.57075,0.321429,[1 1] ; [5 2],[1.33333333 0.66666667] ; [4.66666667 2.33333333],0
v2,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
v3,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
r4,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
b5,1,0.57075,0.321429,[1 1] ; [5 2],[1.33333333 0.66666667] ; [4.66666667 2.33333333],0
a2,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
p1,1,0.57075,0.321429,[1 1] ; [2 5],[0.66666667 1.33333333] ; [2.33333333 4.66666667],0
n3,1,0.80915,0.058333,[1 1] ; [2 3],[0.85714286 1.14285714] ; [2.14285714 2.85714286],0
v1,1,0.857714,0.032143,[1 1] ; [4 3],[1.11111111 0.88888889] ; [3.88888889 3.11111111],0
s5,1,0.857714,0.032143,[1 1] ; [3 4],[0.88888889 1.11111111] ; [3.11111111 3.88888889],0
p2,1,0.857714,0.032143,[1 1] ; [4 3],[1.11111111 0.88888889] ; [3.88888889 3.11111111],0
p3,1,0.857714,0.032143,[1 1] ; [4 3],[1.11111111 0.88888889] ; [3.88888889 3.11111111],0
p4,1,0.857714,0.032143,[1 1] ; [4 3],[1.11111111 0.88888889] ; [3.88888889 3.11111111],0
s6,1,1.0,0.0,[1 1] ; [3 3],[1. 1.] ; [3. 3.],0
