Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,56.411903,1
p9,1,0.0,43.392278,1
p2,1,0.0,37.437309,1
n6,1,0.0,33.595406,1
r3,1,0.0,26.395926,1
v4,1,5.7e-05,16.183555,1
r4,1,0.000108,14.988911,1
n4,1,0.000177,14.057442,1
n5,1,0.000373,12.660865,1
p4,1,0.000376,12.648787,1
p7,1,0.000401,12.526654,1
p8,1,0.001871,9.671576,0
p3,1,0.004042,8.264862,0
p12,1,0.005748,7.627684,0
s1,1,0.006664,7.361321,0
s6,1,0.007206,7.220904,0
v1,1,0.015458,5.863462,0
s7,1,0.017185,5.67739,0
u3,1,0.018062,5.590158,0
s8,1,0.019769,5.432183,0
u2,1,0.023754,5.112523,0
s5,1,0.06405,3.429291,0
r1,1,0.074302,3.18533,0
v2,1,0.093335,2.815898,0
n3,1,0.114001,2.497862,0
a5,1,0.138268,2.197131,0
d5,1,0.139147,2.187362,0
b4,1,0.181563,1.784786,0
p6,1,0.197579,1.660183,0
s4,1,0.22723,1.458117,0
a3,1,0.235718,1.406022,0
v3,1,0.271185,1.210743,0
s2,1,0.286548,1.135771,0
n2,1,0.286811,1.134533,0
a2,1,0.309361,1.033402,0
a8,1,0.339096,0.913846,0
d4,1,0.341443,0.905006,0
s3,1,0.351892,0.866624,0
p5,1,0.376176,0.783163,0
r2,1,0.392528,0.731098,0
n1,1,0.429533,0.624086,0
p1,1,0.451394,0.567148,0
a6,1,0.453851,0.561016,0
b5,1,0.535547,0.383855,0
d1,1,0.645189,0.21202,0
u1,1,0.684005,0.165652,0
d3,1,0.70356,0.144795,0
a1,1,0.769714,0.085702,0
d2,1,0.787806,0.072447,0
b3,1,0.849323,0.036093,0
b2,1,0.849323,0.036093,0
a7,1,0.883025,0.021649,0
a4,1,0.883999,0.021287,0
