Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.8e-05,17.543428,[16 55] ; [25 15],[26.22522523 44.77477477] ; [14.77477477 25.22522523],1
p6,1,0.003205,8.686836,[12 59] ; [17 23],[18.54954955 52.45045045] ; [10.45045045 29.54954955],0
p7,1,0.010704,6.513867,[19 49] ; [21 19],[25.18518519 42.81481481] ; [14.81481481 25.18518519],0
p8,1,0.015013,5.915,[15 57] ; [17 23],[20.57142857 51.42857143] ; [11.42857143 28.57142857],0
a5,1,0.136465,2.217374,[46 26] ; [31  9],[49.5 22.5] ; [27.5 12.5],0
v2,1,0.196069,1.671415,[31 33] ; [24 15],[34.17475728 29.82524272] ; [20.82524272 18.17475728],0
s1,1,0.209526,1.574698,[ 6 64] ; [ 1 39],[ 4.45454545 65.54545455] ; [ 2.54545455 37.45454545],0
d5,1,0.210991,1.56461,[47 24] ; [31  9],[49.89189189 21.10810811] ; [28.10810811 11.89189189],0
r3,1,0.277152,1.181002,[64  8] ; [38  2],[65.57142857  6.42857143] ; [36.42857143  3.57142857],0
n6,1,0.28862,1.126049,[51 21] ; [32  8],[53.35714286 18.64285714] ; [29.64285714 10.35714286],0
s7,1,0.326304,0.963512,[29 41] ; [19 18],[31.40186916 38.59813084] ; [16.59813084 20.40186916],0
s8,1,0.336907,0.922165,[31 41] ; [21 19],[33.42857143 38.57142857] ; [18.57142857 21.42857143],0
p10,1,0.348109,0.880337,[58 14] ; [35  5],[59.78571429 12.21428571] ; [33.21428571  6.78571429],0
n4,1,0.358072,0.844646,[48 24] ; [30 10],[50.14285714 21.85714286] ; [27.85714286 12.14285714],0
d1,1,0.38058,0.768827,[37 35] ; [24 16],[39.21428571 32.78571429] ; [21.78571429 18.21428571],0
d3,1,0.386165,0.750985,[45 26] ; [22 18],[42.85585586 28.14414414] ; [24.14414414 15.85585586],0
u3,1,0.38917,0.741533,[14 13] ; [8 4],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
n3,1,0.392176,0.732184,[19  8] ; [10  2],[20.07692308  6.92307692] ; [8.92307692 3.07692308],0
p11,1,0.439846,0.596684,[49 23] ; [30 10],[50.78571429 21.21428571] ; [28.21428571 11.78571429],0
d2,1,0.44328,0.587777,[31 40] ; [20 19],[32.91818182 38.08181818] ; [18.08181818 20.91818182],0
a2,1,0.450112,0.57037,[17 55] ; [ 7 33],[15.42857143 56.57142857] ; [ 8.57142857 31.42857143],0
a4,1,0.451827,0.566064,[32 39] ; [21 19],[33.9009009 37.0990991] ; [19.0990991 20.9009009],0
a3,1,0.480388,0.497982,[45 26] ; [28 12],[46.69369369 24.30630631] ; [26.30630631 13.69369369],0
d4,1,0.48561,0.486239,[54 17] ; [28 12],[52.45045045 18.54954955] ; [29.54954955 10.45045045],0
v1,1,0.493768,0.468306,[32 40] ; [19 18],[33.68807339 38.31192661] ; [17.31192661 19.68807339],0
n5,1,0.503852,0.446813,[49 22] ; [30 10],[50.53153153 20.46846847] ; [28.46846847 11.53153153],0
a7,1,0.512782,0.428386,[46 26] ; [28 12],[47.57142857 24.42857143] ; [26.42857143 13.57142857],0
b2,1,0.513573,0.42678,[14 29] ; [12 18],[15.31506849 27.68493151] ; [10.68493151 19.31506849],0
b3,1,0.513573,0.42678,[14 29] ; [12 18],[15.31506849 27.68493151] ; [10.68493151 19.31506849],0
v4,1,0.538355,0.378598,[64  8] ; [37  3],[64.92857143  7.07142857] ; [36.07142857  3.92857143],0
s6,1,0.543913,0.368335,[42 29] ; [26 14],[43.4954955 27.5045045] ; [24.5045045 15.4954955],0
r4,1,0.555959,0.346749,[60 12] ; [35  5],[61.07142857 10.92857143] ; [33.92857143  6.07142857],0
a8,1,0.583821,0.300097,[ 7 63] ; [ 5 32],[ 7.85046729 62.14953271] ; [ 4.14953271 32.85046729],0
s5,1,0.599663,0.275504,[19 48] ; [12 24],[20.16504854 46.83495146] ; [10.83495146 25.16504854],0
b1,1,0.627514,0.235446,[29 43] ; [18 22],[30.21428571 41.78571429] ; [16.78571429 23.21428571],0
b5,1,0.657399,0.196698,[48 24] ; [25 15],[46.92857143 25.07142857] ; [26.07142857 13.92857143],0
r2,1,0.676833,0.173713,[64  7] ; [37  3],[64.6036036  6.3963964] ; [36.3963964  3.6036036],0
r1,1,0.733947,0.115518,[50 22] ; [29 11],[50.78571429 21.21428571] ; [28.21428571 11.78571429],0
u2,1,0.748053,0.103175,[15 12] ; [6 6],[14.53846154 12.46153846] ; [6.46153846 5.53846154],0
u1,1,0.758976,0.094142,[11 61] ; [ 7 33],[11.57142857 60.42857143] ; [ 6.42857143 33.57142857],0
s4,1,0.843135,0.039158,[17 54] ; [10 29],[17.42727273 53.57272727] ; [ 9.57272727 29.42727273],0
p1,1,0.855451,0.033185,[ 8 64] ; [ 4 36],[ 7.71428571 64.28571429] ; [ 4.28571429 35.71428571],0
v3,1,0.856703,0.032607,[24 41] ; [13 24],[23.57843137 41.42156863] ; [13.42156863 23.57843137],0
a6,1,0.864501,0.029121,[45 26] ; [26 14],[45.41441441 25.58558559] ; [25.58558559 14.41441441],0
a1,1,0.876468,0.024164,[ 6 66] ; [ 3 37],[ 5.78571429 66.21428571] ; [ 3.21428571 36.78571429],0
s2,1,0.885363,0.020786,[36 34] ; [20 20],[35.63636364 34.36363636] ; [20.36363636 19.63636364],0
u4,1,0.900434,0.015653,[ 4 68] ; [ 2 38],[ 3.85714286 68.14285714] ; [ 2.14285714 37.85714286],0
p5,1,0.903289,0.014764,[ 6 64] ; [ 3 35],[ 5.83333333 64.16666667] ; [ 3.16666667 34.83333333],0
n1,1,0.914958,0.011404,[14 13] ; [6 6],[13.84615385 13.15384615] ; [6.15384615 5.84615385],0
b4,1,0.931762,0.007332,[42 30] ; [23 17],[41.78571429 30.21428571] ; [23.21428571 16.78571429],0
p12,1,0.962249,0.00224,[ 7 65] ; [ 4 36],[ 7.07142857 64.92857143] ; [ 3.92857143 36.07142857],0
s3,1,0.973793,0.001079,[36 33] ; [21 19],[36.08256881 32.91743119] ; [20.91743119 19.08256881],0
