Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.3e-05,18.939412,[1 2] ; [57  2],[2.80645161 0.19354839] ; [55.19354839  3.80645161],1
p2,1,0.00062,11.713613,[1 2] ; [55  4],[2.70967742 0.29032258] ; [53.29032258  5.70967742],1
p4,1,0.00062,11.713613,[1 2] ; [55  4],[2.70967742 0.29032258] ; [53.29032258  5.70967742],1
p11,1,0.0147,5.952108,[1 2] ; [51  8],[2.51612903 0.48387097] ; [49.48387097  9.51612903],0
a2,1,0.022973,5.170569,[2 1] ; [ 9 50],[0.53225806 2.46774194] ; [10.46774194 48.53225806],0
p3,1,0.033482,4.520979,[1 2] ; [49 10],[2.41935484 0.58064516] ; [47.58064516 11.41935484],0
n6,1,0.099409,2.714997,[2 1] ; [55  4],[2.75806452 0.24193548] ; [54.24193548  4.75806452],0
s2,1,0.165348,1.924624,[1 2] ; [42 17],[2.08064516 0.91935484] ; [40.91935484 18.08064516],0
s6,1,0.223163,1.483914,[2 1] ; [52  6],[2.6557377 0.3442623] ; [51.3442623  6.6557377],0
s5,1,0.238999,1.386486,[1 2] ; [36 18],[1.94736842 1.05263158] ; [35.05263158 18.94736842],0
n3,1,0.247004,1.340171,[1 2] ; [9 4],[1.875 1.125] ; [8.125 4.875],0
p8,1,0.279226,1.170852,[2 1] ; [52  7],[2.61290323 0.38709677] ; [51.38709677  7.61290323],0
v3,1,0.300399,1.072423,[1 2] ; [36 21],[1.85 1.15] ; [35.15 21.85],0
v2,1,0.333393,0.935673,[1 2] ; [35 22],[1.8 1.2] ; [34.2 22.8],0
b5,1,0.340322,0.90922,[2 1] ; [23 36],[1.20967742 1.79032258] ; [23.79032258 35.20967742],0
u1,1,0.406237,0.689787,[1 2] ; [ 9 50],[0.48387097 2.51612903] ; [ 9.51612903 49.48387097],0
a3,1,0.406237,0.689787,[2 1] ; [50  9],[2.51612903 0.48387097] ; [49.48387097  9.51612903],0
b1,1,0.407745,0.685368,[2 1] ; [25 34],[1.30645161 1.69354839] ; [25.69354839 33.30645161],0
v1,1,0.660979,0.192337,[2 1] ; [45 13],[2.31147541 0.68852459] ; [44.68852459 13.31147541],0
p1,1,0.760046,0.093282,[1 2] ; [15 44],[0.77419355 2.22580645] ; [15.22580645 43.77419355],0
p12,1,0.813913,0.055404,[1 2] ; [16 43],[0.82258065 2.17741935] ; [16.17741935 42.82258065],0
