Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,29.68476,[75 22] ; [ 4 19],[63.85833333 33.14166667] ; [15.14166667  7.85833333],1
p4,1,0.0,26.482806,[72 26] ; [ 4 20],[61.04918033 36.95081967] ; [14.95081967  9.04918033],1
p9,1,3e-06,21.763396,[87 10] ; [11 12],[79.21666667 17.78333333] ; [18.78333333  4.21666667],1
v4,1,4e-06,21.289347,[94  3] ; [16  8],[88.18181818  8.81818182] ; [21.81818182  2.18181818],1
p8,1,5.7e-05,16.205357,[60 36] ; [ 4 20],[51.2 44.8] ; [12.8 11.2],1
p10,1,0.000957,10.909091,[84 12] ; [14 10],[78.4 17.6] ; [19.6  4.4],1
d2,1,0.003571,8.490224,[41 57] ; [18  6],[47.39344262 50.60655738] ; [11.60655738 12.39344262],0
p11,1,0.004138,8.222316,[83 15] ; [14 10],[77.91803279 20.08196721] ; [19.08196721  4.91803279],0
r4,1,0.007426,7.167016,[87 11] ; [16  8],[82.73770492 15.26229508] ; [20.26229508  3.73770492],0
p3,1,0.010437,6.558664,[61 37] ; [ 8 16],[55.42622951 42.57377049] ; [13.57377049 10.42622951],0
n1,1,0.01142,6.398824,[ 9 18] ; [8 2],[12.40540541 14.59459459] ; [4.59459459 5.40540541],0
p6,1,0.013292,6.129862,[42 53] ; [ 4 20],[36.72268908 58.27731092] ; [ 9.27731092 14.72268908],0
d1,1,0.013618,6.086988,[46 52] ; [18  6],[51.40983607 46.59016393] ; [12.59016393 11.40983607],0
a4,1,0.036846,4.357495,[34 63] ; [14 10],[38.47933884 58.52066116] ; [ 9.52066116 14.47933884],0
a1,1,0.038147,4.298443,[ 1 97] ; [ 2 22],[ 2.40983607 95.59016393] ; [ 0.59016393 23.40983607],0
v1,1,0.043304,4.083479,[54 43] ; [ 7 15],[49.72268908 47.27731092] ; [11.27731092 10.72268908],0
u2,1,0.047437,3.929825,[18  6] ; [1 3],[16.28571429  7.71428571] ; [2.71428571 1.28571429],0
r3,1,0.052072,3.773457,[93  5] ; [20  4],[90.7704918  7.2295082] ; [22.2295082  1.7704918],0
a2,1,0.077904,3.108091,[20 78] ; [ 9 15],[23.29508197 74.70491803] ; [ 5.70491803 18.29508197],0
b1,1,0.13735,2.207403,[33 65] ; [12 12],[36.14754098 61.85245902] ; [ 8.85245902 15.14754098],0
d4,1,0.14155,2.161031,[77 21] ; [22  2],[79.52459016 18.47540984] ; [19.47540984  4.52459016],0
b4,1,0.168013,1.90058,[50 48] ; [16  8],[53.01639344 44.98360656] ; [12.98360656 11.01639344],0
p5,1,0.198522,1.653212,[19 79] ; [ 2 22],[16.86885246 81.13114754] ; [ 4.13114754 19.86885246],0
b5,1,0.275358,1.189859,[53 45] ; [10 14],[50.60655738 47.39344262] ; [12.39344262 11.60655738],0
n5,1,0.286945,1.1339,[72 26] ; [15  9],[69.8852459 28.1147541] ; [17.1147541  6.8852459],0
s3,1,0.353768,0.859896,[27 70] ; [ 9 15],[28.85950413 68.14049587] ; [ 7.14049587 16.85950413],0
r1,1,0.354253,0.858163,[78 20] ; [17  7],[76.31147541 21.68852459] ; [18.68852459  5.31147541],0
n4,1,0.419114,0.652799,[77 21] ; [17  7],[75.50819672 22.49180328] ; [18.49180328  5.50819672],0
a8,1,0.42586,0.634087,[14 71] ; [ 2 19],[12.83018868 72.16981132] ; [ 3.16981132 17.83018868],0
n2,1,0.430684,0.620979,[18  9] ; [8 2],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
