Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.427355,0.63,[1 4] ; [1 1],[1.42857143 3.57142857] ; [0.57142857 1.42857143],0
b3,1,0.427355,0.63,[1 4] ; [1 1],[1.42857143 3.57142857] ; [0.57142857 1.42857143],0
s1,1,0.427355,0.63,[1 4] ; [1 1],[1.42857143 3.57142857] ; [0.57142857 1.42857143],0
s3,1,0.427355,0.63,[4 1] ; [1 1],[3.57142857 1.42857143] ; [1.42857143 0.57142857],0
p1,1,0.427355,0.63,[1 4] ; [1 1],[1.42857143 3.57142857] ; [0.57142857 1.42857143],0
p6,1,0.540291,0.375,[1 3] ; [1 1],[1.33333333 2.66666667] ; [0.66666667 1.33333333],0
a4,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
a5,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
a6,1,0.80915,0.058333,[3 2] ; [1 1],[2.85714286 2.14285714] ; [1.14285714 0.85714286],0
s2,1,0.80915,0.058333,[3 2] ; [1 1],[2.85714286 2.14285714] ; [1.14285714 0.85714286],0
s7,1,0.80915,0.058333,[3 2] ; [1 1],[2.85714286 2.14285714] ; [1.14285714 0.85714286],0
p2,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
p11,1,0.80915,0.058333,[2 3] ; [1 1],[2.14285714 2.85714286] ; [0.85714286 1.14285714],0
