Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,52.777236,[60 65] ; [211  41],[89.85411141 35.14588859] ; [181.14588859  70.85411141],1
p8,1,0.0,46.978485,[28 98] ; [149 101],[59.31382979 66.68617021] ; [117.68617021 132.31382979],1
p9,1,0.0,37.390865,[64 59] ; [207  45],[88.888 34.112] ; [182.112  69.888],1
r3,1,0.0,32.407672,[95 33] ; [240  14],[112.2513089  15.7486911] ; [222.7486911  31.2513089],1
p7,1,0.0,25.749529,[57 69] ; [180  70],[79.42021277 46.57978723] ; [157.57978723  92.42021277],1
r4,1,1e-06,24.135364,[85 44] ; [223  33],[103.2  25.8] ; [204.8  51.2],1
p2,1,1e-06,23.160326,[76 51] ; [208  44],[95.16622691 31.83377309] ; [188.83377309  63.16622691],1
p4,1,0.000142,14.474317,[55 72] ; [162  92],[72.33333333 54.66666667] ; [144.66666667 109.33333333],1
n4,1,0.000145,14.432287,[82 47] ; [208  48],[97.16883117 31.83116883] ; [192.83116883  63.16883117],1
v4,1,0.000176,14.073904,[104  24] ; [238  16],[114.59685864  13.40314136] ; [227.40314136  26.59685864],1
n5,1,0.000236,13.516896,[79 49] ; [203  53],[94. 34.] ; [188.  68.],1
n6,1,0.000245,13.448591,[79 48] ; [204  52],[93.84073107 33.15926893] ; [189.15926893  66.84073107],1
a5,1,0.000724,11.42619,[78 51] ; [197  59],[92.14285714 36.85714286] ; [182.85714286  73.14285714],1
p3,1,0.001239,10.431487,[51 76] ; [146 107],[65.83947368 61.16052632] ; [131.16052632 121.83947368],0
v2,1,0.001556,10.010959,[47 80] ; [132 111],[61.44054054 65.55945946] ; [117.55945946 125.44054054],0
p6,1,0.001706,9.842096,[32 93] ; [105 144],[45.78877005 79.21122995] ; [ 91.21122995 157.78877005],0
s8,1,0.007446,7.162042,[41 86] ; [118 135],[53.13947368 73.86052632] ; [105.86052632 147.13947368],0
r1,1,0.007971,7.039944,[85 44] ; [200  55],[95.7421875 33.2578125] ; [189.2578125  65.7421875],0
v1,1,0.00834,6.959072,[52 77] ; [136 113],[64.15873016 64.84126984] ; [123.84126984 125.15873016],0
a6,1,0.008677,6.888063,[65 63] ; [165  90],[76.86684073 51.13315927] ; [153.13315927 101.86684073],0
p5,1,0.00942,6.74135,[  7 119] ; [ 37 216],[ 14.62796834 111.37203166] ; [ 29.37203166 223.62796834],0
d1,1,0.043316,4.083014,[58 71] ; [143 113],[67.34805195 61.65194805] ; [133.65194805 122.34805195],0
r2,1,0.048064,3.907747,[107  21] ; [229  24],[112.88188976  15.11811024] ; [223.11811024  29.88188976],0
d4,1,0.063625,3.440286,[92 35] ; [206  49],[99.07329843 27.92670157] ; [198.92670157  56.07329843],0
s1,1,0.080865,3.047432,[  9 118] ; [  8 245],[  5.68157895 121.31842105] ; [ 11.31842105 241.68157895],0
s3,1,0.085345,2.960062,[61 67] ; [143 108],[68.89709763 59.10290237] ; [135.10290237 115.89709763],0
n2,1,0.086768,2.933333,[32 22] ; [34 11],[36. 18.] ; [30. 15.],0
a3,1,0.092171,2.836049,[85 44] ; [189  66],[92.046875 36.953125] ; [181.953125  73.046875],0
s4,1,0.132915,2.258119,[ 26 102] ; [ 36 216],[ 20.88421053 107.11578947] ; [ 41.11578947 210.88421053],0
v3,1,0.134476,2.240062,[38 87] ; [ 96 155],[44.54787234 80.45212766] ; [ 89.45212766 161.54787234],0
p12,1,0.146335,2.110041,[  4 123] ; [ 17 234],[  7.05555556 119.94444444] ; [ 13.94444444 237.05555556],0
n3,1,0.159912,1.975055,[34 19] ; [34 10],[37.15463918 15.84536082] ; [30.84536082 13.15463918],0
u2,1,0.161125,1.963636,[21 21] ; [42 24],[24.5 17.5] ; [38.5 27.5],0
b5,1,0.170237,1.880854,[80 49] ; [140 116],[73.71428571 55.28571429] ; [146.28571429 109.71428571],0
d3,1,0.218364,1.51509,[71 55] ; [161  95],[76.52356021 49.47643979] ; [155.47643979 100.52356021],0
a1,1,0.235027,1.410176,[ 13 116] ; [ 17 239],[ 10.05194805 118.94805195] ; [ 19.94805195 236.05194805],0
b2,1,0.326127,0.964218,[20 50] ; [ 57 105],[23.23275862 46.76724138] ; [ 53.76724138 108.23275862],0
b3,1,0.326127,0.964218,[20 50] ; [ 57 105],[23.23275862 46.76724138] ; [ 53.76724138 108.23275862],0
u1,1,0.346159,0.88749,[ 16 113] ; [ 41 215],[ 19.0987013 109.9012987] ; [ 37.9012987 218.0987013],0
a8,1,0.354272,0.858096,[ 13 108] ; [ 34 205],[ 15.79722222 105.20277778] ; [ 31.20277778 207.79722222],0
n1,1,0.36369,0.825113,[24 29] ; [24 20],[26.22680412 26.77319588] ; [21.77319588 22.22680412],0
a4,1,0.406597,0.688728,[56 72] ; [123 132],[59.82245431 68.17754569] ; [119.17754569 135.82245431],0
s6,1,0.415544,0.662883,[73 52] ; [155  92],[76.61290323 48.38709677] ; [151.38709677  95.61290323],0
a2,1,0.415984,0.661633,[ 26 103] ; [ 61 195],[29.15064935 99.84935065] ; [ 57.84935065 198.15064935],0
s2,1,0.449899,0.570907,[58 70] ; [125 128],[61.48031496 66.51968504] ; [121.51968504 131.48031496],0
p1,1,0.460595,0.544448,[ 13 115] ; [ 20 233],[ 11.08661417 116.91338583] ; [ 21.91338583 231.08661417],0
a7,1,0.56845,0.325283,[78 50] ; [163  92],[80.54308094 47.45691906] ; [160.45691906  94.54308094],0
s7,1,0.596392,0.280472,[51 63] ; [116 127],[53.32773109 60.67226891] ; [113.67226891 129.32773109],0
