Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.020755,5.347222,[25  7] ; [5 7],[21.81818182 10.18181818] ; [8.18181818 3.81818182],0
v2,1,0.023739,5.113636,[18 15] ; [ 2 10],[14.66666667 18.33333333] ; [5.33333333 6.66666667],0
p7,1,0.03273,4.559855,[19 12] ; [3 9],[15.86046512 15.13953488] ; [6.13953488 5.86046512],0
s6,1,0.033335,4.52849,[22 10] ; [4 8],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
b1,1,0.0346,4.464831,[13 20] ; [9 3],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
r1,1,0.037762,4.315709,[ 8 24] ; [7 5],[10.90909091 21.09090909] ; [4.09090909 7.90909091],0
p9,1,0.038182,4.296875,[26  6] ; [6 6],[23.27272727  8.72727273] ; [8.72727273 3.27272727],0
u3,1,0.071031,3.259028,[7 2] ; [1 3],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
v3,1,0.093533,2.8125,[11 22] ; [ 1 11],[ 8.8 24.2] ; [3.2 8.8],0
s1,1,0.10487,2.62987,[ 1 32] ; [ 2 10],[ 2.2 30.8] ; [ 0.8 11.2],0
p3,1,0.110434,2.548002,[14 19] ; [ 2 10],[11.73333333 21.26666667] ; [4.26666667 7.73333333],0
p8,1,0.135955,2.223158,[16 16] ; [3 9],[13.81818182 18.18181818] ; [5.18181818 6.81818182],0
d5,1,0.170022,1.882748,[26  7] ; [7 5],[24.2  8.8] ; [8.8 3.2],0
p2,1,0.170022,1.882748,[26  7] ; [7 5],[24.2  8.8] ; [8.8 3.2],0
s3,1,0.172784,1.858621,[23  9] ; [6 6],[21.09090909 10.90909091] ; [7.90909091 4.09090909],0
s2,1,0.186997,1.741121,[21 12] ; [5 7],[19.06666667 13.93333333] ; [6.93333333 5.06666667],0
p10,1,0.18924,1.723524,[25  7] ; [7 5],[23.27272727  8.72727273] ; [8.72727273 3.27272727],0
b4,1,0.208096,1.584621,[18 15] ; [4 8],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
u2,1,0.220671,1.5,[5 3] ; [1 3],[4. 4.] ; [2. 2.],0
a5,1,0.222215,1.490008,[23 10] ; [6 6],[21.26666667 11.73333333] ; [7.73333333 4.26666667],0
u1,1,0.268913,1.222284,[ 2 31] ; [ 2 10],[ 2.93333333 30.06666667] ; [ 1.06666667 10.93333333],0
d3,1,0.279642,1.168831,[16 17] ; [8 4],[17.6 15.4] ; [6.4 5.6],0
