Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.047508,3.927308,[ 5 56] ; [1 1],[ 5.80952381 55.19047619] ; [0.19047619 1.80952381],0
d4,1,0.194099,1.686225,[60 11] ; [1 1],[59.32876712 11.67123288] ; [1.67123288 0.32876712],0
d5,1,0.35697,0.848527,[56 16] ; [1 1],[55.45945946 16.54054054] ; [1.54054054 0.45945946],0
p10,1,0.491704,0.472796,[20 52] ; [1 1],[20.43243243 51.56756757] ; [0.56756757 1.43243243],0
a7,1,0.568092,0.325885,[49 22] ; [1 1],[48.63013699 22.36986301] ; [1.36986301 0.63013699],0
a4,1,0.590547,0.289491,[23 49] ; [1 1],[23.35135135 48.64864865] ; [0.64864865 1.35135135],0
p3,1,0.666668,0.185525,[25 46] ; [1 1],[25.28767123 45.71232877] ; [0.71232877 1.28767123],0
a6,1,0.687338,0.161982,[46 26] ; [1 1],[45.72972973 26.27027027] ; [1.27027027 0.72972973],0
a3,1,0.71919,0.12927,[45 27] ; [1 1],[44.75675676 27.24324324] ; [1.24324324 0.75675676],0
b1,1,0.84497,0.038236,[41 31] ; [1 1],[40.86486486 31.13513514] ; [1.13513514 0.86486486],0
d1,1,0.907152,0.013603,[39 33] ; [1 1],[38.91891892 33.08108108] ; [1.08108108 0.91891892],0
p11,1,0.938137,0.006024,[38 34] ; [1 1],[37.94594595 34.05405405] ; [1.05405405 0.94594595],0
