Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.079839,3.068182,[ 2 10] ; [2 1],[3.2 8.8] ; [0.8 2.2],0
p8,1,0.170904,1.875,[3 9] ; [2 1],[4. 8.] ; [1. 2.],0
p11,1,0.291841,1.111111,[4 8] ; [2 1],[4.8 7.2] ; [1.2 1.8],0
p10,1,0.291841,1.111111,[4 8] ; [2 1],[4.8 7.2] ; [1.2 1.8],0
p4,1,0.291841,1.111111,[4 8] ; [2 1],[4.8 7.2] ; [1.2 1.8],0
a3,1,0.437558,0.602679,[7 5] ; [1 2],[6.4 5.6] ; [1.6 1.4],0
d1,1,0.437558,0.602679,[5 7] ; [2 1],[5.6 6.4] ; [1.4 1.6],0
s5,1,0.468717,0.525,[3 9] ; [1 1],[3.42857143 8.57142857] ; [0.57142857 1.42857143],0
s1,1,0.518605,0.416667,[ 2 10] ; [1 2],[2.4 9.6] ; [0.6 2.4],0
r4,1,0.518605,0.416667,[ 2 10] ; [1 2],[2.4 9.6] ; [0.6 2.4],0
d2,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
s6,1,0.604773,0.267857,[6 6] ; [1 2],[5.6 6.4] ; [1.4 1.6],0
a4,1,0.604773,0.267857,[6 6] ; [1 2],[5.6 6.4] ; [1.4 1.6],0
n5,1,0.770335,0.085227,[9 3] ; [2 1],[8.8 3.2] ; [2.2 0.8],0
b3,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
b2,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
d5,1,0.792147,0.069444,[7 5] ; [2 1],[7.2 4.8] ; [1.8 1.2],0
a5,1,0.792147,0.069444,[7 5] ; [2 1],[7.2 4.8] ; [1.8 1.2],0
n4,1,1.0,0.0,[8 4] ; [2 1],[8. 4.] ; [2. 1.],0
n6,1,1.0,0.0,[8 4] ; [2 1],[8. 4.] ; [2. 1.],0
b4,1,1.0,0.0,[4 8] ; [1 2],[4. 8.] ; [1. 2.],0
