Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.086476,2.938776,[ 1 13] ; [1 1],[ 1.75 12.25] ; [0.25 1.75],0
r1,1,0.226104,1.465201,[12  2] ; [1 1],[11.375  2.625] ; [1.625 0.375],0
s4,1,0.226104,1.465201,[ 2 12] ; [1 1],[ 2.625 11.375] ; [0.375 1.625],0
b3,1,0.371093,0.8,[2 8] ; [1 1],[2.5 7.5] ; [0.5 1.5],0
b2,1,0.371093,0.8,[2 8] ; [1 1],[2.5 7.5] ; [0.5 1.5],0
u1,1,0.382733,0.761905,[ 3 11] ; [1 1],[ 3.5 10.5] ; [0.5 1.5],0
v2,1,0.382733,0.761905,[ 3 11] ; [1 1],[ 3.5 10.5] ; [0.5 1.5],0
s3,1,0.382733,0.761905,[11  3] ; [1 1],[10.5  3.5] ; [1.5 0.5],0
a6,1,0.540818,0.374026,[ 4 10] ; [1 1],[4.375 9.625] ; [0.625 1.375],0
a7,1,0.540818,0.374026,[10  4] ; [1 1],[9.625 4.375] ; [1.375 0.625],0
d5,1,0.540818,0.374026,[10  4] ; [1 1],[9.625 4.375] ; [1.375 0.625],0
p8,1,0.69627,0.152381,[9 5] ; [1 1],[8.75 5.25] ; [1.25 0.75],0
a4,1,0.69627,0.152381,[5 9] ; [1 1],[5.25 8.75] ; [0.75 1.25],0
s8,1,0.69627,0.152381,[9 5] ; [1 1],[8.75 5.25] ; [1.25 0.75],0
s7,1,0.69627,0.152381,[9 5] ; [1 1],[8.75 5.25] ; [1.25 0.75],0
p10,1,0.756495,0.096154,[8 5] ; [1 1],[7.8 5.2] ; [1.2 0.8],0
s2,1,0.848936,0.036281,[8 6] ; [1 1],[7.875 6.125] ; [1.125 0.875],0
v3,1,0.848936,0.036281,[6 8] ; [1 1],[6.125 7.875] ; [0.875 1.125],0
d2,1,0.848936,0.036281,[8 6] ; [1 1],[7.875 6.125] ; [1.125 0.875],0
p6,1,0.848936,0.036281,[6 8] ; [1 1],[6.125 7.875] ; [0.875 1.125],0
a3,1,0.848936,0.036281,[6 8] ; [1 1],[6.125 7.875] ; [0.875 1.125],0
b1,1,0.848936,0.036281,[6 8] ; [1 1],[6.125 7.875] ; [0.875 1.125],0
d1,1,1.0,0.0,[7 7] ; [1 1],[7. 7.] ; [1. 1.],0
a5,1,1.0,0.0,[7 7] ; [1 1],[7. 7.] ; [1. 1.],0
