Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002239,9.342442,[80 26] ; [94  9],[88.24880383 17.75119617] ; [85.75119617 17.24880383],0
p2,1,0.003704,8.423275,[57 49] ; [76 28],[67.13333333 38.86666667] ; [65.86666667 38.13333333],0
r4,1,0.004641,8.014231,[67 39] ; [84 20],[76.21904762 29.78095238] ; [74.78095238 29.21904762],0
n6,1,0.020626,5.358122,[61 45] ; [75 28],[68.97607656 37.02392344] ; [67.02392344 35.97607656],0
p9,1,0.042339,4.121607,[28 74] ; [41 59],[34.84158416 67.15841584] ; [34.15841584 65.84158416],0
r1,1,0.050951,3.809869,[64 42] ; [76 28],[70.66666667 35.33333333] ; [69.33333333 34.66666667],0
v4,1,0.058552,3.577924,[84 21] ; [93 11],[88.92344498 16.07655502] ; [88.07655502 15.92344498],0
n2,1,0.091216,2.852787,[25 18] ; [26  8],[28.48051948 14.51948052] ; [22.51948052 11.48051948],0
r2,1,0.099374,2.715566,[84 21] ; [91 12],[88.34134615 16.65865385] ; [86.65865385 16.34134615],0
v2,1,0.1236,2.371096,[37 66] ; [47 54],[42.41176471 60.58823529] ; [41.58823529 59.41176471],0
n1,1,0.126531,2.334556,[20 23] ; [10 24],[16.75324675 26.24675325] ; [13.24675325 20.75324675],0
p3,1,0.128606,2.309253,[40 66] ; [29 75],[34.82857143 71.17142857] ; [34.17142857 69.82857143],0
p8,1,0.146086,2.11265,[27 77] ; [36 66],[31.80582524 72.19417476] ; [31.19417476 70.80582524],0
a6,1,0.184197,1.763433,[53 52] ; [62 42],[57.77511962 47.22488038] ; [57.22488038 46.77511962],0
a1,1,0.193084,1.693927,[10 96] ; [ 5 99],[ 7.57142857 98.42857143] ; [ 7.42857143 96.57142857],0
n3,1,0.247977,1.334667,[26 16] ; [26  9],[28.36363636 13.63636364] ; [23.63636364 11.36363636],0
s1,1,0.262243,1.256875,[ 8 98] ; [ 4 98],[ 6.11538462 99.88461538] ; [ 5.88461538 96.11538462],0
s8,1,0.26455,1.24479,[23 80] ; [30 73],[26.5 76.5] ; [26.5 76.5],0
p6,1,0.325464,0.966861,[25 78] ; [31 71],[28.13658537 74.86341463] ; [27.86341463 74.13658537],0
b5,1,0.332764,0.938112,[72 34] ; [64 40],[68.64761905 37.35238095] ; [67.35238095 36.64761905],0
a7,1,0.351942,0.866444,[56 50] ; [61 42],[59.33971292 46.66028708] ; [57.66028708 45.33971292],0
d2,1,0.36759,0.811795,[44 60] ; [50 53],[47.22705314 56.77294686] ; [46.77294686 56.22705314],0
a2,1,0.387512,0.746734,[20 86] ; [15 89],[17.66666667 88.33333333] ; [17.33333333 86.66666667],0
d3,1,0.440262,0.595599,[55 50] ; [60 44],[57.77511962 47.22488038] ; [57.22488038 46.77511962],0
s4,1,0.446562,0.579363,[17 87] ; [13 90],[15.07246377 88.92753623] ; [14.92753623 88.07246377],0
p7,1,0.453552,0.56176,[47 59] ; [51 52],[49.70334928 56.29665072] ; [48.29665072 54.70334928],0
b4,1,0.456656,0.55408,[63 43] ; [67 37],[65.61904762 40.38095238] ; [64.38095238 39.61904762],0
s5,1,0.471735,0.51791,[20 81] ; [24 76],[22.10945274 78.89054726] ; [21.89054726 78.10945274],0
a3,1,0.473269,0.514332,[58 48] ; [62 42],[60.57142857 45.42857143] ; [59.42857143 44.57142857],0
u1,1,0.476879,0.505992,[10 96] ; [13 91],[11.60952381 94.39047619] ; [11.39047619 92.60952381],0
s7,1,0.479451,0.500113,[26 69] ; [32 68],[28.25641026 66.74358974] ; [29.74358974 70.25641026],0
d1,1,0.498199,0.458772,[43 63] ; [47 57],[45.42857143 60.57142857] ; [44.57142857 59.42857143],0
v1,1,0.519866,0.414159,[37 69] ; [40 62],[39.24038462 66.75961538] ; [37.75961538 64.24038462],0
p5,1,0.52696,0.40025,[ 6 99] ; [  4 100],[ 5.02392344 99.97607656] ; [ 4.97607656 99.02392344],0
s3,1,0.549864,0.357561,[41 64] ; [44 58],[43.11594203 61.88405797] ; [41.88405797 60.11594203],0
d4,1,0.564811,0.331442,[73 31] ; [76 27],[74.85990338 29.14009662] ; [74.14009662 28.85990338],0
p1,1,0.587005,0.295045,[ 7 98] ; [ 5 97],[ 6.08695652 98.91304348] ; [ 5.91304348 96.08695652],0
u3,1,0.587915,0.293613,[29 19] ; [23 19],[27.73333333 20.26666667] ; [24.26666667 17.73333333],0
p12,1,0.627535,0.235418,[  2 104] ; [  3 100],[  2.53588517 103.46411483] ; [  2.46411483 100.53588517],0
a8,1,0.681078,0.168915,[13 87] ; [14 79],[13.98963731 86.01036269] ; [13.01036269 79.98963731],0
s2,1,0.76965,0.085751,[33 72] ; [34 68],[33.98550725 71.01449275] ; [33.01449275 68.98550725],0
n4,1,0.848464,0.036511,[69 37] ; [69 35],[69.65714286 36.34285714] ; [68.34285714 35.65714286],0
a5,1,0.903003,0.014852,[60 46] ; [58 46],[59.56190476 46.43809524] ; [58.43809524 45.56190476],0
v3,1,0.910392,0.012666,[28 74] ; [29 74],[28.36097561 73.63902439] ; [28.63902439 74.36097561],0
p4,1,0.912037,0.012203,[41 65] ; [41 63],[41.39047619 64.60952381] ; [40.60952381 63.39047619],0
a4,1,0.933416,0.00698,[43 62] ; [42 62],[42.70334928 62.29665072] ; [42.29665072 61.70334928],0
u2,1,0.948656,0.004147,[21 25] ; [19 22],[21.14942529 24.85057471] ; [18.85057471 22.14942529],0
d5,1,0.961687,0.002308,[71 34] ; [70 34],[70.83732057 34.16267943] ; [70.16267943 33.83732057],0
b3,1,0.979174,0.000681,[19 43] ; [21 48],[18.93129771 43.06870229] ; [21.06870229 47.93129771],0
b2,1,0.979174,0.000681,[19 43] ; [21 48],[18.93129771 43.06870229] ; [21.06870229 47.93129771],0
n5,1,0.991585,0.000111,[57 49] ; [56 48],[57.03809524 48.96190476] ; [55.96190476 48.03809524],0
s6,1,1.0,0.0,[49 54] ; [49 54],[49. 54.] ; [49. 54.],0
