Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,66.424666,1
p3,1,0.0,33.292297,1
p7,1,0.0,32.400467,1
p8,1,1e-06,24.233522,1
p4,1,1e-06,23.232968,1
n5,1,2e-06,22.724667,1
s8,1,9e-06,19.722108,1
n4,1,1e-05,19.432627,1
p6,1,0.000106,15.030521,1
a5,1,0.000284,13.170001,1
p2,1,0.000326,12.913502,1
s6,1,0.00057,11.871017,1
v4,1,0.001387,10.222673,0
v1,1,0.001425,10.173694,0
s2,1,0.001559,10.00726,0
p5,1,0.001895,9.648491,0
u3,1,0.002674,9.017849,0
s7,1,0.005114,7.838745,0
r4,1,0.008286,6.970622,0
r3,1,0.009312,6.76203,0
s5,1,0.014091,6.026719,0
n6,1,0.017746,5.621018,0
u2,1,0.018432,5.554596,0
n1,1,0.021828,5.259471,0
a3,1,0.042963,4.09684,0
p12,1,0.048769,3.883281,0
v3,1,0.056636,3.63325,0
v2,1,0.062901,3.459183,0
d4,1,0.070577,3.26956,0
s3,1,0.074937,3.171427,0
r1,1,0.093072,2.820424,0
d5,1,0.093261,2.81716,0
d1,1,0.112022,2.525461,0
n3,1,0.140116,2.176687,0
a4,1,0.153707,2.035067,0
s1,1,0.159,1.983711,0
a2,1,0.189836,1.718889,0
n2,1,0.317044,1.0011,0
a7,1,0.613339,0.255342,0
b5,1,0.613495,0.255116,0
a1,1,0.625953,0.237589,0
a8,1,0.630477,0.231415,0
r2,1,0.676797,0.173753,0
b3,1,0.728847,0.120173,0
b2,1,0.728847,0.120173,0
d2,1,0.767577,0.087347,0
b4,1,0.790505,0.070573,0
p1,1,0.800755,0.06369,0
d3,1,0.862894,0.029822,0
s4,1,0.974514,0.001021,0
u1,1,0.983343,0.000436,0
a6,1,0.984622,0.000371,0
