Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00394,8.311489,[ 5 47] ; [2 1],[ 6.61818182 45.38181818] ; [0.38181818 2.61818182],0
b2,1,0.033021,4.544695,[10 18] ; [5 1],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
b3,1,0.033021,4.544695,[10 18] ; [5 1],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
p5,1,0.044276,4.046009,[ 6 56] ; [2 3],[ 7.40298507 54.59701493] ; [0.59701493 4.40298507],0
s8,1,0.051882,3.779584,[26 36] ; [5 1],[28.26470588 33.73529412] ; [2.73529412 3.26470588],0
s7,1,0.053949,3.71429,[24 33] ; [5 1],[26.23809524 30.76190476] ; [2.76190476 3.23809524],0
p4,1,0.05635,3.641682,[26 35] ; [5 1],[28.2238806 32.7761194] ; [2.7761194 3.2238806],0
p3,1,0.074943,3.171285,[19 43] ; [4 2],[20.97058824 41.02941176] ; [2.02941176 3.97058824],0
d2,1,0.101956,2.674673,[30 32] ; [5 1],[31.91176471 30.08823529] ; [3.08823529 2.91176471],0
s3,1,0.11829,2.439815,[31 31] ; [5 1],[32.82352941 29.17647059] ; [3.17647059 2.82352941],0
p12,1,0.125804,2.343535,[ 2 60] ; [1 5],[ 2.73529412 59.26470588] ; [0.26470588 5.73529412],0
p7,1,0.158036,1.992917,[32 28] ; [5 1],[33.63636364 26.36363636] ; [3.36363636 2.63636364],0
a2,1,0.207272,1.590381,[16 46] ; [3 3],[17.32352941 44.67647059] ; [1.67647059 4.32352941],0
p8,1,0.212807,1.552228,[25 37] ; [4 2],[26.44117647 35.55882353] ; [2.55882353 3.44117647],0
a4,1,0.313581,1.015532,[28 34] ; [4 2],[29.17647059 32.82352941] ; [2.82352941 3.17647059],0
d1,1,0.352229,0.86541,[40 22] ; [5 1],[41.02941176 20.97058824] ; [3.97058824 2.02941176],0
n4,1,0.429926,0.623024,[42 20] ; [5 1],[42.85294118 19.14705882] ; [4.14705882 1.85294118],0
s2,1,0.480552,0.497611,[32 30] ; [4 2],[32.82352941 29.17647059] ; [3.17647059 2.82352941],0
p6,1,0.481332,0.495844,[22 40] ; [3 3],[22.79411765 39.20588235] ; [2.20588235 3.79411765],0
u1,1,0.485477,0.486535,[13 49] ; [2 4],[13.67647059 48.32352941] ; [1.32352941 4.67647059],0
a7,1,0.485477,0.486535,[49 13] ; [4 2],[48.32352941 13.67647059] ; [4.67647059 1.32352941],0
b4,1,0.629026,0.233384,[35 27] ; [4 2],[35.55882353 26.44117647] ; [3.44117647 2.55882353],0
r1,1,0.803519,0.061899,[49 13] ; [5 1],[49.23529412 12.76470588] ; [4.76470588 1.23529412],0
a6,1,0.891751,0.01852,[43 19] ; [4 2],[42.85294118 19.14705882] ; [4.14705882 1.85294118],0
s5,1,0.93167,0.007352,[20 37] ; [2 4],[19.9047619 37.0952381] ; [2.0952381 3.9047619],0
b5,1,0.957127,0.00289,[42 20] ; [4 2],[41.94117647 20.05882353] ; [4.05882353 1.94117647],0
d5,1,0.972758,0.001166,[52 10] ; [5 1],[51.97058824 10.02941176] ; [5.02941176 0.97058824],0
