Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.148425,2.088358,[ 43 430] ; [1 2],[ 43.72268908 429.27731092] ; [0.27731092 2.72268908],0
a6,1,0.168694,1.894507,[333 143] ; [1 2],[331.90814196 144.09185804] ; [2.09185804 0.90814196],0
p9,1,0.174161,1.846761,[424  46] ; [2 1],[423.29809725  46.70190275] ; [2.70190275 0.29809725],0
p7,1,0.289983,1.119701,[289 170] ; [1 2],[288.11688312 170.88311688] ; [1.88311688 1.11688312],0
p2,1,0.294469,1.099078,[412  61] ; [2 1],[411.3907563  61.6092437] ; [2.6092437 0.3907563],0
b3,1,0.312863,1.018553,[113 183] ; [2 1],[113.84615385 182.15384615] ; [1.15384615 1.84615385],0
b2,1,0.312863,1.018553,[113 183] ; [2 1],[113.84615385 182.15384615] ; [1.15384615 1.84615385],0
b5,1,0.334285,0.932227,[290 188] ; [1 2],[289.18503119 188.81496881] ; [1.81496881 1.18503119],0
b4,1,0.342599,0.900682,[288 190] ; [1 2],[287.1975052 190.8024948] ; [1.8024948 1.1975052],0
a4,1,0.350155,0.872896,[191 285] ; [2 1],[191.79123173 284.20876827] ; [1.20876827 1.79123173],0
s8,1,0.388079,0.744951,[199 275] ; [2 1],[199.73584906 274.26415094] ; [1.26415094 1.73584906],0
u1,1,0.43581,0.607289,[ 79 399] ; [1 2],[ 79.5010395 398.4989605] ; [0.4989605 2.5010395],0
p3,1,0.476433,0.507017,[219 256] ; [2 1],[219.61297071 255.38702929] ; [1.38702929 1.61297071],0
a2,1,0.560958,0.338048,[ 95 383] ; [1 2],[ 95.4012474 382.5987526] ; [0.5987526 2.4012474],0
v1,1,0.657813,0.196191,[250 214] ; [2 1],[250.38115632 213.61884368] ; [1.61884368 1.38115632],0
a7,1,0.753829,0.098341,[355 121] ; [2 1],[354.76409186 121.23590814] ; [2.23590814 0.76409186],0
v2,1,0.784508,0.074774,[272 190] ; [2 1],[272.23225806 189.76774194] ; [1.76774194 1.23225806],0
d3,1,0.907813,0.013409,[332 144] ; [2 1],[331.90814196 144.09185804] ; [2.09185804 0.90814196],0
a3,1,0.950362,0.003875,[326 151] ; [2 1],[325.95 151.05] ; [2.05 0.95],0
