Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,55.215008,[535  72] ; [82 51],[506.10675676 100.89324324] ; [110.89324324  22.10675676],1
p9,1,0.0,39.631802,[546  61] ; [92 41],[523.33243243  83.66756757] ; [114.66756757  18.33243243],1
p8,1,2e-06,23.021278,[346 258] ; [47 89],[320.77297297 283.22702703] ; [72.22702703 63.77297297],1
p2,1,0.000304,13.043204,[527  84] ; [101  36],[512.97860963  98.02139037] ; [115.02139037  21.97860963],1
b1,1,0.00032,12.950141,[201 415] ; [67 70],[219.24037185 396.75962815] ; [48.75962815 88.24037185],1
n5,1,0.000451,12.308332,[499 114] ; [93 44],[483.86133333 129.13866667] ; [108.13866667  28.86133333],1
n4,1,0.001397,10.210121,[508 107] ; [96 40],[494.62050599 120.37949401] ; [109.37949401  26.62050599],0
b5,1,0.002118,9.444506,[353 263] ; [98 39],[368.94555113 247.05444887] ; [82.05444887 54.94555113],0
p12,1,0.004071,8.251761,[ 59 550] ; [  3 134],[ 50.61394102 558.38605898] ; [ 11.38605898 125.61394102],0
p7,1,0.009692,6.690666,[400 198] ; [75 61],[386.98910082 211.01089918] ; [88.01089918 47.98910082],0
a6,1,0.014652,5.957779,[425 189] ; [80 57],[412.87616511 201.12383489] ; [92.12383489 44.87616511],0
p3,1,0.017266,5.669134,[324 289] ; [57 80],[311.404 301.596] ; [69.596 67.404],0
u2,1,0.029034,4.765582,[93 75] ; [18 30],[86.33333333 81.66666667] ; [24.66666667 23.33333333],0
v2,1,0.030885,4.659337,[352 240] ; [66 68],[340.84848485 251.15151515] ; [77.15151515 56.84848485],0
p4,1,0.050361,3.829385,[382 230] ; [72 63],[371.95180723 240.04819277] ; [82.04819277 52.95180723],0
r1,1,0.05135,3.796827,[501 114] ; [100  35],[492.82 122.18] ; [108.18  26.82],0
a3,1,0.051977,3.776507,[447 167] ; [87 48],[437.75166889 176.24833111] ; [96.24833111 38.75166889],0
v1,1,0.059254,3.55813,[337 261] ; [64 71],[327.14597544 270.85402456] ; [73.85402456 61.14597544],0
d4,1,0.085816,2.951154,[513 101] ; [106  31],[506.07989348 107.92010652] ; [112.92010652  24.07989348],0
s1,1,0.092665,2.827456,[ 15 592] ; [  7 128],[ 17.99730458 589.00269542] ; [  4.00269542 130.99730458],0
a5,1,0.105817,2.615606,[459 156] ; [93 44],[451.43617021 163.56382979] ; [100.56382979  36.43617021],0
v3,1,0.108995,2.568727,[254 342] ; [47 87],[245.74794521 350.25205479] ; [55.25205479 78.74794521],0
n1,1,0.112448,2.51947,[37 77] ; [19 22],[41.18709677 72.81290323] ; [14.81290323 26.18709677],0
d1,1,0.148508,2.087505,[374 242] ; [74 63],[366.49136786 249.50863214] ; [81.50863214 55.49136786],0
b4,1,0.154761,2.024685,[369 247] ; [73 64],[361.58300133 254.41699867] ; [80.41699867 56.58300133],0
p5,1,0.173389,1.853399,[ 79 530] ; [ 12 125],[ 74.28820375 534.71179625] ; [ 16.71179625 120.28820375],0
b3,1,0.178148,1.813007,[156 233] ; [20 44],[151.13465784 237.86534216] ; [24.86534216 39.13465784],0
b2,1,0.178148,1.813007,[156 233] ; [20 44],[151.13465784 237.86534216] ; [24.86534216 39.13465784],0
n3,1,0.178676,1.808603,[88 25] ; [29 14],[84.75 28.25] ; [32.25 10.75],0
s4,1,0.182675,1.775724,[ 96 509] ; [ 28 108],[101.24156545 503.75843455] ; [ 22.75843455 113.24156545],0
r4,1,0.215065,1.537,[576  40] ; [124  13],[572.64276228  43.35723772] ; [127.35723772   9.64276228],0
p6,1,0.308261,1.03811,[235 371] ; [46 89],[229.80566802 376.19433198] ; [51.19433198 83.80566802],0
u3,1,0.348937,0.877319,[95 73] ; [24 25],[92.12903226 75.87096774] ; [26.87096774 22.12903226],0
