Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001959,9.58749,[10 17] ; [13  2],[14.78571429 12.21428571] ; [8.21428571 6.78571429],0
v3,1,0.01987,5.42328,[ 3 24] ; [6 8],[ 5.92682927 21.07317073] ; [ 3.07317073 10.92682927],0
s8,1,0.027674,4.848288,[ 1 26] ; [ 4 11],[ 3.21428571 23.78571429] ; [ 1.78571429 13.21428571],0
r4,1,0.027674,4.848288,[ 1 26] ; [ 4 11],[ 3.21428571 23.78571429] ; [ 1.78571429 13.21428571],0
s6,1,0.053007,3.743704,[ 5 22] ; [7 8],[ 7.71428571 19.28571429] ; [ 4.28571429 10.71428571],0
d4,1,0.065436,3.393939,[10 17] ; [10  5],[12.85714286 14.14285714] ; [7.14285714 7.85714286],0
n6,1,0.114025,2.497531,[13 14] ; [11  4],[15.42857143 11.57142857] ; [8.57142857 6.42857143],0
p10,1,0.114659,2.488796,[ 9 17] ; [9 6],[11.41463415 14.58536585] ; [6.58536585 8.41463415],0
b4,1,0.167064,1.909091,[12 15] ; [10  5],[14.14285714 12.85714286] ; [7.85714286 7.14285714],0
d3,1,0.171857,1.866667,[ 7 20] ; [7 8],[ 9. 18.] ; [ 5. 10.],0
b2,1,0.203226,1.619039,[ 9 10] ; [2 7],[ 7.46428571 11.53571429] ; [3.53571429 5.46428571],0
b3,1,0.203226,1.619039,[ 9 10] ; [2 7],[ 7.46428571 11.53571429] ; [3.53571429 5.46428571],0
p9,1,0.216701,1.526087,[ 8 16] ; [8 7],[ 9.84615385 14.15384615] ; [6.15384615 8.84615385],0
p3,1,0.224044,1.478281,[ 5 22] ; [5 9],[ 6.58536585 20.41463415] ; [ 3.41463415 10.58536585],0
d1,1,0.280087,1.166667,[ 5 22] ; [ 5 10],[ 6.42857143 20.57142857] ; [ 3.57142857 11.42857143],0
a5,1,0.306504,1.045679,[10 17] ; [8 7],[11.57142857 15.42857143] ; [6.42857143 8.57142857],0
a4,1,0.311136,1.025848,[ 5 21] ; [ 5 10],[ 6.34146341 19.65853659] ; [ 3.65853659 11.34146341],0
b1,1,0.352567,0.864198,[14 13] ; [10  5],[15.42857143 11.57142857] ; [8.57142857 6.42857143],0
a6,1,0.361714,0.831934,[11 16] ; [ 4 11],[ 9.64285714 17.35714286] ; [5.35714286 9.64285714],0
p7,1,0.377282,0.779539,[10 17] ; [ 3 10],[ 8.775 18.225] ; [4.225 8.775],0
p6,1,0.41126,0.675157,[ 4 22] ; [ 1 14],[ 3.17073171 22.82926829] ; [ 1.82926829 13.17073171],0
d5,1,0.432075,0.617239,[11 16] ; [8 7],[12.21428571 14.78571429] ; [6.78571429 8.21428571],0
v1,1,0.432599,0.615836,[ 6 21] ; [ 5 10],[ 7.07142857 19.92857143] ; [ 3.92857143 11.07142857],0
p2,1,0.440488,0.595011,[12 15] ; [8 6],[13.17073171 13.82926829] ; [6.82926829 7.17073171],0
v4,1,0.46118,0.54303,[13 14] ; [9 6],[14.14285714 12.85714286] ; [7.85714286 7.14285714],0
n4,1,0.494525,0.466667,[17 10] ; [11  4],[18.  9.] ; [10.  5.],0
p4,1,0.513616,0.426694,[ 7 20] ; [5 9],[ 7.90243902 19.09756098] ; [4.09756098 9.90243902],0
p8,1,0.537471,0.380247,[ 5 22] ; [ 4 11],[ 5.78571429 21.21428571] ; [ 3.21428571 11.78571429],0
b5,1,0.542385,0.371137,[10 17] ; [7 8],[10.92857143 16.07142857] ; [6.07142857 8.92857143],0
p5,1,0.627834,0.235009,[ 1 26] ; [ 1 13],[ 1.31707317 25.68292683] ; [ 0.68292683 13.31707317],0
v2,1,0.631342,0.230246,[ 4 22] ; [ 3 11],[ 4.55 21.45] ; [ 2.45 11.55],0
a1,1,0.638239,0.221053,[ 3 24] ; [ 1 14],[ 2.57142857 24.42857143] ; [ 1.42857143 13.57142857],0
p12,1,0.665706,0.186667,[ 1 26] ; [ 1 14],[ 1.28571429 25.71428571] ; [ 0.71428571 14.28571429],0
s5,1,0.665706,0.186667,[ 4 23] ; [ 3 12],[ 4.5 22.5] ; [ 2.5 12.5],0
n5,1,0.665706,0.186667,[20  7] ; [12  3],[20.57142857  6.42857143] ; [11.42857143  3.57142857],0
u2,1,0.683406,0.166317,[ 6 11] ; [1 1],[ 6.26315789 10.73684211] ; [0.73684211 1.26315789],0
n2,1,0.729165,0.11988,[6 8] ; [5 5],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
n1,1,0.769698,0.085714,[5 9] ; [3 7],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
p11,1,0.810309,0.057613,[10 17] ; [ 5 10],[ 9.64285714 17.35714286] ; [5.35714286 9.64285714],0
p1,1,0.83126,0.045405,[ 3 24] ; [ 2 13],[ 3.21428571 23.78571429] ; [ 1.78571429 13.21428571],0
s3,1,0.850436,0.035556,[ 6 19] ; [ 4 11],[ 6.25 18.75] ; [ 3.75 11.25],0
r2,1,0.864079,0.029304,[16 10] ; [9 5],[16.25  9.75] ; [8.75 5.25],0
s2,1,0.866446,0.028283,[ 6 21] ; [ 3 12],[ 5.78571429 21.21428571] ; [ 3.21428571 11.78571429],0
s4,1,0.906737,0.013725,[ 5 22] ; [ 3 12],[ 5.14285714 21.85714286] ; [ 2.85714286 12.14285714],0
d2,1,0.922512,0.009462,[10 16] ; [6 9],[10.14634146 15.85365854] ; [5.85365854 9.14634146],0
n3,1,0.940259,0.005617,[6 8] ; [4 5],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
s7,1,0.960637,0.002436,[ 4 21] ; [ 2 11],[ 3.94736842 21.05263158] ; [ 2.05263158 10.94736842],0
