Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.005251,7.79091,[ 3 11] ; [17  8],[7.17948718 6.82051282] ; [12.82051282 12.17948718],0
s7,1,0.008339,6.959197,[ 2 11] ; [14  9],[5.77777778 7.22222222] ; [10.22222222 12.77777778],0
p6,1,0.01526,5.886197,[ 2 12] ; [13 11],[5.52631579 8.47368421] ; [ 9.47368421 14.52631579],0
v2,1,0.020216,5.393143,[ 2 12] ; [13 12],[5.38461538 8.61538462] ; [ 9.61538462 15.38461538],0
s2,1,0.033722,4.508752,[ 4 10] ; [16  9],[7.17948718 6.82051282] ; [12.82051282 12.17948718],0
v4,1,0.038474,4.283951,[6 8] ; [19  6],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
p1,1,0.085263,2.961612,[ 3 11] ; [ 1 24],[ 1.43589744 12.56410256] ; [ 2.56410256 22.43589744],0
s3,1,0.087321,2.923077,[4 9] ; [15 10],[6.5 6.5] ; [12.5 12.5],0
n6,1,0.122325,2.387291,[8 5] ; [21  4],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
d3,1,0.158662,1.986931,[11  3] ; [14 11],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
p2,1,0.160995,1.964857,[9 5] ; [21  4],[10.76923077  3.23076923] ; [19.23076923  5.76923077],0
p11,1,0.169473,1.8876,[7 7] ; [18  7],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
s5,1,0.236289,1.402597,[ 2 12] ; [ 7 15],[ 3.5 10.5] ; [ 5.5 16.5],0
n3,1,0.263552,1.25,[2 3] ; [7 3],[3. 2.] ; [6. 4.],0
d5,1,0.280986,1.162315,[9 5] ; [20  5],[10.41025641  3.58974359] ; [18.58974359  6.41025641],0
n5,1,0.310624,1.028019,[7 7] ; [16  8],[8.47368421 5.52631579] ; [14.52631579  9.47368421],0
u3,1,0.329642,0.950303,[1 4] ; [5 6],[1.875 3.125] ; [4.125 6.875],0
u2,1,0.329642,0.950303,[1 4] ; [5 6],[1.875 3.125] ; [4.125 6.875],0
d2,1,0.34509,0.891429,[6 8] ; [ 7 18],[4.66666667 9.33333333] ; [ 8.33333333 16.66666667],0
r1,1,0.350994,0.869862,[ 4 10] ; [ 4 21],[ 2.87179487 11.12820513] ; [ 5.12820513 19.87179487],0
b4,1,0.430869,0.620481,[8 6] ; [11 14],[6.82051282 7.17948718] ; [12.17948718 12.82051282],0
p5,1,0.433714,0.612857,[ 3 11] ; [ 3 22],[ 2.15384615 11.84615385] ; [ 3.84615385 21.15384615],0
p9,1,0.435484,0.608154,[9 5] ; [19  6],[10.05128205  3.94871795] ; [17.94871795  7.05128205],0
a3,1,0.457956,0.550886,[9 5] ; [13 12],[7.8974359 6.1025641] ; [14.1025641 10.8974359],0
a5,1,0.475404,0.509388,[10  4] ; [15 10],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
s1,1,0.53482,0.385224,[ 2 12] ; [ 2 23],[ 1.43589744 12.56410256] ; [ 2.56410256 22.43589744],0
d1,1,0.545757,0.364973,[7 7] ; [10 15],[6.1025641 7.8974359] ; [10.8974359 14.1025641],0
p8,1,0.583713,0.300271,[6 8] ; [13 12],[6.82051282 7.17948718] ; [12.17948718 12.82051282],0
