Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.0,36.682198,1
p5,1,0.000234,13.53831,1
s7,1,0.001324,10.309264,0
a2,1,0.003036,8.785669,0
p8,1,0.004511,8.065859,0
p6,1,0.005013,7.874748,0
p3,1,0.006207,7.489279,0
p4,1,0.008759,6.871221,0
a4,1,0.01971,5.437415,0
v1,1,0.028553,4.794378,0
s6,1,0.029089,4.762317,0
u1,1,0.030816,4.663163,0
d2,1,0.036941,4.353108,0
v3,1,0.03786,4.311316,0
a6,1,0.124038,2.365583,0
s5,1,0.144579,2.128535,0
n4,1,0.152402,2.04804,0
r1,1,0.152402,2.04804,0
a5,1,0.162159,1.953973,0
p2,1,0.225233,1.470714,0
v2,1,0.231888,1.429243,0
p7,1,0.260466,1.26628,0
d5,1,0.335098,0.929094,0
d3,1,0.453573,0.561707,0
b4,1,0.53873,0.377898,0
a7,1,0.565669,0.329983,0
p1,1,0.616128,0.251347,0
a1,1,0.683881,0.16579,0
s1,1,0.690356,0.1587,0
b5,1,0.7359,0.113763,0
a8,1,0.752364,0.099556,0
s4,1,0.825147,0.04881,0
