Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.00292,8.856555,[3 4] ; [ 3 47],[0.73684211 6.26315789] ; [ 5.26315789 44.73684211],0
s7,1,0.003163,8.711111,[6 1] ; [14 35],[2.5 4.5] ; [17.5 31.5],0
p3,1,0.00717,7.229947,[6 1] ; [16 33],[2.75 4.25] ; [19.25 29.75],0
a2,1,0.0102,6.599546,[5 2] ; [12 38],[2.0877193 4.9122807] ; [14.9122807 35.0877193],0
a4,1,0.019449,5.460645,[6 1] ; [19 30],[3.125 3.875] ; [21.875 27.125],0
p4,1,0.019449,5.460645,[6 1] ; [19 30],[3.125 3.875] ; [21.875 27.125],0
s6,1,0.022945,5.172634,[6 1] ; [20 30],[3.19298246 3.80701754] ; [22.80701754 27.19298246],0
p6,1,0.02551,4.988962,[4 3] ; [ 9 39],[1.65454545 5.34545455] ; [11.34545455 36.65454545],0
d2,1,0.049008,3.875077,[6 1] ; [23 27],[3.56140351 3.43859649] ; [25.43859649 24.56140351],0
v3,1,0.054594,3.694453,[3 1] ; [13 33],[1.28 2.72] ; [14.72 31.28],0
v1,1,0.075768,3.153413,[4 1] ; [19 30],[2.12962963 2.87037037] ; [20.87037037 28.12962963],0
n4,1,0.07626,3.142857,[6 1] ; [24 24],[3.81818182 3.18181818] ; [26.18181818 21.81818182],0
p8,1,0.080931,3.046113,[5 2] ; [18 31],[2.875 4.125] ; [20.125 28.875],0
u1,1,0.091722,2.843885,[3 4] ; [ 8 42],[1.35087719 5.64912281] ; [ 9.64912281 40.35087719],0
s5,1,0.149725,2.075053,[2 3] ; [ 7 41],[0.8490566 4.1509434] ; [ 8.1509434 39.8490566],0
d5,1,0.253692,1.302857,[6 1] ; [32 18],[4.66666667 2.33333333] ; [33.33333333 16.66666667],0
a5,1,0.253692,1.302857,[6 1] ; [32 18],[4.66666667 2.33333333] ; [33.33333333 16.66666667],0
r1,1,0.265667,1.238985,[6 1] ; [31 17],[4.70909091 2.29090909] ; [32.29090909 15.70909091],0
a6,1,0.293279,1.104505,[6 1] ; [33 17],[4.78947368 2.21052632] ; [34.21052632 15.78947368],0
p7,1,0.301054,1.069519,[4 3] ; [18 31],[2.75 4.25] ; [19.25 29.75],0
p2,1,0.333746,0.934307,[5 2] ; [26 24],[3.80701754 3.19298246] ; [27.19298246 22.80701754],0
v2,1,0.431191,0.619614,[3 2] ; [20 28],[2.16981132 2.83018868] ; [20.83018868 27.16981132],0
a1,1,0.581905,0.303165,[1 6] ; [ 4 46],[0.61403509 6.38596491] ; [ 4.38596491 45.61403509],0
a8,1,0.6523,0.203012,[1 6] ; [ 4 41],[0.67307692 6.32692308] ; [ 4.32692308 40.67307692],0
b4,1,0.723301,0.125352,[3 4] ; [25 25],[3.43859649 3.56140351] ; [24.56140351 25.43859649],0
p1,1,0.729308,0.119748,[1 6] ; [ 5 45],[0.73684211 6.26315789] ; [ 5.26315789 44.73684211],0
s1,1,0.743971,0.106667,[1 6] ; [ 5 44],[0.75 6.25] ; [ 5.25 43.75],0
d3,1,0.775371,0.081429,[5 2] ; [33 17],[4.66666667 2.33333333] ; [33.33333333 16.66666667],0
a7,1,0.828758,0.046784,[5 2] ; [33 16],[4.75 2.25] ; [33.25 15.75],0
b5,1,0.965686,0.001851,[4 3] ; [29 21],[4.05263158 2.94736842] ; [28.94736842 21.05263158],0
s4,1,0.983738,0.000415,[1 6] ; [ 7 43],[0.98245614 6.01754386] ; [ 7.01754386 42.98245614],0
