Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000497,12.127691,[15 78] ; [16 19],[22.5234375 70.4765625] ; [ 8.4765625 26.5234375],1
p2,1,0.002175,9.395332,[36 58] ; [24 11],[43.72093023 50.27906977] ; [16.27906977 18.72093023],0
r3,1,0.003384,8.587782,[64 28] ; [33  2],[70.26771654 21.73228346] ; [26.73228346  8.26771654],0
u1,1,0.005129,7.833292,[ 7 87] ; [ 9 26],[11.65891473 82.34108527] ; [ 4.34108527 30.65891473],0
u2,1,0.007146,7.235962,[20 15] ; [ 3 14],[15.48076923 19.51923077] ; [7.51923077 9.48076923],0
n6,1,0.009044,6.814023,[51 42] ; [28  7],[57.3984375 35.6015625] ; [21.6015625 13.3984375],0
r4,1,0.009886,6.655291,[55 39] ; [29  6],[61.20930233 32.79069767] ; [22.79069767 12.20930233],0
d5,1,0.037753,4.31611,[60 34] ; [29  6],[64.85271318 29.14728682] ; [24.14728682 10.85271318],0
v4,1,0.04301,4.095,[65 26] ; [31  4],[69.33333333 21.66666667] ; [26.66666667  8.33333333],0
n2,1,0.062786,3.462232,[20 20] ; [11  3],[22.96296296 17.03703704] ; [8.03703704 5.96296296],0
s6,1,0.087896,2.912495,[30 63] ; [17 18],[34.1484375 58.8515625] ; [12.8515625 22.1484375],0
a7,1,0.095648,2.776646,[48 44] ; [24 11],[52.15748031 39.84251969] ; [19.84251969 15.15748031],0
n1,1,0.096429,2.763629,[15 24] ; [ 2 12],[12.50943396 26.49056604] ; [4.49056604 9.50943396],0
d3,1,0.121696,2.395358,[42 52] ; [21 14],[45.90697674 48.09302326] ; [17.09302326 17.90697674],0
a2,1,0.153385,2.038262,[14 80] ; [ 9 26],[16.75968992 77.24031008] ; [ 6.24031008 28.75968992],0
a3,1,0.15788,1.99441,[58 35] ; [17 18],[54.4921875 38.5078125] ; [20.5078125 14.4921875],0
s5,1,0.16991,1.883736,[14 78] ; [ 9 26],[16.66141732 75.33858268] ; [ 6.33858268 28.66141732],0
s2,1,0.189669,1.720187,[22 71] ; [12 22],[24.8976378 68.1023622] ; [ 9.1023622 24.8976378],0
n3,1,0.199263,1.647771,[20 17] ; [11  4],[22.05769231 14.94230769] ; [8.94230769 6.05769231],0
p11,1,0.234302,1.41455,[40 54] ; [19 16],[42.99224806 51.00775194] ; [16.00775194 18.99224806],0
s3,1,0.235437,1.40771,[33 60] ; [16 18],[35.88188976 57.11811024] ; [13.11811024 20.88188976],0
d1,1,0.243115,1.36244,[35 59] ; [17 18],[37.89147287 56.10852713] ; [14.10852713 20.89147287],0
u3,1,0.248213,1.333333,[20 16] ; [ 7 11],[18. 18.] ; [9. 9.],0
