Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.014357,5.993717,[53  3] ; [1 1],[52.13793103  3.86206897] ; [1.86206897 0.13793103],0
a8,1,0.042808,4.102983,[ 4 48] ; [1 1],[ 4.81481481 47.18518519] ; [0.18518519 1.81481481],0
r1,1,0.211975,1.557887,[47  9] ; [1 1],[46.34482759  9.65517241] ; [1.65517241 0.34482759],0
p11,1,0.470441,0.52094,[41 15] ; [1 1],[40.55172414 15.44827586] ; [1.44827586 0.55172414],0
b2,1,0.607717,0.263514,[12 25] ; [1 1],[12.33333333 24.66666667] ; [0.66666667 1.33333333],0
b3,1,0.607717,0.263514,[12 25] ; [1 1],[12.33333333 24.66666667] ; [0.66666667 1.33333333],0
p6,1,0.694534,0.154221,[20 35] ; [1 1],[20.26315789 34.73684211] ; [0.73684211 1.26315789],0
s2,1,0.752044,0.099822,[21 33] ; [1 1],[21.21428571 32.78571429] ; [0.78571429 1.21428571],0
v1,1,0.81793,0.052996,[32 23] ; [1 1],[31.84210526 23.15789474] ; [1.15789474 0.84210526],0
b1,1,0.841142,0.040173,[24 32] ; [1 1],[24.13793103 31.86206897] ; [0.86206897 1.13793103],0
s3,1,0.85334,0.034173,[30 23] ; [1 1],[29.87272727 23.12727273] ; [1.12727273 0.87272727],0
p8,1,0.939516,0.005758,[29 26] ; [1 1],[28.94736842 26.05263158] ; [1.05263158 0.94736842],0
