Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.065087,3.402778,[1 3] ; [5 1],[2.4 1.6] ; [3.6 2.4],0
d1,1,0.196706,1.666667,[3 1] ; [2 4],[2. 2.] ; [3. 3.],0
a4,1,0.259796,1.269841,[2 2] ; [1 5],[1.2 2.8] ; [1.8 4.2],0
p1,1,0.259796,1.269841,[2 2] ; [1 5],[1.2 2.8] ; [1.8 4.2],0
s8,1,0.293718,1.1025,[3 1] ; [2 3],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
p2,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
s2,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
d4,1,0.429195,0.625,[3 1] ; [3 3],[2.4 1.6] ; [3.6 2.4],0
p11,1,0.429195,0.625,[1 3] ; [3 3],[1.6 2.4] ; [2.4 3.6],0
d2,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
v1,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
v3,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
a7,1,0.598161,0.277778,[2 2] ; [2 4],[1.6 2.4] ; [2.4 3.6],0
u3,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
u2,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
a8,1,0.746886,0.104167,[1 3] ; [1 5],[0.8 3.2] ; [1.2 4.8],0
p9,1,0.764177,0.09,[2 2] ; [2 3],[1.77777778 2.22222222] ; [2.22222222 2.77777778],0
d5,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
b4,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
s1,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
a6,1,0.77816,0.079365,[1 3] ; [2 4],[1.2 2.8] ; [1.8 4.2],0
p7,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
s5,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
a5,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
a3,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
