Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.676086,[316  16] ; [3 3],[313.33727811  18.66272189] ; [5.66272189 0.33727811],1
r1,1,0.000401,12.527091,[282  47] ; [2 4],[278.91343284  50.08656716] ; [5.08656716 0.91343284],1
s3,1,0.005271,7.78416,[289  39] ; [3 3],[286.75449102  41.24550898] ; [5.24550898 0.75449102],0
s7,1,0.007812,7.076065,[216 101] ; [1 5],[212.96904025 104.03095975] ; [4.03095975 1.96904025],0
d5,1,0.024663,5.047362,[278  52] ; [3 3],[275.98214286  54.01785714] ; [5.01785714 0.98214286],0
a3,1,0.02559,4.983494,[245  86] ; [2 4],[242.60237389  88.39762611] ; [4.39762611 1.60237389],0
r3,1,0.032244,4.585451,[322   8] ; [5 1],[321.16071429   8.83928571] ; [5.83928571 0.16071429],0
p9,1,0.060411,3.526054,[293  32] ; [4 2],[291.6163142  33.3836858] ; [5.3836858 0.6163142],0
n5,1,0.10574,2.616768,[257  73] ; [3 3],[255.35714286  74.64285714] ; [4.64285714 1.35714286],0
n4,1,0.10997,2.554649,[257  74] ; [3 3],[255.37091988  75.62908012] ; [4.62908012 1.37091988],0
a5,1,0.125748,2.34423,[255  77] ; [3 3],[253.42011834  78.57988166] ; [4.57988166 1.42011834],0
a4,1,0.136231,2.220023,[157 175] ; [1 5],[155.19526627 176.80473373] ; [2.80473373 3.19526627],0
a1,1,0.164892,1.928778,[ 15 317] ; [1 5],[ 15.71597633 316.28402367] ; [0.28402367 5.71597633],0
p2,1,0.178496,1.810101,[284  46] ; [4 2],[282.85714286  47.14285714] ; [5.14285714 0.85714286],0
v3,1,0.211609,1.560384,[132 182] ; [1 5],[130.50625 183.49375] ; [2.49375 3.50625],0
s8,1,0.23437,1.414141,[190 140] ; [2 4],[188.57142857 141.42857143] ; [3.42857143 2.57142857],0
v1,1,0.259745,1.270117,[181 140] ; [2 4],[179.64220183 141.35779817] ; [3.35779817 2.64220183],0
d1,1,0.338782,0.915036,[227 105] ; [3 3],[225.91715976 106.08284024] ; [4.08284024 1.91715976],0
p3,1,0.357301,0.847356,[172 157] ; [2 4],[170.88358209 158.11641791] ; [3.11641791 2.88358209],0
b5,1,0.394678,0.72448,[222 110] ; [5 1],[222.9704142 109.0295858] ; [4.0295858 1.9704142],0
p7,1,0.425937,0.633876,[208 109] ; [3 3],[207.08049536 109.91950464] ; [3.91950464 2.08049536],0
u3,1,0.446984,0.578289,[58 27] ; [2 2],[57.30337079 27.69662921] ; [2.69662921 1.30337079],0
s5,1,0.482545,0.493106,[151 165] ; [2 4],[150.14906832 165.85093168] ; [2.85093168 3.14906832],0
b1,1,0.505118,0.444166,[122 210] ; [3 3],[122.78106509 209.21893491] ; [2.21893491 3.78106509],0
a6,1,0.610683,0.259181,[249  80] ; [4 2],[248.46865672  80.53134328] ; [4.53134328 1.46865672],0
u2,1,0.654726,0.199994,[52 33] ; [2 2],[51.57303371 33.42696629] ; [2.42696629 1.57303371],0
s4,1,0.693318,0.155517,[ 77 250] ; [1 5],[ 76.59459459 250.40540541] ; [1.40540541 4.59459459],0
p12,1,0.71392,0.134393,[ 39 292] ; [1 5],[ 39.28783383 291.71216617] ; [0.71216617 5.28783383],0
p6,1,0.71963,0.128848,[140 188] ; [3 3],[140.43113772 187.56886228] ; [2.56886228 3.43113772],0
v2,1,0.722775,0.125849,[188 128] ; [4 2],[188.42236025 127.57763975] ; [3.57763975 2.42236025],0
p10,1,0.762769,0.091111,[286  41] ; [5 1],[285.75675676  41.24324324] ; [5.24324324 0.75675676],0
b4,1,0.771993,0.083966,[202 130] ; [4 2],[202.34319527 129.65680473] ; [3.65680473 2.34319527],0
p5,1,0.782015,0.07656,[ 42 285] ; [1 5],[ 42.22522523 284.77477477] ; [0.77477477 5.22522523],0
n6,1,0.798499,0.065173,[285  43] ; [5 1],[284.79041916  43.20958084] ; [5.20958084 0.79041916],0
s6,1,0.819656,0.051978,[283  44] ; [5 1],[282.81081081  44.18918919] ; [5.18918919 0.81081081],0
p8,1,0.852366,0.034633,[176 151] ; [3 3],[175.77477477 151.22522523] ; [3.22522523 2.77477477],0
a8,1,0.976833,0.000843,[ 49 253] ; [1 5],[ 49.02597403 252.97402597] ; [0.97402597 5.02597403],0
p4,1,0.983399,0.000433,[218 111] ; [4 2],[218.0238806 110.9761194] ; [3.9761194 2.0238806],0
