Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,46.1487,[91  6] ; [ 3 10],[82.89090909 14.10909091] ; [11.10909091  1.89090909],1
r2,1,1e-06,23.669864,[92  5] ; [6 6],[87.21100917  9.78899083] ; [10.78899083  1.21100917],1
r1,1,0.00069,11.514811,[74 23] ; [4 9],[68.78181818 28.21818182] ; [9.21818182 3.78181818],1
p9,1,0.000871,11.082765,[76 21] ; [4 8],[71.19266055 25.80733945] ; [8.80733945 3.19266055],1
s2,1,0.002334,9.266116,[50 45] ; [ 1 12],[44.86111111 50.13888889] ; [6.13888889 6.86111111],0
r3,1,0.002887,8.87757,[94  3] ; [10  3],[91.70909091  5.29090909] ; [12.29090909  0.70909091],0
p10,1,0.004416,8.104488,[74 23] ; [5 8],[69.66363636 27.33636364] ; [9.33636364 3.66363636],0
s6,1,0.023809,5.108489,[61 35] ; [4 9],[57.24770642 38.75229358] ; [7.75229358 5.24770642],0
a8,1,0.043976,4.05749,[ 6 87] ; [ 3 10],[ 7.89622642 85.10377358] ; [ 1.10377358 11.89622642],0
s3,1,0.053735,3.720924,[49 46] ; [ 3 10],[45.74074074 49.25925926] ; [6.25925926 6.74074074],0
n2,1,0.056527,3.636447,[23  3] ; [4 3],[21.27272727  4.72727273] ; [5.72727273 1.27272727],0
d2,1,0.065407,3.394676,[40 55] ; [9 4],[43.10185185 51.89814815] ; [5.89814815 7.10185185],0
p4,1,0.084758,2.971222,[38 57] ; [ 2 11],[35.18518519 59.81481481] ; [4.81481481 8.18518519],0
p3,1,0.102124,2.672052,[37 59] ; [ 2 11],[34.34862385 61.65137615] ; [4.65137615 8.34862385],0
u2,1,0.117224,2.454031,[26 14] ; [1 3],[24.54545455 15.45454545] ; [2.45454545 1.54545455],0
v1,1,0.117319,2.45275,[46 48] ; [3 9],[43.45283019 50.54716981] ; [5.54716981 6.45283019],0
b4,1,0.121828,2.393661,[61 36] ; [11  2],[63.49090909 33.50909091] ; [8.50909091 4.49090909],0
a7,1,0.124775,2.35634,[59 38] ; [5 8],[56.43636364 40.56363636] ; [7.56363636 5.43636364],0
s8,1,0.13682,2.21336,[43 53] ; [ 3 10],[40.51376147 55.48623853] ; [5.48623853 7.51376147],0
s1,1,0.164467,1.932669,[ 5 90] ; [ 2 11],[ 6.15740741 88.84259259] ; [ 0.84259259 12.15740741],0
a6,1,0.226687,1.461528,[61 35] ; [6 7],[59.00917431 36.99082569] ; [7.99082569 5.00917431],0
a5,1,0.245623,1.348029,[61 36] ; [6 7],[59.08181818 37.91818182] ; [7.91818182 5.08181818],0
b3,1,0.266958,1.232312,[24 39] ; [2 8],[22.43835616 40.56164384] ; [3.56164384 6.43835616],0
b2,1,0.266958,1.232312,[24 39] ; [2 8],[22.43835616 40.56164384] ; [3.56164384 6.43835616],0
s5,1,0.282626,1.154417,[27 64] ; [ 2 11],[25.375 65.625] ; [3.625 9.375],0
p7,1,0.293203,1.104856,[35 57] ; [ 3 10],[33.2952381 58.7047619] ; [4.7047619 8.2952381],0
v3,1,0.301736,1.066504,[34 56] ; [ 3 10],[32.33009709 57.66990291] ; [4.66990291 8.33009709],0
p8,1,0.30541,1.050423,[28 69] ; [ 2 11],[26.45454545 70.54545455] ; [3.54545455 9.45454545],0
n3,1,0.310975,1.026529,[16 10] ; [5 1],[17.0625  8.9375] ; [3.9375 2.0625],0
p1,1,0.312971,1.018095,[ 7 90] ; [ 2 11],[ 7.93636364 89.06363636] ; [ 1.06363636 11.93636364],0
d4,1,0.329277,0.95174,[69 27] ; [11  2],[70.4587156 25.5412844] ; [9.5412844 3.4587156],0
d1,1,0.375589,0.785091,[47 50] ; [8 5],[48.5 48.5] ; [6.5 6.5],0
n4,1,0.380309,0.769704,[71 26] ; [8 5],[69.66363636 27.33636364] ; [9.33636364 3.66363636],0
n5,1,0.393423,0.728337,[70 26] ; [8 5],[68.69724771 27.30275229] ; [9.30275229 3.69724771],0
a3,1,0.428447,0.627029,[56 41] ; [9 4],[57.31818182 39.68181818] ; [7.68181818 5.31818182],0
a2,1,0.455458,0.557034,[15 82] ; [ 1 12],[14.10909091 82.89090909] ; [ 1.89090909 11.10909091],0
d3,1,0.53865,0.378048,[53 43] ; [6 7],[51.96330275 44.03669725] ; [7.03669725 5.96330275],0
u4,1,0.561875,0.336468,[ 4 93] ; [ 1 12],[ 4.40909091 92.59090909] ; [ 0.59090909 12.40909091],0
u3,1,0.597356,0.279002,[26 15] ; [2 2],[25.51111111 15.48888889] ; [2.48888889 1.51111111],0
d5,1,0.636548,0.223286,[60 36] ; [9 4],[60.7706422 35.2293578] ; [8.2293578 4.7706422],0
n1,1,0.668929,0.182857,[12 13] ; [4 3],[12.5 12.5] ; [3.5 3.5],0
b1,1,0.688685,0.160512,[43 54] ; [5 8],[42.32727273 54.67272727] ; [5.67272727 7.32727273],0
p5,1,0.734678,0.114859,[10 83] ; [ 1 12],[ 9.6509434 83.3490566] ; [ 1.3490566 11.6509434],0
s7,1,0.749482,0.101967,[39 55] ; [6 7],[39.53271028 54.46728972] ; [5.46728972 7.53271028],0
s4,1,0.756445,0.096194,[18 77] ; [ 2 11],[17.59259259 77.40740741] ; [ 2.40740741 10.59259259],0
n6,1,0.796499,0.066502,[77 19] ; [10  2],[77.33333333 18.66666667] ; [9.66666667 2.33333333],0
b5,1,0.848419,0.036533,[57 40] ; [8 5],[57.31818182 39.68181818] ; [7.68181818 5.31818182],0
a4,1,0.848419,0.036533,[40 57] ; [5 8],[39.68181818 57.31818182] ; [5.31818182 7.68181818],0
v2,1,0.915552,0.011244,[46 42] ; [7 6],[46.17821782 41.82178218] ; [6.82178218 6.17821782],0
u1,1,0.927183,0.008352,[14 83] ; [ 2 11],[14.10909091 82.89090909] ; [ 1.89090909 11.10909091],0
