Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.079839,3.068182,[1 2] ; [10  2],[2.2 0.8] ; [8.8 3.2],0
d4,1,0.079839,3.068182,[1 2] ; [10  2],[2.2 0.8] ; [8.8 3.2],0
d5,1,0.170904,1.875,[1 2] ; [9 3],[2. 1.] ; [8. 4.],0
b5,1,0.170904,1.875,[1 2] ; [9 3],[2. 1.] ; [8. 4.],0
n2,1,0.197121,1.66358,[1 1] ; [8 1],[1.63636364 0.36363636] ; [7.36363636 1.63636364],0
p9,1,0.254565,1.298077,[2 1] ; [11  1],[2.6 0.4] ; [10.4  1.6],0
p12,1,0.254565,1.298077,[1 2] ; [ 1 11],[0.4 2.6] ; [ 1.6 10.4],0
p4,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
p3,1,0.291841,1.111111,[2 1] ; [4 8],[1.2 1.8] ; [4.8 7.2],0
s2,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
d2,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
p8,1,0.437558,0.602679,[1 2] ; [7 5],[1.6 1.4] ; [6.4 5.6],0
p2,1,0.518605,0.416667,[2 1] ; [10  2],[2.4 0.6] ; [9.6 2.4],0
p10,1,0.518605,0.416667,[2 1] ; [10  2],[2.4 0.6] ; [9.6 2.4],0
b2,1,0.583882,0.3,[1 1] ; [3 7],[0.66666667 1.33333333] ; [3.33333333 6.66666667],0
b3,1,0.583882,0.3,[1 1] ; [3 7],[0.66666667 1.33333333] ; [3.33333333 6.66666667],0
p11,1,0.604773,0.267857,[2 1] ; [6 6],[1.6 1.4] ; [6.4 5.6],0
b1,1,0.604773,0.267857,[1 2] ; [6 6],[1.4 1.6] ; [5.6 6.4],0
v3,1,0.648807,0.207407,[1 1] ; [4 8],[0.71428571 1.28571429] ; [4.28571429 7.71428571],0
n1,1,0.657619,0.196429,[1 1] ; [6 3],[1.27272727 0.72727273] ; [5.72727273 3.27272727],0
s6,1,0.792147,0.069444,[2 1] ; [7 5],[1.8 1.2] ; [7.2 4.8],0
s5,1,0.92265,0.009428,[1 2] ; [4 7],[1.07142857 1.92857143] ; [3.92857143 7.07142857],0
v1,1,1.0,0.0,[1 2] ; [4 8],[1. 2.] ; [4. 8.],0
a6,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
a5,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
a3,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
b4,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
