Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.008294,6.968889,[29  1] ; [1 1],[28.125  1.875] ; [1.875 0.125],0
n6,1,0.041781,4.144061,[28  2] ; [1 1],[27.1875  2.8125] ; [1.8125 0.1875],0
v4,1,0.09769,2.742857,[27  3] ; [1 1],[26.25  3.75] ; [1.75 0.25],0
r2,1,0.242238,1.367521,[25  5] ; [1 1],[24.375  5.625] ; [1.625 0.375],0
p1,1,0.242238,1.367521,[ 5 25] ; [1 1],[ 5.625 24.375] ; [0.375 1.625],0
p7,1,0.242238,1.367521,[25  5] ; [1 1],[24.375  5.625] ; [1.625 0.375],0
s6,1,0.272254,1.205357,[23  5] ; [1 1],[22.4  5.6] ; [1.6 0.4],0
p3,1,0.399075,0.711111,[23  7] ; [1 1],[22.5  7.5] ; [1.5 0.5],0
d4,1,0.399075,0.711111,[23  7] ; [1 1],[22.5  7.5] ; [1.5 0.5],0
r1,1,0.399075,0.711111,[23  7] ; [1 1],[22.5  7.5] ; [1.5 0.5],0
a3,1,0.477315,0.504992,[22  8] ; [1 1],[21.5625  8.4375] ; [1.4375 0.5625],0
a5,1,0.554628,0.349091,[21  9] ; [1 1],[20.625  9.375] ; [1.375 0.625],0
p8,1,0.554628,0.349091,[21  9] ; [1 1],[20.625  9.375] ; [1.375 0.625],0
v1,1,0.73467,0.114867,[18 11] ; [1 1],[17.77419355 11.22580645] ; [1.22580645 0.77419355],0
d1,1,0.780394,0.077733,[18 12] ; [1 1],[17.8125 12.1875] ; [1.1875 0.8125],0
d2,1,0.780394,0.077733,[18 12] ; [1 1],[17.8125 12.1875] ; [1.1875 0.8125],0
a4,1,0.780394,0.077733,[12 18] ; [1 1],[12.1875 17.8125] ; [0.8125 1.1875],0
s5,1,0.811135,0.057103,[17 12] ; [1 1],[16.83870968 12.16129032] ; [1.16129032 0.83870968],0
v2,1,0.854,0.033862,[13 17] ; [1 1],[13.125 16.875] ; [0.875 1.125],0
b5,1,0.854,0.033862,[13 17] ; [1 1],[13.125 16.875] ; [0.875 1.125],0
a6,1,0.927122,0.008366,[16 14] ; [1 1],[15.9375 14.0625] ; [1.0625 0.9375],0
p6,1,0.962361,0.002227,[15 14] ; [1 1],[14.96774194 14.03225806] ; [1.03225806 0.96774194],0
b3,1,1.0,0.0,[11 11] ; [1 1],[11. 11.] ; [1. 1.],0
d3,1,1.0,0.0,[15 15] ; [1 1],[15. 15.] ; [1. 1.],0
b2,1,1.0,0.0,[11 11] ; [1 1],[11. 11.] ; [1. 1.],0
