Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001285,10.36403,[ 8 17] ; [12  2],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
p8,1,0.005681,7.648776,[ 5 20] ; [9 5],[ 8.97435897 16.02564103] ; [5.02564103 8.97435897],0
p6,1,0.010093,6.618428,[ 1 23] ; [5 9],[ 3.78947368 20.21052632] ; [ 2.21052632 11.78947368],0
b4,1,0.017819,5.613878,[17  8] ; [ 4 10],[13.46153846 11.53846154] ; [7.53846154 6.46153846],0
s3,1,0.022856,5.179414,[ 5 19] ; [8 6],[ 8.21052632 15.78947368] ; [4.78947368 9.21052632],0
d5,1,0.02711,4.883781,[ 7 18] ; [9 5],[10.25641026 14.74358974] ; [5.74358974 8.25641026],0
s6,1,0.02711,4.883781,[ 7 18] ; [9 5],[10.25641026 14.74358974] ; [5.74358974 8.25641026],0
s8,1,0.028234,4.813714,[ 3 22] ; [6 8],[ 5.76923077 19.23076923] ; [ 3.23076923 10.76923077],0
v3,1,0.028234,4.813714,[ 3 22] ; [6 8],[ 5.76923077 19.23076923] ; [ 3.23076923 10.76923077],0
s5,1,0.030507,4.680497,[ 2 23] ; [5 9],[ 4.48717949 20.51282051] ; [ 2.51282051 11.48717949],0
s2,1,0.038474,4.283951,[ 6 19] ; [8 6],[ 8.97435897 16.02564103] ; [5.02564103 8.97435897],0
s7,1,0.076729,3.132867,[ 4 18] ; [6 7],[ 6.28571429 15.71428571] ; [3.71428571 9.28571429],0
s4,1,0.078519,3.095288,[ 3 22] ; [5 9],[ 5.12820513 19.87179487] ; [ 2.87179487 11.12820513],0
p5,1,0.087629,2.917403,[ 2 23] ; [ 4 10],[ 3.84615385 21.15384615] ; [ 2.15384615 11.84615385],0
a6,1,0.098479,2.73,[ 6 19] ; [7 7],[ 8.33333333 16.66666667] ; [4.66666667 9.33333333],0
r3,1,0.101803,2.677071,[13 12] ; [11  3],[15.38461538  9.61538462] ; [8.61538462 5.38461538],0
n4,1,0.158662,1.986931,[14 11] ; [11  3],[16.02564103  8.97435897] ; [8.97435897 5.02564103],0
p2,1,0.158662,1.986931,[14 11] ; [11  3],[16.02564103  8.97435897] ; [8.97435897 5.02564103],0
p10,1,0.178565,1.809524,[10 14] ; [9 5],[12. 12.] ; [7. 7.],0
r1,1,0.220965,1.498095,[ 6 19] ; [6 8],[ 7.69230769 17.30769231] ; [4.30769231 9.69230769],0
v1,1,0.220965,1.498095,[ 6 19] ; [6 8],[ 7.69230769 17.30769231] ; [4.30769231 9.69230769],0
d4,1,0.236703,1.400124,[13 12] ; [10  4],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
a5,1,0.267699,1.2285,[ 8 17] ; [7 7],[ 9.61538462 15.38461538] ; [5.38461538 8.61538462],0
a8,1,0.302629,1.062574,[ 1 21] ; [ 2 12],[ 1.83333333 20.16666667] ; [ 1.16666667 12.83333333],0
p11,1,0.327753,0.957755,[12 13] ; [9 5],[13.46153846 11.53846154] ; [7.53846154 6.46153846],0
r4,1,0.350994,0.869862,[ 4 21] ; [ 4 10],[ 5.12820513 19.87179487] ; [ 2.87179487 11.12820513],0
n6,1,0.419526,0.651644,[14 10] ; [10  4],[15.15789474  8.84210526] ; [8.84210526 5.15789474],0
n3,1,0.453388,0.562169,[6 8] ; [2 1],[6.58823529 7.41176471] ; [1.41176471 1.58823529],0
v2,1,0.482367,0.493506,[ 6 18] ; [5 9],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
b5,1,0.583713,0.300271,[13 12] ; [6 8],[12.17948718 12.82051282] ; [6.82051282 7.17948718],0
n5,1,0.616573,0.250714,[18  7] ; [9 5],[17.30769231  7.69230769] ; [9.69230769 4.30769231],0
s1,1,0.631509,0.23002,[ 3 22] ; [ 1 13],[ 2.56410256 22.43589744] ; [ 1.43589744 12.56410256],0
d3,1,0.636871,0.222857,[ 9 16] ; [ 4 10],[ 8.33333333 16.66666667] ; [4.66666667 9.33333333],0
p12,1,0.669489,0.182201,[ 1 24] ; [ 1 13],[ 1.28205128 23.71794872] ; [ 0.71794872 13.28205128],0
a3,1,0.718432,0.13,[11 14] ; [7 7],[11.53846154 13.46153846] ; [6.46153846 7.53846154],0
v4,1,0.757286,0.09551,[13 12] ; [8 6],[13.46153846 11.53846154] ; [7.53846154 6.46153846],0
u2,1,0.757354,0.095455,[7 7] ; [3 4],[6.66666667 7.33333333] ; [3.33333333 3.66666667],0
d2,1,0.813403,0.055714,[ 8 17] ; [5 9],[ 8.33333333 16.66666667] ; [4.66666667 9.33333333],0
b1,1,0.813403,0.055714,[17  8] ; [9 5],[16.66666667  8.33333333] ; [9.33333333 4.66666667],0
p1,1,0.837716,0.04195,[ 3 22] ; [ 2 12],[ 3.20512821 21.79487179] ; [ 1.79487179 12.20512821],0
b2,1,0.90261,0.014973,[ 5 12] ; [3 8],[ 4.85714286 12.14285714] ; [3.14285714 7.85714286],0
b3,1,0.90261,0.014973,[ 5 12] ; [3 8],[ 4.85714286 12.14285714] ; [3.14285714 7.85714286],0
d1,1,0.915595,0.011233,[ 5 20] ; [ 3 11],[ 5.12820513 19.87179487] ; [ 2.87179487 11.12820513],0
a4,1,0.915595,0.011233,[ 5 20] ; [ 3 11],[ 5.12820513 19.87179487] ; [ 2.87179487 11.12820513],0
p9,1,0.970496,0.001368,[13 10] ; [8 6],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
