Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000101,15.119944,[16 80] ; [23 26],[25.82068966 70.17931034] ; [13.17931034 35.82068966],1
p8,1,0.004135,8.223699,[15 81] ; [18 31],[21.84827586 74.15172414] ; [11.15172414 37.84827586],0
u2,1,0.00803,7.026736,[21 14] ; [ 6 18],[16.01694915 18.98305085] ; [10.98305085 13.01694915],0
s6,1,0.008253,6.977819,[32 64] ; [28 22],[39.45205479 56.54794521] ; [20.54794521 29.45205479],0
r3,1,0.010084,6.620061,[67 27] ; [45  5],[73.11111111 20.88888889] ; [38.88888889 11.11111111],0
p2,1,0.01462,5.961667,[41 55] ; [32 18],[48. 48.] ; [25. 25.],0
r4,1,0.024419,5.064603,[57 39] ; [39 11],[63.12328767 32.87671233] ; [32.87671233 17.12328767],0
s3,1,0.024686,5.045793,[32 63] ; [26 23],[38.26388889 56.73611111] ; [19.73611111 29.26388889],0
a7,1,0.028459,4.800016,[50 44] ; [36 14],[56.13888889 37.86111111] ; [29.86111111 20.13888889],0
p7,1,0.030291,4.692681,[28 66] ; [24 26],[33.94444444 60.05555556] ; [18.05555556 31.94444444],0
n1,1,0.05559,3.664286,[17 25] ; [ 2 13],[14. 28.] ; [ 5. 10.],0
v4,1,0.077983,3.106446,[68 25] ; [43  7],[72.18881119 20.81118881] ; [38.81118881 11.18881119],0
n6,1,0.087836,2.913598,[54 41] ; [35 14],[58.71527778 36.28472222] ; [30.28472222 18.71527778],0
s2,1,0.093207,2.818086,[24 71] ; [19 30],[28.36805556 66.63194444] ; [14.63194444 34.36805556],0
v2,1,0.094346,2.798606,[30 62] ; [23 26],[34.58156028 57.41843972] ; [18.41843972 30.58156028],0
d5,1,0.116818,2.459475,[65 31] ; [40 10],[69.04109589 26.95890411] ; [35.95890411 14.04109589],0
a4,1,0.120829,2.406545,[39 56] ; [14 36],[34.72413793 60.27586207] ; [18.27586207 31.72413793],0
a3,1,0.126243,2.338106,[60 35] ; [25 25],[55.68965517 39.31034483] ; [29.31034483 20.68965517],0
u1,1,0.132522,2.262715,[ 9 87] ; [ 9 41],[11.83561644 84.16438356] ; [ 6.16438356 43.83561644],0
b2,1,0.164942,1.928324,[17 38] ; [ 6 28],[14.21348315 40.78651685] ; [ 8.78651685 25.21348315],0
b3,1,0.164942,1.928324,[17 38] ; [ 6 28],[14.21348315 40.78651685] ; [ 8.78651685 25.21348315],0
d3,1,0.167344,1.906578,[48 48] ; [31 19],[51.94520548 44.05479452] ; [27.05479452 22.94520548],0
a5,1,0.168566,1.895654,[54 42] ; [34 16],[57.8630137 38.1369863] ; [30.1369863 19.8630137],0
p11,1,0.194309,1.684638,[41 55] ; [27 23],[44.71232877 51.28767123] ; [23.28767123 26.71232877],0
v3,1,0.196806,1.665921,[25 66] ; [19 31],[28.39716312 62.60283688] ; [15.60283688 34.39716312],0
p5,1,0.223827,1.479664,[ 1 95] ; [ 2 47],[ 1.9862069 94.0137931] ; [ 1.0137931 47.9862069],0
a6,1,0.254602,1.297873,[54 42] ; [33 17],[57.20547945 38.79452055] ; [29.79452055 20.20547945],0
n4,1,0.263554,1.249995,[64 31] ; [29 21],[60.93103448 34.06896552] ; [32.06896552 17.93103448],0
n2,1,0.338509,0.916071,[22 20] ; [10  5],[23.57894737 18.42105263] ; [8.42105263 6.57894737],0
n3,1,0.352461,0.864577,[19 20] ; [10  6],[20.56363636 18.43636364] ; [8.43636364 7.56363636],0
d2,1,0.353012,0.862601,[49 45] ; [22 28],[46.34722222 47.65277778] ; [24.65277778 25.34722222],0
u3,1,0.425736,0.634426,[21 15] ; [12 13],[19.47540984 16.52459016] ; [13.52459016 11.47540984],0
s8,1,0.430894,0.620413,[16 80] ; [11 39],[17.75342466 78.24657534] ; [ 9.24657534 40.75342466],0
a8,1,0.44574,0.581463,[ 7 81] ; [ 2 43],[ 5.95488722 82.04511278] ; [ 3.04511278 41.95488722],0
b1,1,0.479089,0.500937,[52 44] ; [24 26],[49.97260274 46.02739726] ; [26.02739726 23.97260274],0
s1,1,0.584601,0.298856,[ 7 88] ; [ 5 45],[ 7.86206897 87.13793103] ; [ 4.13793103 45.86206897],0
d4,1,0.585373,0.297629,[68 26] ; [34 16],[66.58333333 27.41666667] ; [35.41666667 14.58333333],0
s4,1,0.590747,0.289179,[14 82] ; [ 9 41],[15.12328767 80.87671233] ; [ 7.87671233 42.12328767],0
a1,1,0.612235,0.256934,[ 8 88] ; [ 3 47],[ 7.23287671 88.76712329] ; [ 3.76712329 46.23287671],0
d1,1,0.624395,0.239739,[42 54] ; [24 26],[43.39726027 52.60273973] ; [22.60273973 27.39726027],0
n5,1,0.743217,0.107319,[54 41] ; [27 23],[53.06896552 41.93103448] ; [27.93103448 22.06896552],0
r2,1,0.755927,0.096618,[79 15] ; [43  7],[79.63888889 14.36111111] ; [42.36111111  7.63888889],0
b4,1,0.758057,0.094885,[62 34] ; [31 19],[61.15068493 34.84931507] ; [31.84931507 18.15068493],0
v1,1,0.777285,0.080009,[31 65] ; [15 35],[30.24657534 65.75342466] ; [15.75342466 34.24657534],0
a2,1,0.794848,0.06761,[17 79] ; [ 8 42],[16.43835616 79.56164384] ; [ 8.56164384 41.43835616],0
s5,1,0.83918,0.041186,[16 80] ; [ 9 41],[16.43835616 79.56164384] ; [ 8.56164384 41.43835616],0
s7,1,0.843911,0.038767,[22 66] ; [13 36],[22.48175182 65.51824818] ; [12.51824818 36.48175182],0
r1,1,0.852485,0.034577,[67 28] ; [36 14],[67.48275862 27.51724138] ; [35.51724138 14.48275862],0
