Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.054475,3.698097,[ 1 16] ; [1 1],[ 1.78947368 15.21052632] ; [0.21052632 1.78947368],0
u1,1,0.054475,3.698097,[ 1 16] ; [1 1],[ 1.78947368 15.21052632] ; [0.21052632 1.78947368],0
s1,1,0.288425,1.126961,[ 3 14] ; [1 1],[ 3.57894737 13.42105263] ; [0.42105263 1.57894737],0
p2,1,0.421317,0.646639,[13  4] ; [1 1],[12.52631579  4.47368421] ; [1.47368421 0.52631579],0
v2,1,0.553516,0.351056,[ 5 12] ; [1 1],[ 5.36842105 11.63157895] ; [0.63157895 1.36842105],0
a4,1,0.683406,0.166317,[ 6 11] ; [1 1],[ 6.26315789 10.73684211] ; [0.73684211 1.26315789],0
d4,1,0.683406,0.166317,[11  6] ; [1 1],[10.73684211  6.26315789] ; [1.26315789 0.73684211],0
d1,1,0.811055,0.057152,[ 7 10] ; [1 1],[7.15789474 9.84210526] ; [0.84210526 1.15789474],0
d2,1,0.811055,0.057152,[ 7 10] ; [1 1],[7.15789474 9.84210526] ; [0.84210526 1.15789474],0
d3,1,0.811055,0.057152,[10  7] ; [1 1],[9.84210526 7.15789474] ; [1.15789474 0.84210526],0
p4,1,0.811055,0.057152,[10  7] ; [1 1],[9.84210526 7.15789474] ; [1.15789474 0.84210526],0
p11,1,0.811055,0.057152,[10  7] ; [1 1],[9.84210526 7.15789474] ; [1.15789474 0.84210526],0
d5,1,0.937193,0.006209,[9 8] ; [1 1],[8.94736842 8.05263158] ; [1.05263158 0.94736842],0
s8,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
p3,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
p6,1,0.937193,0.006209,[8 9] ; [1 1],[8.05263158 8.94736842] ; [0.94736842 1.05263158],0
