Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,132.888075,[41 59] ; [424  46],[81.57894737 18.42105263] ; [383.42105263  86.57894737],1
n6,1,1.3e-05,19.050893,[75 28] ; [420  51],[88.82404181 14.17595819] ; [406.17595819  64.82404181],1
n5,1,2.3e-05,17.918704,[56 48] ; [351 119],[73.74216028 30.25783972] ; [333.25783972 136.74216028],1
s6,1,0.000217,13.676581,[49 54] ; [314 155],[65.36538462 37.63461538] ; [297.63461538 171.36538462],1
p4,1,0.000319,12.954666,[41 63] ; [277 194],[57.51652174 46.48347826] ; [260.48347826 210.51652174],1
p2,1,0.000336,12.857889,[76 28] ; [412  61],[87.95840555 16.04159445] ; [400.04159445  72.95840555],1
p8,1,0.000635,11.670657,[36 66] ; [252 215],[51.62741652 50.37258348] ; [236.37258348 230.62741652],1
p3,1,0.000671,11.567872,[29 75] ; [219 256],[44.54576857 59.45423143] ; [203.45423143 271.54576857],1
a7,1,0.001678,9.872521,[61 42] ; [355 121],[74.00345423 28.99654577] ; [341.99654577 134.00345423],0
d5,1,0.001822,9.720341,[70 34] ; [387  90],[81.80378657 22.19621343] ; [375.19621343 101.80378657],0
a5,1,0.002761,8.958951,[58 46] ; [338 139],[70.88468158 33.11531842] ; [325.11531842 151.88468158],0
r4,1,0.003972,8.296549,[84 20] ; [433  45],[92.38487973 11.61512027] ; [424.61512027  53.38487973],0
s7,1,0.004745,7.974145,[32 68] ; [218 241],[44.72271914 55.27728086] ; [205.27728086 253.72271914],0
s2,1,0.004971,7.890081,[34 68] ; [229 242],[46.81675393 55.18324607] ; [216.18324607 254.81675393],0
v4,1,0.006367,7.443388,[93 11] ; [454  19],[98.59272097  5.40727903] ; [448.40727903  24.59272097],0
r3,1,0.006422,7.427956,[94  9] ; [461  14],[98.90138408  4.09861592] ; [456.09861592  18.90138408],0
v1,1,0.007305,7.196315,[40 62] ; [250 214],[52.2614841 49.7385159] ; [237.7385159 226.2614841],0
p7,1,0.01163,6.366424,[51 52] ; [289 170],[62.31316726 40.68683274] ; [277.68683274 181.31316726],0
r2,1,0.012937,6.177649,[91 12] ; [447  24],[96.54006969  6.45993031] ; [441.45993031  29.54006969],0
s8,1,0.015637,5.843187,[30 73] ; [199 275],[40.87868284 62.12131716] ; [188.12131716 285.87868284],0
