Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.023868,5.104167,[2 1] ; [ 1 11],[0.6 2.4] ; [2.4 9.6],0
p2,1,0.023868,5.104167,[1 2] ; [11  1],[2.4 0.6] ; [9.6 2.4],0
v1,1,0.170904,1.875,[2 1] ; [3 9],[1. 2.] ; [4. 8.],0
p12,1,0.254565,1.298077,[1 2] ; [ 1 11],[0.4 2.6] ; [ 1.6 10.4],0
u1,1,0.254565,1.298077,[1 2] ; [ 1 11],[0.4 2.6] ; [ 1.6 10.4],0
p1,1,0.254565,1.298077,[1 2] ; [ 1 11],[0.4 2.6] ; [ 1.6 10.4],0
s2,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
p4,1,0.291841,1.111111,[1 2] ; [8 4],[1.8 1.2] ; [7.2 4.8],0
p11,1,0.437558,0.602679,[1 2] ; [7 5],[1.6 1.4] ; [6.4 5.6],0
b1,1,0.437558,0.602679,[2 1] ; [5 7],[1.4 1.6] ; [5.6 6.4],0
r4,1,0.437558,0.602679,[1 2] ; [7 5],[1.6 1.4] ; [6.4 5.6],0
n6,1,0.518605,0.416667,[2 1] ; [10  2],[2.4 0.6] ; [9.6 2.4],0
p8,1,0.604773,0.267857,[2 1] ; [6 6],[1.6 1.4] ; [6.4 5.6],0
n3,1,0.77816,0.079365,[1 2] ; [3 4],[1.2 1.8] ; [2.8 4.2],0
s6,1,0.792147,0.069444,[2 1] ; [7 5],[1.8 1.2] ; [7.2 4.8],0
p3,1,0.792147,0.069444,[1 2] ; [5 7],[1.2 1.8] ; [4.8 7.2],0
v2,1,0.836813,0.042424,[1 2] ; [3 8],[0.85714286 2.14285714] ; [3.14285714 7.85714286],0
s5,1,0.92265,0.009428,[1 2] ; [4 7],[1.07142857 1.92857143] ; [3.92857143 7.07142857],0
v3,1,0.92265,0.009428,[1 2] ; [4 7],[1.07142857 1.92857143] ; [3.92857143 7.07142857],0
b5,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
a3,1,1.0,0.0,[2 1] ; [8 4],[2. 1.] ; [8. 4.],0
