Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.007178,7.227846,[9 2] ; [12 22],[5.13333333 5.86666667] ; [15.86666667 18.13333333],0
p7,1,0.012675,6.21386,[9 2] ; [14 22],[5.38297872 5.61702128] ; [17.61702128 18.38297872],0
b5,1,0.019729,5.43573,[9 2] ; [15 21],[5.61702128 5.38297872] ; [18.38297872 17.61702128],0
p4,1,0.019729,5.43573,[9 2] ; [15 21],[5.61702128 5.38297872] ; [18.38297872 17.61702128],0
p2,1,0.032702,4.561299,[10  1] ; [20 16],[7.0212766 3.9787234] ; [22.9787234 13.0212766],0
a6,1,0.049016,3.874803,[8 3] ; [14 22],[5.14893617 5.85106383] ; [16.85106383 19.14893617],0
p8,1,0.056234,3.645104,[7 4] ; [11 24],[4.30434783 6.69565217] ; [13.69565217 21.30434783],0
d5,1,0.061763,3.489394,[9 2] ; [18 18],[6.31914894 4.68085106] ; [20.68085106 15.31914894],0
v1,1,0.0658,3.384801,[6 5] ; [ 9 27],[3.5106383 7.4893617] ; [11.4893617 24.5106383],0
u1,1,0.06738,3.345711,[2 9] ; [ 1 35],[ 0.70212766 10.29787234] ; [ 2.29787234 33.70212766],0
a8,1,0.079338,3.078409,[4 7] ; [ 4 28],[2.04651163 8.95348837] ; [ 5.95348837 26.04651163],0
s8,1,0.083369,2.997974,[5 6] ; [ 7 29],[2.80851064 8.19148936] ; [ 9.19148936 26.80851064],0
r1,1,0.101066,2.68864,[6 5] ; [10 26],[3.74468085 7.25531915] ; [12.25531915 23.74468085],0
p3,1,0.101066,2.68864,[6 5] ; [10 26],[3.74468085 7.25531915] ; [12.25531915 23.74468085],0
p11,1,0.115691,2.474702,[10  1] ; [24 12],[7.95744681 3.04255319] ; [26.04255319  9.95744681],0
r4,1,0.131664,2.272773,[5 6] ; [ 8 28],[3.04255319 7.95744681] ; [ 9.95744681 26.04255319],0
a7,1,0.148492,2.087672,[7 4] ; [14 22],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
u2,1,0.193472,1.69098,[4 1] ; [8 9],[2.72727273 2.27272727] ; [9.27272727 7.72727273],0
p10,1,0.220055,1.504011,[9 2] ; [21 13],[7.33333333 3.66666667] ; [22.66666667 11.33333333],0
s5,1,0.30127,1.068562,[3 8] ; [ 5 31],[1.87234043 9.12765957] ; [ 6.12765957 29.87234043],0
b3,1,0.332922,0.9375,[3 3] ; [ 7 17],[2. 4.] ; [ 8. 16.],0
b2,1,0.332922,0.9375,[3 3] ; [ 7 17],[2. 4.] ; [ 8. 16.],0
v3,1,0.34651,0.886195,[4 7] ; [ 8 28],[2.80851064 8.19148936] ; [ 9.19148936 26.80851064],0
n2,1,0.347756,0.881629,[1 2] ; [10  6],[1.73684211 1.26315789] ; [9.26315789 6.73684211],0
s7,1,0.359397,0.84,[4 6] ; [ 8 24],[2.85714286 7.14285714] ; [ 9.14285714 22.85714286],0
s2,1,0.373541,0.791851,[4 7] ; [ 8 27],[2.86956522 8.13043478] ; [ 9.13043478 25.86956522],0
s6,1,0.452095,0.565393,[6 5] ; [15 21],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
n6,1,0.493828,0.468174,[7 4] ; [26  9],[7.89130435 3.10869565] ; [25.10869565  9.89130435],0
p9,1,0.546494,0.363636,[9 2] ; [24  9],[8.25 2.75] ; [24.75  8.25],0
a4,1,0.585786,0.296974,[4 7] ; [10 26],[3.27659574 7.72340426] ; [10.72340426 25.27659574],0
n3,1,0.595732,0.281481,[1 2] ; [8 8],[1.42105263 1.57894737] ; [7.57894737 8.42105263],0
s3,1,0.624186,0.240028,[4 7] ; [10 25],[3.34782609 7.65217391] ; [10.65217391 24.34782609],0
v4,1,0.635207,0.225065,[7 4] ; [20 16],[6.31914894 4.68085106] ; [20.68085106 15.31914894],0
s4,1,0.640192,0.218492,[2 9] ; [ 9 27],[2.57446809 8.42553191] ; [ 8.42553191 27.57446809],0
r3,1,0.665161,0.187315,[8 3] ; [23 12],[7.41304348 3.58695652] ; [23.58695652 11.41304348],0
a2,1,0.674632,0.176232,[ 1 10] ; [ 2 34],[ 0.70212766 10.29787234] ; [ 2.29787234 33.70212766],0
u3,1,0.677856,0.172549,[1 4] ; [ 5 12],[1.36363636 3.63636364] ; [ 4.63636364 12.36363636],0
d3,1,0.69776,0.150813,[5 6] ; [14 22],[4.44680851 6.55319149] ; [14.55319149 21.44680851],0
d4,1,0.753776,0.098385,[7 4] ; [21 15],[6.55319149 4.44680851] ; [21.44680851 14.55319149],0
b4,1,0.791827,0.069664,[6 5] ; [18 18],[5.61702128 5.38297872] ; [18.38297872 17.61702128],0
n4,1,0.834944,0.043416,[8 3] ; [25 11],[7.72340426 3.27659574] ; [25.27659574 10.72340426],0
d1,1,0.879744,0.02289,[3 8] ; [ 9 27],[2.80851064 8.19148936] ; [ 9.19148936 26.80851064],0
a5,1,0.918098,0.010574,[6 5] ; [19 17],[5.85106383 5.14893617] ; [19.14893617 16.85106383],0
b1,1,0.918098,0.010574,[6 5] ; [19 17],[5.85106383 5.14893617] ; [19.14893617 16.85106383],0
p5,1,0.936794,0.006288,[2 9] ; [ 6 29],[1.91304348 9.08695652] ; [ 6.08695652 28.91304348],0
d2,1,0.987829,0.000233,[4 7] ; [13 23],[3.9787234 7.0212766] ; [13.0212766 22.9787234],0
a3,1,0.987964,0.000228,[6 5] ; [19 16],[5.97826087 5.02173913] ; [19.02173913 15.97826087],0
