Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
b3,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
b4,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
a6,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
u1,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
s8,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
a2,1,1.0,0.0,[1 2] ; [1 2],[1. 2.] ; [1. 2.],0
a3,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
a4,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
a7,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
d3,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
v1,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
v2,1,1.0,0.0,[2 1] ; [2 1],[2. 1.] ; [2. 1.],0
