Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.044888,4.022857,[9 1] ; [6 6],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
a4,1,0.044888,4.022857,[1 9] ; [6 6],[3.18181818 6.81818182] ; [3.81818182 8.18181818],0
p11,1,0.086768,2.933333,[7 3] ; [4 8],[5. 5.] ; [6. 6.],0
a3,1,0.094638,2.793651,[5 5] ; [10  2],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
d5,1,0.094638,2.793651,[5 5] ; [10  2],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
r1,1,0.096401,2.764103,[6 4] ; [3 9],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
p4,1,0.096791,2.757639,[9 1] ; [7 5],[7.27272727 2.72727273] ; [8.72727273 3.27272727],0
s6,1,0.142117,2.154882,[7 2] ; [5 6],[5.4 3.6] ; [6.6 4.4],0
r3,1,0.145251,2.121429,[8 2] ; [6 6],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
d1,1,0.183864,1.766111,[3 7] ; [7 5],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
s8,1,0.221099,1.497222,[4 6] ; [ 2 10],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
d3,1,0.224839,1.473214,[5 5] ; [9 3],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
s3,1,0.224839,1.473214,[5 5] ; [9 3],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
b1,1,0.224839,1.473214,[5 5] ; [9 3],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
r4,1,0.224839,1.473214,[5 5] ; [3 9],[3.63636364 6.36363636] ; [4.36363636 7.63636364],0
a6,1,0.224839,1.473214,[5 5] ; [9 3],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
n6,1,0.349575,0.875,[7 2] ; [7 5],[6. 3.] ; [8. 4.],0
a5,1,0.363722,0.825,[9 1] ; [9 3],[8.18181818 1.81818182] ; [9.81818182 2.18181818],0
s1,1,0.427205,0.630409,[2 8] ; [ 1 11],[1.36363636 8.63636364] ; [ 1.63636364 10.36363636],0
p5,1,0.427205,0.630409,[2 8] ; [ 1 11],[1.36363636 8.63636364] ; [ 1.63636364 10.36363636],0
b4,1,0.428539,0.626781,[5 5] ; [8 4],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
r2,1,0.451967,0.565714,[6 4] ; [9 3],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
n4,1,0.451967,0.565714,[6 4] ; [9 3],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
p10,1,0.571107,0.320833,[7 3] ; [7 5],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
a7,1,0.571107,0.320833,[3 7] ; [5 7],[3.63636364 6.36363636] ; [4.36363636 7.63636364],0
b5,1,0.63904,0.22,[6 4] ; [6 6],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
s7,1,0.639207,0.21978,[3 7] ; [4 6],[3.5 6.5] ; [3.5 6.5],0
v2,1,0.695895,0.152778,[5 5] ; [5 7],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
v1,1,0.695895,0.152778,[5 5] ; [5 7],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
n2,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
n1,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
a8,1,0.718816,0.12963,[1 8] ; [ 2 10],[1.28571429 7.71428571] ; [ 1.71428571 10.28571429],0
p2,1,0.746188,0.104762,[6 4] ; [8 4],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
d4,1,0.793166,0.06875,[7 3] ; [9 3],[7.27272727 2.72727273] ; [8.72727273 3.27272727],0
s4,1,0.793166,0.06875,[3 7] ; [3 9],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
b2,1,0.838464,0.041558,[2 5] ; [3 6],[2.1875 4.8125] ; [2.8125 6.1875],0
b3,1,0.838464,0.041558,[2 5] ; [3 6],[2.1875 4.8125] ; [2.8125 6.1875],0
n5,1,0.867258,0.027937,[7 3] ; [8 4],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
p9,1,0.867258,0.027937,[7 3] ; [8 4],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
s5,1,0.890106,0.019091,[3 7] ; [3 8],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
v3,1,0.890106,0.019091,[3 7] ; [3 8],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
p6,1,0.936898,0.006268,[4 6] ; [5 7],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
d2,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
s2,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
