Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000474,12.213683,[8 3] ; [ 6 29],[3.34782609 7.65217391] ; [10.65217391 24.34782609],1
p4,1,0.001392,10.216887,[9 2] ; [10 26],[4.44680851 6.55319149] ; [14.55319149 21.44680851],0
s6,1,0.003936,8.312968,[8 3] ; [ 9 27],[3.9787234 7.0212766] ; [13.0212766 22.9787234],0
p3,1,0.005033,7.867501,[7 4] ; [ 7 29],[3.27659574 7.72340426] ; [10.72340426 25.27659574],0
a1,1,0.010833,6.492586,[3 8] ; [ 1 35],[ 0.93617021 10.06382979] ; [ 3.06382979 32.93617021],0
b4,1,0.012618,6.221914,[3 8] ; [25 11],[6.55319149 4.44680851] ; [21.44680851 14.55319149],0
p7,1,0.032531,4.570314,[8 3] ; [13 23],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
p6,1,0.045094,4.015128,[3 8] ; [ 2 33],[1.19565217 9.80434783] ; [ 3.80434783 31.19565217],0
v1,1,0.051128,3.804066,[4 7] ; [ 4 32],[1.87234043 9.12765957] ; [ 6.12765957 29.87234043],0
d5,1,0.061763,3.489394,[2 9] ; [18 18],[4.68085106 6.31914894] ; [15.31914894 20.68085106],0
a7,1,0.061763,3.489394,[2 9] ; [18 18],[4.68085106 6.31914894] ; [15.31914894 20.68085106],0
s7,1,0.117942,2.444444,[5 6] ; [ 7 26],[3. 8.] ; [ 9. 24.],0
a6,1,0.148492,2.087672,[7 4] ; [14 22],[4.91489362 6.08510638] ; [16.08510638 19.91489362],0
s4,1,0.187619,1.736219,[3 8] ; [ 4 32],[1.63829787 9.36170213] ; [ 5.36170213 30.63829787],0
s1,1,0.189038,1.7251,[2 9] ; [ 2 34],[ 0.93617021 10.06382979] ; [ 3.06382979 32.93617021],0
n3,1,0.21289,1.551667,[1 3] ; [9 6],[2.10526316 1.89473684] ; [7.89473684 7.10526316],0
p8,1,0.214552,1.540445,[5 6] ; [ 9 26],[3.34782609 7.65217391] ; [10.65217391 24.34782609],0
u2,1,0.222994,1.485,[4 1] ; [11 11],[2.77777778 2.22222222] ; [12.22222222  9.77777778],0
s8,1,0.246081,1.345418,[4 7] ; [ 7 29],[2.57446809 8.42553191] ; [ 8.42553191 27.57446809],0
r1,1,0.26423,1.246459,[2 9] ; [13 23],[3.5106383 7.4893617] ; [11.4893617 24.5106383],0
p10,1,0.265103,1.241912,[7 4] ; [16 20],[5.38297872 5.61702128] ; [17.61702128 18.38297872],0
s5,1,0.30127,1.068562,[3 8] ; [ 5 31],[1.87234043 9.12765957] ; [ 6.12765957 29.87234043],0
d4,1,0.309785,1.031594,[8 3] ; [20 16],[6.55319149 4.44680851] ; [21.44680851 14.55319149],0
a4,1,0.332692,0.93839,[ 1 10] ; [ 8 28],[2.10638298 8.89361702] ; [ 6.89361702 29.10638298],0
r3,1,0.355583,0.853432,[8 3] ; [20 15],[6.69565217 4.30434783] ; [21.30434783 13.69565217],0
p12,1,0.363951,0.824214,[ 1 10] ; [ 1 35],[ 0.46808511 10.53191489] ; [ 1.53191489 34.46808511],0
n1,1,0.372374,0.795726,[2 2] ; [ 4 11],[1.26315789 2.73684211] ; [ 4.73684211 10.26315789],0
a8,1,0.38597,0.751599,[ 1 10] ; [ 7 27],[1.95555556 9.04444444] ; [ 6.04444444 27.95555556],0
a3,1,0.39596,0.720559,[6 5] ; [14 21],[4.7826087 6.2173913] ; [15.2173913 19.7826087],0
u3,1,0.426285,0.632922,[2 3] ; [ 5 17],[1.2962963 3.7037037] ; [ 5.7037037 16.2962963],0
n6,1,0.503657,0.447222,[7 3] ; [21 15],[6.08695652 3.91304348] ; [21.91304348 14.08695652],0
v3,1,0.538539,0.378254,[2 9] ; [ 4 32],[1.40425532 9.59574468] ; [ 4.59574468 31.40425532],0
n5,1,0.556802,0.345271,[5 6] ; [20 16],[5.85106383 5.14893617] ; [19.14893617 16.85106383],0
n4,1,0.556802,0.345271,[6 5] ; [16 20],[5.14893617 5.85106383] ; [16.85106383 19.14893617],0
a5,1,0.556802,0.345271,[6 5] ; [16 20],[5.14893617 5.85106383] ; [16.85106383 19.14893617],0
b1,1,0.576903,0.311269,[6 5] ; [23 13],[6.78723404 4.21276596] ; [22.21276596 13.78723404],0
b5,1,0.635207,0.225065,[7 4] ; [20 16],[6.31914894 4.68085106] ; [20.68085106 15.31914894],0
p9,1,0.702809,0.145566,[7 4] ; [20 15],[6.45652174 4.54347826] ; [20.54347826 14.45652174],0
d3,1,0.753776,0.098385,[4 7] ; [15 21],[4.44680851 6.55319149] ; [14.55319149 21.44680851],0
b2,1,0.770515,0.08509,[2 6] ; [ 7 16],[2.32258065 5.67741935] ; [ 6.67741935 16.32258065],0
b3,1,0.770515,0.08509,[2 6] ; [ 7 16],[2.32258065 5.67741935] ; [ 6.67741935 16.32258065],0
r4,1,0.774447,0.082118,[2 9] ; [ 8 28],[2.34042553 8.65957447] ; [ 7.65957447 28.34042553],0
p11,1,0.791827,0.069664,[6 5] ; [18 18],[5.61702128 5.38297872] ; [18.38297872 17.61702128],0
p5,1,0.827992,0.047209,[ 1 10] ; [ 4 31],[1.19565217 9.80434783] ; [ 3.80434783 31.19565217],0
p2,1,0.880143,0.022737,[7 4] ; [22 14],[6.78723404 4.21276596] ; [22.21276596 13.78723404],0
n2,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
v4,1,0.918098,0.010574,[6 5] ; [19 17],[5.85106383 5.14893617] ; [19.14893617 16.85106383],0
p1,1,0.937187,0.00621,[ 1 10] ; [ 3 33],[ 0.93617021 10.06382979] ; [ 3.06382979 32.93617021],0
