Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,207.656395,1
n5,1,1e-06,23.985313,1
n6,1,1e-06,23.460804,1
s6,1,9e-06,19.718979,1
p4,1,1.4e-05,18.834109,1
p3,1,3e-05,17.437544,1
p2,1,4.2e-05,16.785335,1
p8,1,5.3e-05,16.340601,1
v4,1,0.000186,13.966174,1
a5,1,0.000204,13.795046,1
d5,1,0.000467,12.244151,1
r4,1,0.000502,12.108685,1
a7,1,0.000759,11.339339,1
s2,1,0.000821,11.192471,1
v1,1,0.000879,11.067074,1
s7,1,0.000989,10.847634,1
p7,1,0.001622,9.934423,0
r3,1,0.002374,9.235463,0
s8,1,0.003268,8.651517,0
d3,1,0.004497,8.071282,0
r2,1,0.005112,7.839335,0
d1,1,0.006226,7.483584,0
v2,1,0.007587,7.128554,0
v3,1,0.009465,6.732957,0
n4,1,0.009771,6.676249,0
p5,1,0.013139,6.150272,0
p12,1,0.014356,5.993817,0
s5,1,0.023066,5.163511,0
s3,1,0.023407,5.138031,0
a6,1,0.030824,4.662736,0
d4,1,0.04413,4.051573,0
a3,1,0.054604,3.694144,0
r1,1,0.083732,2.990941,0
a2,1,0.116174,2.468154,0
b3,1,0.120193,2.414809,0
b2,1,0.120193,2.414809,0
p1,1,0.124105,2.364738,0
u2,1,0.15003,2.07195,0
s4,1,0.264797,1.243505,0
u1,1,0.269305,1.220283,0
p6,1,0.306204,1.046979,0
s1,1,0.327552,0.95855,0
b4,1,0.364869,0.821065,0
d2,1,0.372607,0.794952,0
a1,1,0.49216,0.471801,0
a8,1,0.746816,0.104226,0
u3,1,0.787481,0.072675,0
n1,1,0.807806,0.059174,0
n3,1,0.900418,0.015658,0
n2,1,0.966809,0.001731,0
a4,1,0.97788,0.000769,0
b5,1,0.994432,4.9e-05,0
