Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.268807,1.222826,[1 1] ; [ 4 19],[0.4 1.6] ; [ 4.6 18.4],0
d4,1,0.268807,1.222826,[1 1] ; [19  4],[1.6 0.4] ; [18.4  4.6],0
v1,1,0.420246,0.649627,[1 1] ; [16  5],[1.47826087 0.52173913] ; [15.52173913  5.47826087],0
a5,1,0.470027,0.521912,[1 1] ; [17  6],[1.44 0.56] ; [16.56  6.44],0
p2,1,0.498389,0.458365,[1 1] ; [16  6],[1.41666667 0.58333333] ; [15.58333333  6.41666667],0
a7,1,0.569399,0.323689,[1 1] ; [16  7],[1.36 0.64] ; [15.64  7.36],0
p8,1,0.667167,0.184934,[1 1] ; [15  8],[1.28 0.72] ; [14.72  8.28],0
b4,1,0.667167,0.184934,[1 1] ; [15  8],[1.28 0.72] ; [14.72  8.28],0
p6,1,0.702918,0.145455,[1 1] ; [ 8 14],[0.75 1.25] ; [ 8.25 13.75],0
b2,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
b3,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
p7,1,0.741681,0.108655,[1 1] ; [13  8],[1.2173913 0.7826087] ; [12.7826087  8.2173913],0
a3,1,0.763441,0.09058,[1 1] ; [14  9],[1.2 0.8] ; [13.8  9.2],0
b5,1,0.763441,0.09058,[1 1] ; [14  9],[1.2 0.8] ; [13.8  9.2],0
v2,1,0.802839,0.062338,[1 1] ; [ 9 13],[0.83333333 1.16666667] ; [ 9.16666667 12.83333333],0
s7,1,0.901694,0.015257,[1 1] ; [12 10],[1.08333333 0.91666667] ; [11.91666667 10.08333333],0
a6,1,0.952933,0.003484,[1 1] ; [11 12],[0.96 1.04] ; [11.04 11.96],0
d2,1,0.952933,0.003484,[1 1] ; [11 12],[0.96 1.04] ; [11.04 11.96],0
s2,1,0.952933,0.003484,[1 1] ; [11 12],[0.96 1.04] ; [11.04 11.96],0
s8,1,0.952933,0.003484,[1 1] ; [11 12],[0.96 1.04] ; [11.04 11.96],0
b1,1,0.952933,0.003484,[1 1] ; [12 11],[1.04 0.96] ; [11.96 11.04],0
s3,1,1.0,0.0,[1 1] ; [11 11],[1. 1.] ; [11. 11.],0
