Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.019,5.501491,[1 1] ; [62  4],[1.85294118 0.14705882] ; [61.14705882  4.85294118],0
s6,1,0.289028,1.124142,[1 1] ; [54 13],[1.5942029 0.4057971] ; [53.4057971 13.5942029],0
n4,1,0.398266,0.713556,[1 1] ; [16 51],[0.49275362 1.50724638] ; [16.50724638 50.49275362],0
b4,1,0.470463,0.520888,[1 1] ; [49 18],[1.44927536 0.55072464] ; [48.55072464 18.44927536],0
v3,1,0.527246,0.399697,[1 1] ; [19 46],[0.59701493 1.40298507] ; [19.40298507 45.59701493],0
a5,1,0.576917,0.311246,[1 1] ; [46 21],[1.36231884 0.63768116] ; [45.63768116 21.36231884],0
a3,1,0.693555,0.155264,[1 1] ; [42 24],[1.26470588 0.73529412] ; [41.73529412 24.26470588],0
a4,1,0.783067,0.075803,[1 1] ; [27 40],[0.8115942 1.1884058] ; [27.1884058 39.8115942],0
s8,1,0.783067,0.075803,[1 1] ; [27 40],[0.8115942 1.1884058] ; [27.1884058 39.8115942],0
d1,1,0.883644,0.021419,[1 1] ; [37 30],[1.10144928 0.89855072] ; [36.89855072 30.10144928],0
p3,1,0.93259,0.007155,[1 1] ; [31 35],[0.94117647 1.05882353] ; [31.05882353 34.94117647],0
b5,1,0.950198,0.003901,[1 1] ; [35 32],[1.04347826 0.95652174] ; [34.95652174 32.04347826],0
d2,1,0.950198,0.003901,[1 1] ; [32 35],[0.95652174 1.04347826] ; [32.04347826 34.95652174],0
a6,1,0.983404,0.000433,[1 1] ; [34 33],[1.01449275 0.98550725] ; [33.98550725 33.01449275],0
s7,1,1.0,0.0,[1 1] ; [32 32],[1. 1.] ; [32. 32.],0
p4,1,1.0,0.0,[1 1] ; [33 33],[1. 1.] ; [33. 33.],0
