Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.045415,4.003145,[ 4 47] ; [1 1],[ 4.81132075 46.18867925] ; [0.18867925 1.81132075],0
s8,1,0.078418,3.097379,[ 5 46] ; [1 1],[ 5.77358491 45.22641509] ; [0.22641509 1.77358491],0
s7,1,0.340349,0.909116,[10 37] ; [1 1],[10.55102041 36.44897959] ; [0.44897959 1.55102041],0
n4,1,0.487413,0.482233,[14 37] ; [1 1],[14.43396226 36.56603774] ; [0.56603774 1.43396226],0
s2,1,0.487413,0.482233,[14 37] ; [1 1],[14.43396226 36.56603774] ; [0.56603774 1.43396226],0
p8,1,0.500688,0.453477,[14 36] ; [1 1],[14.42307692 35.57692308] ; [0.57692308 1.42307692],0
p4,1,0.625393,0.23836,[17 34] ; [1 1],[17.32075472 33.67924528] ; [0.67924528 1.32075472],0
s6,1,0.670534,0.180978,[18 33] ; [1 1],[18.28301887 32.71698113] ; [0.71698113 1.28301887],0
p7,1,0.732311,0.117,[19 31] ; [1 1],[19.23076923 30.76923077] ; [0.76923077 1.23076923],0
v2,1,0.749961,0.101564,[19 30] ; [1 1],[19.21568627 29.78431373] ; [0.78431373 1.21568627],0
d1,1,0.803809,0.061713,[21 30] ; [1 1],[21.16981132 29.83018868] ; [0.83018868 1.16981132],0
b1,1,0.891334,0.018664,[28 23] ; [1 1],[27.90566038 23.09433962] ; [1.09433962 0.90566038],0
a3,1,0.911402,0.012381,[27 23] ; [1 1],[26.92307692 23.07692308] ; [1.07692308 0.92307692],0
