Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.6e-05,17.091671,[15 28] ; [36 10],[24.64044944 18.35955056] ; [26.35955056 19.64044944],1
p6,1,0.002177,9.394336,[10 34] ; [24 20],[17. 27.] ; [17. 27.],0
p4,1,0.003155,8.715415,[15 29] ; [30 16],[22. 22.] ; [23. 23.],0
a7,1,0.020106,5.402668,[21 23] ; [33 13],[26.4 17.6] ; [27.6 18.4],0
v3,1,0.02256,5.202038,[ 6 36] ; [16 29],[10.62068966 31.37931034] ; [11.37931034 33.62068966],0
s8,1,0.022828,5.181562,[ 6 37] ; [16 30],[10.62921348 32.37078652] ; [11.37078652 34.62921348],0
d5,1,0.026387,4.930453,[22 21] ; [34 12],[27.05617978 15.94382022] ; [28.94382022 17.05617978],0
d1,1,0.027047,4.887839,[12 32] ; [23 23],[17.11111111 26.88888889] ; [17.88888889 28.11111111],0
b5,1,0.027192,4.8786,[26 18] ; [37  9],[30.8 13.2] ; [32.2 13.8],0
n3,1,0.044361,4.042781,[15  2] ; [6 5],[12.75  4.25] ; [8.25 2.75],0
p11,1,0.059284,3.557312,[20 24] ; [30 16],[24.44444444 19.55555556] ; [25.55555556 20.44444444],0
a6,1,0.075515,3.158876,[20 23] ; [30 16],[24.15730337 18.84269663] ; [25.84269663 20.15730337],0
s6,1,0.112416,2.519921,[18 25] ; [27 19],[21.74157303 21.25842697] ; [23.25842697 22.74157303],0
p2,1,0.172961,1.857094,[31 13] ; [38  8],[33.73333333 10.26666667] ; [35.26666667 10.73333333],0
p1,1,0.175348,1.836615,[ 1 43] ; [ 4 41],[ 2.47191011 41.52808989] ; [ 2.52808989 42.47191011],0
u3,1,0.175441,1.835827,[ 8 14] ; [13 10],[10.26666667 11.73333333] ; [10.73333333 12.26666667],0
v2,1,0.176581,1.826165,[15 27] ; [23 23],[18.13636364 23.86363636] ; [19.86363636 26.13636364],0
n6,1,0.199235,1.647974,[26 17] ; [33 12],[28.82954545 14.17045455] ; [30.17045455 14.82954545],0
s7,1,0.205987,1.599408,[10 31] ; [17 29],[12.72413793 28.27586207] ; [14.27586207 31.72413793],0
s2,1,0.254079,1.300736,[14 30] ; [20 26],[16.62222222 27.37777778] ; [17.37777778 28.62222222],0
r3,1,0.26074,1.264822,[38  6] ; [43  3],[39.6  4.4] ; [41.4  4.6],0
r2,1,0.296309,1.090732,[37  7] ; [42  4],[38.62222222  5.37777778] ; [40.37777778  5.62222222],0
a5,1,0.297127,1.087045,[21 23] ; [27 19],[23.46666667 20.53333333] ; [24.53333333 21.46666667],0
b3,1,0.417485,0.657383,[ 7 18] ; [ 5 22],[ 5.76923077 19.23076923] ; [ 6.23076923 20.76923077],0
b2,1,0.417485,0.657383,[ 7 18] ; [ 5 22],[ 5.76923077 19.23076923] ; [ 6.23076923 20.76923077],0
p5,1,0.430109,0.62253,[ 2 42] ; [ 4 42],[ 2.93333333 41.06666667] ; [ 3.06666667 42.93333333],0
d4,1,0.456762,0.553817,[28 14] ; [34 12],[29.59090909 12.40909091] ; [32.40909091 13.59090909],0
u2,1,0.474063,0.51249,[10 10] ; [ 9 14],[ 8.8372093 11.1627907] ; [10.1627907 12.8372093],0
p3,1,0.509171,0.435771,[18 26] ; [22 24],[19.55555556 24.44444444] ; [20.44444444 25.55555556],0
v1,1,0.533306,0.388087,[15 28] ; [19 27],[16.42696629 26.57303371] ; [17.57303371 28.42696629],0
n2,1,0.544356,0.367526,[14  3] ; [8 3],[13.35714286  3.64285714] ; [8.64285714 2.35714286],0
r1,1,0.597228,0.279197,[29 15] ; [32 13],[30.15730337 13.84269663] ; [30.84269663 14.15730337],0
