Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.5e-05,17.114805,[54 12] ; [2 8],[48.63157895 17.36842105] ; [7.36842105 2.63157895],1
r1,1,0.000421,12.436364,[54 12] ; [3 7],[49.5 16.5] ; [7.5 2.5],1
b4,1,0.016101,5.791766,[40 26] ; [2 8],[36.47368421 29.52631579] ; [5.52631579 4.47368421],0
b1,1,0.027342,4.869077,[35 31] ; [9 1],[38.21052632 27.78947368] ; [5.78947368 4.21052632],0
n4,1,0.033497,4.520196,[37 29] ; [2 8],[33.86842105 32.13157895] ; [5.13157895 4.86842105],0
d1,1,0.062883,3.459663,[34 32] ; [2 8],[31.26315789 34.73684211] ; [4.73684211 5.26315789],0
a1,1,0.066203,3.37475,[ 3 63] ; [2 8],[ 4.34210526 61.65789474] ; [0.65789474 9.34210526],0
s2,1,0.100518,2.697303,[31 34] ; [2 8],[28.6 36.4] ; [4.4 5.6],0
n5,1,0.100518,2.697303,[31 34] ; [2 8],[28.6 36.4] ; [4.4 5.6],0
b5,1,0.154152,2.030672,[42 24] ; [4 6],[39.94736842 26.05263158] ; [6.05263158 3.94736842],0
n3,1,0.189927,1.718182,[17  5] ; [3 3],[15.71428571  6.28571429] ; [4.28571429 1.71428571],0
d5,1,0.192819,1.695948,[52 14] ; [6 4],[50.36842105 15.63157895] ; [7.63157895 2.36842105],0
r3,1,0.194567,1.682692,[56  9] ; [7 3],[54.6 10.4] ; [8.4 1.6],0
p3,1,0.219045,1.510616,[28 36] ; [2 7],[26.30136986 37.69863014] ; [3.69863014 5.30136986],0
b3,1,0.234333,1.414364,[16 22] ; [1 5],[14.68181818 23.31818182] ; [2.31818182 3.68181818],0
b2,1,0.234333,1.414364,[16 22] ; [1 5],[14.68181818 23.31818182] ; [2.31818182 3.68181818],0
s8,1,0.236096,1.403752,[26 40] ; [2 8],[24.31578947 41.68421053] ; [3.68421053 6.31578947],0
v3,1,0.277247,1.180533,[23 38] ; [2 8],[21.47887324 39.52112676] ; [3.52112676 6.47887324],0
a5,1,0.30478,1.053162,[44 22] ; [5 5],[42.55263158 23.44736842] ; [6.44736842 3.55263158],0
p2,1,0.320558,0.986667,[48 16] ; [6 4],[46.7027027 17.2972973] ; [7.2972973 2.7027027],0
p9,1,0.336104,0.925235,[47 16] ; [6 4],[45.73972603 17.26027397] ; [7.26027397 2.73972603],0
p7,1,0.383087,0.760771,[28 34] ; [6 4],[29.27777778 32.72222222] ; [4.72222222 5.27777778],0
v4,1,0.403019,0.699301,[58  7] ; [8 2],[57.2  7.8] ; [8.8 1.2],0
d3,1,0.408103,0.684319,[42 24] ; [5 5],[40.81578947 25.18421053] ; [6.18421053 3.81578947],0
a2,1,0.461032,0.543388,[13 53] ; [1 9],[12.15789474 53.84210526] ; [1.84210526 8.15789474],0
n1,1,0.468084,0.526496,[11 11] ; [2 4],[10.21428571 11.78571429] ; [2.78571429 3.21428571],0
s1,1,0.498938,0.457195,[ 3 60] ; [1 9],[ 3.45205479 59.54794521] ; [0.54794521 9.45205479],0
p12,1,0.508481,0.437192,[ 3 59] ; [1 9],[ 3.44444444 58.55555556] ; [0.55555556 9.44444444],0
d2,1,0.510731,0.432569,[27 39] ; [3 7],[26.05263158 39.94736842] ; [3.94736842 6.05263158],0
p4,1,0.512375,0.429214,[25 39] ; [5 5],[25.94594595 38.05405405] ; [4.05405405 5.94594595],0
a7,1,0.524787,0.404475,[40 26] ; [5 5],[39.07894737 26.92105263] ; [5.92105263 4.07894737],0
s7,1,0.525161,0.403746,[24 37] ; [5 5],[24.91549296 36.08450704] ; [4.08450704 5.91549296],0
s3,1,0.556273,0.346199,[32 32] ; [4 6],[31.13513514 32.86486486] ; [4.86486486 5.13513514],0
s4,1,0.59403,0.284094,[ 9 57] ; [2 8],[ 9.55263158 56.44736842] ; [1.44736842 8.55263158],0
n2,1,0.594853,0.282828,[17  5] ; [4 2],[16.5  5.5] ; [4.5 1.5],0
v2,1,0.632697,0.228421,[36 26] ; [5 5],[35.30555556 26.69444444] ; [5.69444444 4.30555556],0
s6,1,0.681376,0.168581,[37 28] ; [5 5],[36.4 28.6] ; [5.6 4.4],0
p6,1,0.701928,0.146474,[17 43] ; [2 7],[16.52173913 43.47826087] ; [2.47826087 6.52173913],0
a6,1,0.814817,0.054857,[37 29] ; [6 4],[37.34210526 28.65789474] ; [5.65789474 4.34210526],0
p8,1,0.831719,0.045155,[23 40] ; [4 6],[23.30136986 39.69863014] ; [3.69863014 6.30136986],0
p1,1,0.846594,0.037429,[ 8 58] ; [1 9],[ 7.81578947 58.18421053] ; [1.18421053 8.81578947],0
a3,1,0.857366,0.032302,[48 18] ; [7 3],[47.76315789 18.23684211] ; [7.23684211 2.76315789],0
s5,1,0.926135,0.008595,[18 45] ; [3 7],[18.12328767 44.87671233] ; [2.87671233 7.12328767],0
d4,1,0.930181,0.007677,[52 14] ; [8 2],[52.10526316 13.89473684] ; [7.89473684 2.10526316],0
p10,1,0.93809,0.006033,[38 24] ; [6 4],[37.88888889 24.11111111] ; [6.11111111 3.88888889],0
a4,1,0.970853,0.001335,[26 40] ; [4 6],[26.05263158 39.94736842] ; [3.94736842 6.05263158],0
p11,1,0.970853,0.001335,[40 26] ; [6 4],[39.94736842 26.05263158] ; [6.05263158 3.94736842],0
