Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.105659,2.617976,[ 3 26] ; [1 1],[ 3.74193548 25.25806452] ; [0.25806452 1.74193548],0
p6,1,0.105659,2.617976,[ 3 26] ; [1 1],[ 3.74193548 25.25806452] ; [0.25806452 1.74193548],0
r4,1,0.242238,1.367521,[ 5 25] ; [1 1],[ 5.625 24.375] ; [0.375 1.625],0
v3,1,0.242238,1.367521,[ 5 25] ; [1 1],[ 5.625 24.375] ; [0.375 1.625],0
p3,1,0.320372,0.987429,[ 6 24] ; [1 1],[ 6.5625 23.4375] ; [0.4375 1.5625],0
s7,1,0.439882,0.596591,[ 7 21] ; [1 1],[ 7.46666667 20.53333333] ; [0.53333333 1.46666667],0
d3,1,0.477315,0.504992,[ 8 22] ; [1 1],[ 8.4375 21.5625] ; [0.5625 1.4375],0
p4,1,0.477315,0.504992,[ 8 22] ; [1 1],[ 8.4375 21.5625] ; [0.5625 1.4375],0
s2,1,0.477315,0.504992,[ 8 22] ; [1 1],[ 8.4375 21.5625] ; [0.5625 1.4375],0
n5,1,0.477315,0.504992,[22  8] ; [1 1],[21.5625  8.4375] ; [1.4375 0.5625],0
v1,1,0.554628,0.349091,[ 9 21] ; [1 1],[ 9.375 20.625] ; [0.625 1.375],0
p8,1,0.604773,0.267857,[ 9 19] ; [1 1],[ 9.33333333 18.66666667] ; [0.66666667 1.33333333],0
a7,1,0.630872,0.23088,[10 20] ; [1 1],[10.3125 19.6875] ; [0.6875 1.3125],0
a6,1,0.630872,0.23088,[10 20] ; [1 1],[10.3125 19.6875] ; [0.6875 1.3125],0
s3,1,0.632305,0.228947,[ 9 18] ; [1 1],[ 9.31034483 17.68965517] ; [0.68965517 1.31034483],0
r1,1,0.706082,0.142222,[11 19] ; [1 1],[11.25 18.75] ; [0.75 1.25],0
a5,1,0.706082,0.142222,[11 19] ; [1 1],[11.25 18.75] ; [0.75 1.25],0
p7,1,0.73467,0.114867,[11 18] ; [1 1],[11.22580645 17.77419355] ; [0.77419355 1.22580645],0
p9,1,0.765087,0.089286,[11 17] ; [1 1],[11.2 16.8] ; [0.8 1.2],0
n4,1,0.780394,0.077733,[18 12] ; [1 1],[17.8125 12.1875] ; [1.1875 0.8125],0
b4,1,0.854,0.033862,[17 13] ; [1 1],[16.875 13.125] ; [1.125 0.875],0
n6,1,1.0,0.0,[15 15] ; [1 1],[15. 15.] ; [1. 1.],0
