Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.099923,2.706767,[ 4 34] ; [1 1],[ 4.75 33.25] ; [0.25 1.75],0
a8,1,0.099923,2.706767,[ 4 34] ; [1 1],[ 4.75 33.25] ; [0.25 1.75],0
p6,1,0.163623,1.940418,[ 5 32] ; [1 1],[ 5.69230769 31.30769231] ; [0.30769231 1.69230769],0
v2,1,0.353512,0.860811,[ 8 29] ; [1 1],[ 8.53846154 28.46153846] ; [0.46153846 1.53846154],0
p10,1,0.417955,0.656058,[ 9 28] ; [1 1],[ 9.48717949 27.51282051] ; [0.51282051 1.48717949],0
p7,1,0.464694,0.534565,[10 28] ; [1 1],[10.45 27.55] ; [0.55 1.45],0
p3,1,0.464694,0.534565,[10 28] ; [1 1],[10.45 27.55] ; [0.55 1.45],0
p2,1,0.464694,0.534565,[10 28] ; [1 1],[10.45 27.55] ; [0.55 1.45],0
p4,1,0.526572,0.401003,[11 27] ; [1 1],[11.4 26.6] ; [0.6 1.4],0
v1,1,0.526572,0.401003,[11 27] ; [1 1],[11.4 26.6] ; [0.6 1.4],0
d1,1,0.526572,0.401003,[11 27] ; [1 1],[11.4 26.6] ; [0.6 1.4],0
a4,1,0.545198,0.365991,[11 26] ; [1 1],[11.38461538 25.61538462] ; [0.61538462 1.38461538],0
p9,1,0.545198,0.365991,[11 26] ; [1 1],[11.38461538 25.61538462] ; [0.61538462 1.38461538],0
s3,1,0.669489,0.182201,[13 24] ; [1 1],[13.28205128 23.71794872] ; [0.71794872 1.28205128],0
r1,1,0.767097,0.087719,[15 23] ; [1 1],[15.2 22.8] ; [0.8 1.2],0
d4,1,0.825767,0.048459,[22 16] ; [1 1],[21.85 16.15] ; [1.15 0.85],0
d3,1,0.825767,0.048459,[16 22] ; [1 1],[16.15 21.85] ; [0.85 1.15],0
a3,1,0.851116,0.035229,[21 16] ; [1 1],[20.87179487 16.12820513] ; [1.12820513 0.87179487],0
b5,1,0.884059,0.021265,[17 21] ; [1 1],[17.1 20.9] ; [0.9 1.1],0
a6,1,0.884059,0.021265,[17 21] ; [1 1],[17.1 20.9] ; [0.9 1.1],0
a5,1,0.942094,0.005276,[20 18] ; [1 1],[19.95 18.05] ; [1.05 0.95],0
b4,1,0.942094,0.005276,[20 18] ; [1 1],[19.95 18.05] ; [1.05 0.95],0
