Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.352739,[165 120] ; [18 47],[149.01428571 135.98571429] ; [33.98571429 31.01428571],1
p8,1,1.6e-05,18.602659,[135 153] ; [13 57],[119.06145251 168.93854749] ; [28.93854749 41.06145251],1
a7,1,0.000239,13.497461,[218  77] ; [36 34],[205.28767123  89.71232877] ; [48.71232877 21.28767123],1
v4,1,0.000696,11.500725,[278  13] ; [59 11],[271.65373961  19.34626039] ; [65.34626039  4.65373961],1
d5,1,0.000871,11.083937,[234  62] ; [42 28],[223.21311475  72.78688525] ; [52.78688525 17.21311475],1
p4,1,0.001672,9.878841,[124 170] ; [15 54],[112.5785124 181.4214876] ; [26.4214876 42.5785124],0
u4,1,0.002831,8.913301,[  2 294] ; [ 4 66],[  4.85245902 291.14754098] ; [ 1.14754098 68.85245902],0
p10,1,0.003712,8.419816,[239  54] ; [46 24],[230.04132231  62.95867769] ; [54.95867769 15.04132231],0
p9,1,0.006761,7.335457,[247  44] ; [49 20],[239.26666667  51.73333333] ; [56.73333333 12.26666667],0
b1,1,0.00781,7.076546,[ 79 217] ; [30 40],[ 88.15300546 207.84699454] ; [20.84699454 49.15300546],0
a5,1,0.009132,6.796746,[205  91] ; [37 33],[195.71584699 100.28415301] ; [46.28415301 23.71584699],0
r1,1,0.015452,5.864196,[234  61] ; [46 24],[226.30136986  68.69863014] ; [53.69863014 16.30136986],0
n1,1,0.054263,3.7046,[24 51] ; [12 10],[27.83505155 47.16494845] ; [ 8.16494845 13.83505155],0
d3,1,0.067418,3.344803,[207  89] ; [41 29],[200.56830601  95.43169399] ; [47.43169399 22.56830601],0
p6,1,0.08886,2.894914,[ 80 213] ; [12 57],[ 74.4640884 218.5359116] ; [17.5359116 51.4640884],0
p12,1,0.092711,2.826666,[ 14 279] ; [ 7 63],[ 16.95041322 276.04958678] ; [ 4.04958678 65.95041322],0
n4,1,0.094297,2.79944,[219  76] ; [45 25],[213.36986301  81.63013699] ; [50.63013699 19.36986301],0
a8,1,0.098357,2.731977,[ 45 225] ; [ 6 63],[ 40.61946903 229.38053097] ; [10.38053097 58.61946903],0
b4,1,0.174921,1.840253,[177 119] ; [48 22],[181.96721311 114.03278689] ; [43.03278689 26.96721311],0
r2,1,0.177401,1.819265,[268  23] ; [60  9],[265.13333333  25.86666667] ; [62.86666667  6.13333333],0
n6,1,0.201548,1.63112,[245  48] ; [54 16],[241.3415978  51.6584022] ; [57.6584022 12.3415978],0
a6,1,0.207861,1.586264,[197  99] ; [41 29],[192.48087432 103.51912568] ; [45.51912568 24.48087432],0
r3,1,0.214649,1.539789,[282  11] ; [65  5],[280.08539945  12.91460055] ; [66.91460055  3.08539945],0
a3,1,0.228968,1.447259,[200  96] ; [42 28],[195.71584699 100.28415301] ; [46.28415301 23.71584699],0
n3,1,0.235522,1.4072,[58 18] ; [14  8],[55.83673469 20.16326531] ; [16.16326531  5.83673469],0
s1,1,0.271265,1.210337,[  6 282] ; [ 3 65],[  7.28089888 280.71910112] ; [ 1.71910112 66.28089888],0
v1,1,0.301429,1.067862,[140 146] ; [29 40],[136.15211268 149.84788732] ; [32.84788732 36.15211268],0
r4,1,0.304952,1.052413,[259  37] ; [58 12],[256.3715847  39.6284153] ; [60.6284153  9.3715847],0
p5,1,0.30982,1.031442,[ 13 283] ; [ 5 63],[ 14.63736264 281.36263736] ; [ 3.36263736 64.63736264],0
u2,1,0.311933,1.022474,[53 42] ; [18  9],[55.28688525 39.71311475] ; [15.71311475 11.28688525],0
p1,1,0.345314,0.890602,[ 13 281] ; [ 5 65],[ 14.53846154 279.46153846] ; [ 3.46153846 66.53846154],0
s6,1,0.366492,0.815525,[181 109] ; [39 30],[177.71587744 112.28412256] ; [42.28412256 26.71587744],0
n5,1,0.387703,0.746135,[210  82] ; [46 23],[207.06925208  84.93074792] ; [48.93074792 20.06925208],0
d4,1,0.423377,0.640923,[240  55] ; [54 16],[237.61643836  57.38356164] ; [56.38356164 13.61643836],0
s3,1,0.425362,0.635452,[151 137] ; [32 36],[148.04494382 139.95505618] ; [34.95505618 33.04494382],0
a4,1,0.445473,0.582143,[120 175] ; [25 45],[117.19178082 177.80821918] ; [27.80821918 42.19178082],0
s8,1,0.457524,0.551944,[104 191] ; [28 42],[106.68493151 188.31506849] ; [25.31506849 44.68493151],0
s4,1,0.536087,0.382841,[ 42 249] ; [12 57],[ 43.65 247.35] ; [10.35 58.65],0
d1,1,0.54095,0.373783,[160 136] ; [35 35],[157.70491803 138.29508197] ; [37.29508197 32.70491803],0
d2,1,0.555428,0.347683,[123 171] ; [32 38],[125.19230769 168.80769231] ; [29.80769231 40.19230769],0
u3,1,0.605138,0.267315,[53 43] ; [17 11],[54.19354839 41.80645161] ; [15.80645161 12.19354839],0
u1,1,0.625424,0.238317,[ 32 264] ; [ 9 61],[ 33.15846995 262.84153005] ; [ 7.84153005 62.15846995],0
s5,1,0.632092,0.229235,[ 77 211] ; [16 51],[ 75.44788732 212.55211268] ; [17.55211268 49.44788732],0
v2,1,0.68744,0.16187,[150 134] ; [31 31],[148.56647399 135.43352601] ; [32.43352601 29.56647399],0
b2,1,0.703946,0.144399,[ 58 112] ; [14 31],[ 56.93023256 113.06976744] ; [15.06976744 29.93023256],0
b3,1,0.703946,0.144399,[ 58 112] ; [14 31],[ 56.93023256 113.06976744] ; [15.06976744 29.93023256],0
s7,1,0.704062,0.144281,[111 176] ; [28 40],[112.37464789 174.62535211] ; [26.62535211 41.37464789],0
a2,1,0.711837,0.136449,[ 52 244] ; [11 59],[ 50.95081967 245.04918033] ; [12.04918033 57.95081967],0
v3,1,0.73875,0.111229,[ 91 196] ; [22 43],[ 92.13352273 194.86647727] ; [20.86647727 44.13352273],0
b5,1,0.826569,0.048007,[186 110] ; [43 27],[185.20218579 110.79781421] ; [43.79781421 26.20218579],0
s2,1,0.873292,0.025433,[130 162] ; [31 37],[130.58888889 161.41111111] ; [30.41111111 37.58888889],0
n2,1,0.925693,0.008698,[58 17] ; [18  5],[58.16326531 16.83673469] ; [17.83673469  5.16326531],0
a1,1,0.935585,0.006532,[  9 287] ; [ 2 68],[  8.89617486 287.10382514] ; [ 2.10382514 67.89617486],0
