Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,54.604517,[89  9] ; [ 6 21],[74.48 23.52] ; [20.52  6.48],1
p11,1,0.000214,13.708283,[81 20] ; [12 15],[73.3828125 27.6171875] ; [19.6171875  7.3828125],1
p2,1,0.001964,9.583317,[81 19] ; [14 13],[74.80314961 25.19685039] ; [20.19685039  6.80314961],0
r4,1,0.002975,8.822664,[69 32] ; [10 17],[62.3359375 38.6640625] ; [16.6640625 10.3359375],0
s2,1,0.008464,6.932576,[47 54] ; [ 5 22],[41.03125 59.96875] ; [10.96875 16.03125],0
s1,1,0.013375,6.118781,[ 3 98] ; [ 4 22],[ 5.56692913 95.43307087] ; [ 1.43307087 24.56692913],0
b1,1,0.016771,5.720217,[31 70] ; [15 12],[36.296875 64.703125] ; [ 9.703125 17.296875],0
s6,1,0.022116,5.236667,[57 41] ; [ 9 18],[51.744 46.256] ; [14.256 12.744],0
s3,1,0.02272,5.189773,[51 50] ; [ 7 20],[45.765625 55.234375] ; [12.234375 14.765625],0
s5,1,0.027369,4.867368,[28 67] ; [ 2 23],[23.75 71.25] ; [ 6.25 18.75],0
d2,1,0.031362,4.633047,[30 71] ; [14 13],[34.71875 66.28125] ; [ 9.28125 17.71875],0
p3,1,0.038967,4.262314,[50 51] ; [ 7 19],[45.33070866 55.66929134] ; [11.66929134 14.33070866],0
r3,1,0.04847,3.893597,[89 11] ; [20  7],[85.82677165 14.17322835] ; [23.17322835  3.82677165],0
n5,1,0.056855,3.626826,[68 32] ; [13 14],[63.77952756 36.22047244] ; [17.22047244  9.77952756],0
p8,1,0.065341,3.396346,[47 53] ; [ 7 19],[42.85714286 57.14285714] ; [11.14285714 14.85714286],0
v4,1,0.07183,3.240696,[88 12] ; [20  7],[85.03937008 14.96062992] ; [22.96062992  4.03937008],0
n2,1,0.073312,3.207273,[19  5] ; [6 6],[16.66666667  7.33333333] ; [8.33333333 3.66666667],0
v1,1,0.099099,2.719983,[46 51] ; [ 8 19],[42.24193548 54.75806452] ; [11.75806452 15.24193548],0
r2,1,0.099181,2.718664,[81 15] ; [19  8],[78.04878049 17.95121951] ; [21.95121951  5.04878049],0
b4,1,0.102439,2.667149,[66 35] ; [13 14],[62.3359375 38.6640625] ; [16.6640625 10.3359375],0
a4,1,0.126739,2.331999,[26 75] ; [11 16],[29.1953125 71.8046875] ; [ 7.8046875 19.1953125],0
n4,1,0.136583,2.216042,[68 33] ; [14 13],[64.703125 36.296875] ; [17.296875  9.703125],0
n6,1,0.138916,2.189925,[80 21] ; [17  9],[77.14173228 23.85826772] ; [19.85826772  6.14173228],0
s8,1,0.152716,2.044906,[33 68] ; [ 5 22],[29.984375 71.015625] ; [ 8.015625 18.984375],0
s7,1,0.188856,1.726523,[35 60] ; [ 6 20],[32.19008264 62.80991736] ; [ 8.80991736 17.19008264],0
a8,1,0.204582,1.609359,[12 84] ; [ 1 25],[10.2295082 85.7704918] ; [ 2.7704918 23.2295082],0
p5,1,0.21865,1.51321,[12 87] ; [ 1 25],[10.296 88.704] ; [ 2.704 23.296],0
b5,1,0.274883,1.192215,[71 30] ; [16 11],[68.6484375 32.3515625] ; [18.3515625  8.6484375],0
a5,1,0.293864,1.101834,[60 41] ; [13 14],[57.6015625 43.3984375] ; [15.3984375 11.6015625],0
u2,1,0.370426,0.802236,[23 19] ; [3 5],[21.84 20.16] ; [4.16 3.84],0
u3,1,0.3998,0.708927,[20 21] ; [3 6],[18.86 22.14] ; [4.14 4.86],0
a3,1,0.436638,0.605103,[59 42] ; [18  9],[60.7578125 40.2421875] ; [16.2421875 10.7578125],0
n3,1,0.453255,0.5625,[17  7] ; [7 5],[16.  8.] ; [8. 4.],0
a6,1,0.465187,0.533387,[71 30] ; [17 10],[69.4375 31.5625] ; [18.5625  8.4375],0
d4,1,0.647741,0.208761,[79 22] ; [20  7],[78.1171875 22.8828125] ; [20.8828125  6.1171875],0
d1,1,0.670325,0.181222,[44 57] ; [13 14],[44.9765625 56.0234375] ; [12.0234375 14.9765625],0
v2,1,0.70543,0.142884,[40 59] ; [12 15],[40.85714286 58.14285714] ; [11.14285714 15.85714286],0
v3,1,0.70823,0.140051,[29 69] ; [ 9 18],[29.792 68.208] ; [ 8.208 18.792],0
n1,1,0.719932,0.128558,[ 8 16] ; [3 8],[ 7.54285714 16.45714286] ; [3.45714286 7.54285714],0
d5,1,0.731127,0.118079,[78 23] ; [20  7],[77.328125 23.671875] ; [20.671875  6.328125],0
d3,1,0.739611,0.110469,[67 33] ; [19  8],[67.71653543 32.28346457] ; [18.28346457  8.71653543],0
p7,1,0.754744,0.097588,[50 47] ; [13 14],[49.28225806 47.71774194] ; [13.71774194 13.28225806],0
b2,1,0.757111,0.095652,[23 32] ; [ 6 10],[22.46478873 32.53521127] ; [6.53521127 9.46478873],0
b3,1,0.757111,0.095652,[23 32] ; [ 6 10],[22.46478873 32.53521127] ; [6.53521127 9.46478873],0
u1,1,0.77971,0.07823,[ 6 95] ; [ 2 25],[ 6.3125 94.6875] ; [ 1.6875 25.3125],0
a2,1,0.791523,0.069872,[13 88] ; [ 4 23],[13.4140625 87.5859375] ; [ 3.5859375 23.4140625],0
s4,1,0.794219,0.068035,[21 80] ; [ 5 22],[20.515625 80.484375] ; [ 5.484375 21.515625],0
p6,1,0.804262,0.061422,[33 66] ; [ 8 18],[32.472 66.528] ; [ 8.528 17.472],0
p1,1,0.919194,0.010292,[ 8 92] ; [ 2 25],[ 7.87401575 92.12598425] ; [ 2.12598425 24.87401575],0
a1,1,0.92964,0.007796,[ 8 93] ; [ 2 25],[ 7.890625 93.109375] ; [ 2.109375 24.890625],0
p4,1,0.954058,0.003319,[48 53] ; [13 14],[48.1328125 52.8671875] ; [12.8671875 14.1328125],0
